, ,Number of genomes
2305,Cluster 2305,1
2306,Cluster 2306,238
2307,Cluster 2307,253
2308,Cluster 2308,90
2309,Cluster 2309,9
2310,Cluster 2310,35
2311,Cluster 2311,4
2312,Cluster 2312,269
2313,Cluster 2313,266
2314,Cluster 2314,6
2315,Cluster 2315,3
2316,Cluster 2316,1
2317,Cluster 2317,2
2318,Cluster 2318,2
2319,Cluster 2319,1
2320,Cluster 2320,269
2321,Cluster 2321,269
2322,Cluster 2322,269
2323,Cluster 2323,15
2324,Cluster 2324,2
2325,Cluster 2325,2
2326,Cluster 2326,15
2327,Cluster 2327,2
2328,Cluster 2328,1
2329,Cluster 2329,268
2330,Cluster 2330,269
2331,Cluster 2331,44
2332,Cluster 2332,21
2333,Cluster 2333,1
2334,Cluster 2334,10
2335,Cluster 2335,3
2336,Cluster 2336,1
2337,Cluster 2337,2
2338,Cluster 2338,5
2339,Cluster 2339,1
2340,Cluster 2340,4
2341,Cluster 2341,2
2342,Cluster 2342,2
2343,Cluster 2343,268
2344,Cluster 2344,262
2345,Cluster 2345,269
2346,Cluster 2346,269
2347,Cluster 2347,268
2348,Cluster 2348,1
2349,Cluster 2349,2
2350,Cluster 2350,2
2351,Cluster 2351,8
2352,Cluster 2352,2
2353,Cluster 2353,1
2354,Cluster 2354,1
2355,Cluster 2355,5
2356,Cluster 2356,19
2357,Cluster 2357,1
2358,Cluster 2358,2
2359,Cluster 2359,269
2360,Cluster 2360,269
2361,Cluster 2361,269
2362,Cluster 2362,269
2363,Cluster 2363,268
2364,Cluster 2364,269
2365,Cluster 2365,269
2366,Cluster 2366,267
2367,Cluster 2367,71
2368,Cluster 2368,9
2369,Cluster 2369,12
2370,Cluster 2370,262
2371,Cluster 2371,1
2372,Cluster 2372,2
2373,Cluster 2373,16
2374,Cluster 2374,2
2375,Cluster 2375,3
2376,Cluster 2376,2
2377,Cluster 2377,269
2378,Cluster 2378,250
2379,Cluster 2379,142
2380,Cluster 2380,4
2381,Cluster 2381,4
2382,Cluster 2382,8
2383,Cluster 2383,10
2384,Cluster 2384,3
2385,Cluster 2385,4
2386,Cluster 2386,1
2387,Cluster 2387,1
2388,Cluster 2388,269
2389,Cluster 2389,269
2390,Cluster 2390,269
2391,Cluster 2391,268
2392,Cluster 2392,262
2393,Cluster 2393,266
2394,Cluster 2394,269
2395,Cluster 2395,236
2396,Cluster 2396,267
2397,Cluster 2397,238
2398,Cluster 2398,269
2399,Cluster 2399,269
2400,Cluster 2400,1
2401,Cluster 2401,17
2402,Cluster 2402,11
2403,Cluster 2403,3
2404,Cluster 2404,1
2405,Cluster 2405,2
2406,Cluster 2406,185
2407,Cluster 2407,23
2408,Cluster 2408,3
2409,Cluster 2409,1
2410,Cluster 2410,1
2411,Cluster 2411,269
2412,Cluster 2412,269
2413,Cluster 2413,267
2414,Cluster 2414,269
2415,Cluster 2415,268
2416,Cluster 2416,30
2417,Cluster 2417,4
2418,Cluster 2418,10
2419,Cluster 2419,1
2420,Cluster 2420,8
2421,Cluster 2421,97
2422,Cluster 2422,2
2423,Cluster 2423,1
2424,Cluster 2424,266
2425,Cluster 2425,268
2426,Cluster 2426,119
2427,Cluster 2427,268
2428,Cluster 2428,268
2429,Cluster 2429,263
2430,Cluster 2430,19
2431,Cluster 2431,29
2432,Cluster 2432,33
2433,Cluster 2433,9
2434,Cluster 2434,10
2435,Cluster 2435,269
2436,Cluster 2436,1
2437,Cluster 2437,1
2438,Cluster 2438,2
2439,Cluster 2439,239
2440,Cluster 2440,236
2441,Cluster 2441,269
2442,Cluster 2442,261
2443,Cluster 2443,269
2444,Cluster 2444,269
2445,Cluster 2445,35
2446,Cluster 2446,12
2447,Cluster 2447,261
2448,Cluster 2448,5
2449,Cluster 2449,1
2450,Cluster 2450,38
2451,Cluster 2451,53
2452,Cluster 2452,1
2453,Cluster 2453,1
2454,Cluster 2454,1
2455,Cluster 2455,1
2456,Cluster 2456,1
2457,Cluster 2457,269
2458,Cluster 2458,3
2459,Cluster 2459,269
2460,Cluster 2460,254
2461,Cluster 2461,269
2462,Cluster 2462,84
2463,Cluster 2463,2
2464,Cluster 2464,4
2465,Cluster 2465,5
2466,Cluster 2466,3
2467,Cluster 2467,7
2468,Cluster 2468,269
2469,Cluster 2469,256
2470,Cluster 2470,269
2471,Cluster 2471,268
2472,Cluster 2472,7
2473,Cluster 2473,11
2474,Cluster 2474,1
2475,Cluster 2475,22
2476,Cluster 2476,2
2477,Cluster 2477,35
2478,Cluster 2478,2
2479,Cluster 2479,269
2480,Cluster 2480,269
2481,Cluster 2481,5
2482,Cluster 2482,2
2483,Cluster 2483,2
2484,Cluster 2484,7
2485,Cluster 2485,2
2486,Cluster 2486,3
2487,Cluster 2487,1
2488,Cluster 2488,1
2489,Cluster 2489,269
2490,Cluster 2490,268
2491,Cluster 2491,269
2492,Cluster 2492,269
2493,Cluster 2493,269
2494,Cluster 2494,269
2495,Cluster 2495,269
2496,Cluster 2496,9
2497,Cluster 2497,10
2498,Cluster 2498,2
2499,Cluster 2499,269
2500,Cluster 2500,1
2501,Cluster 2501,1
2502,Cluster 2502,3
2503,Cluster 2503,1
2504,Cluster 2504,269
2505,Cluster 2505,269
2506,Cluster 2506,269
2507,Cluster 2507,32
2508,Cluster 2508,268
2509,Cluster 2509,4
2510,Cluster 2510,6
2511,Cluster 2511,23
2512,Cluster 2512,2
2513,Cluster 2513,269
2514,Cluster 2514,269
2515,Cluster 2515,269
2516,Cluster 2516,268
2517,Cluster 2517,269
2518,Cluster 2518,31
2519,Cluster 2519,73
2520,Cluster 2520,5
2521,Cluster 2521,1
2522,Cluster 2522,21
2523,Cluster 2523,10
2524,Cluster 2524,1
2525,Cluster 2525,11
2526,Cluster 2526,3
2527,Cluster 2527,10
2528,Cluster 2528,1
2529,Cluster 2529,269
2530,Cluster 2530,268
2531,Cluster 2531,268
2532,Cluster 2532,269
2533,Cluster 2533,269
2534,Cluster 2534,1
2535,Cluster 2535,8
2536,Cluster 2536,4
2537,Cluster 2537,17
2538,Cluster 2538,4
2539,Cluster 2539,5
2540,Cluster 2540,6
2541,Cluster 2541,1
2542,Cluster 2542,159
2543,Cluster 2543,269
2544,Cluster 2544,252
2545,Cluster 2545,266
2546,Cluster 2546,269
2547,Cluster 2547,269
2548,Cluster 2548,57
2549,Cluster 2549,8
2550,Cluster 2550,201
2551,Cluster 2551,21
2552,Cluster 2552,1
2553,Cluster 2553,5
2554,Cluster 2554,39
2555,Cluster 2555,8
2556,Cluster 2556,1
2557,Cluster 2557,1
2558,Cluster 2558,5
2559,Cluster 2559,1
2560,Cluster 2560,61
2561,Cluster 2561,40
2562,Cluster 2562,18
2563,Cluster 2563,1
2564,Cluster 2564,2
2565,Cluster 2565,269
2566,Cluster 2566,269
2567,Cluster 2567,260
2568,Cluster 2568,36
2569,Cluster 2569,119
2570,Cluster 2570,34
2571,Cluster 2571,4
2572,Cluster 2572,1
2573,Cluster 2573,2
2574,Cluster 2574,269
2575,Cluster 2575,2
2576,Cluster 2576,1
2577,Cluster 2577,1
2578,Cluster 2578,1
2579,Cluster 2579,269
2580,Cluster 2580,269
2581,Cluster 2581,248
2582,Cluster 2582,269
2583,Cluster 2583,269
2584,Cluster 2584,269
2585,Cluster 2585,50
2586,Cluster 2586,4
2587,Cluster 2587,235
2588,Cluster 2588,11
2589,Cluster 2589,1
2590,Cluster 2590,7
2591,Cluster 2591,18
2592,Cluster 2592,2
2593,Cluster 2593,1
2594,Cluster 2594,3
2595,Cluster 2595,3
2596,Cluster 2596,3
2597,Cluster 2597,269
2598,Cluster 2598,269
2599,Cluster 2599,269
2600,Cluster 2600,21
2601,Cluster 2601,189
2602,Cluster 2602,2
2603,Cluster 2603,1
2604,Cluster 2604,8
2605,Cluster 2605,1
2606,Cluster 2606,1
2607,Cluster 2607,268
2608,Cluster 2608,269
2609,Cluster 2609,20
2610,Cluster 2610,266
2611,Cluster 2611,1
2612,Cluster 2612,1
2613,Cluster 2613,2
2614,Cluster 2614,1
2615,Cluster 2615,3
2616,Cluster 2616,1
2617,Cluster 2617,2
2618,Cluster 2618,4
2619,Cluster 2619,269
2620,Cluster 2620,267
2621,Cluster 2621,47
2622,Cluster 2622,22
2623,Cluster 2623,1
2624,Cluster 2624,1
2625,Cluster 2625,2
2626,Cluster 2626,2
2627,Cluster 2627,11
2628,Cluster 2628,1
2629,Cluster 2629,1
2630,Cluster 2630,1
2631,Cluster 2631,1
2632,Cluster 2632,1
2633,Cluster 2633,269
2634,Cluster 2634,269
2635,Cluster 2635,234
2636,Cluster 2636,269
2637,Cluster 2637,19
2638,Cluster 2638,32
2639,Cluster 2639,8
2640,Cluster 2640,5
2641,Cluster 2641,266
2642,Cluster 2642,4
2643,Cluster 2643,5
2644,Cluster 2644,4
2645,Cluster 2645,2
2646,Cluster 2646,10
2647,Cluster 2647,1
2648,Cluster 2648,1
2649,Cluster 2649,266
2650,Cluster 2650,15
2651,Cluster 2651,11
2652,Cluster 2652,2
2653,Cluster 2653,2
2654,Cluster 2654,12
2655,Cluster 2655,1
2656,Cluster 2656,5
2657,Cluster 2657,5
2658,Cluster 2658,2
2659,Cluster 2659,269
2660,Cluster 2660,269
2661,Cluster 2661,262
2662,Cluster 2662,269
2663,Cluster 2663,11
2664,Cluster 2664,14
2665,Cluster 2665,14
2666,Cluster 2666,18
2667,Cluster 2667,1
2668,Cluster 2668,1
2669,Cluster 2669,6
2670,Cluster 2670,6
2671,Cluster 2671,6
2672,Cluster 2672,2
2673,Cluster 2673,2
2674,Cluster 2674,1
2675,Cluster 2675,2
2676,Cluster 2676,10
2677,Cluster 2677,1
2678,Cluster 2678,1
2679,Cluster 2679,253
2680,Cluster 2680,269
2681,Cluster 2681,201
2682,Cluster 2682,269
2683,Cluster 2683,66
2684,Cluster 2684,39
2685,Cluster 2685,4
2686,Cluster 2686,4
2687,Cluster 2687,1
2688,Cluster 2688,27
2689,Cluster 2689,3
2690,Cluster 2690,1
2691,Cluster 2691,1
2692,Cluster 2692,1
2693,Cluster 2693,13
2694,Cluster 2694,2
2695,Cluster 2695,269
2696,Cluster 2696,269
2697,Cluster 2697,269
2698,Cluster 2698,268
2699,Cluster 2699,47
2700,Cluster 2700,6
2701,Cluster 2701,2
2702,Cluster 2702,14
2703,Cluster 2703,11
2704,Cluster 2704,119
2705,Cluster 2705,1
2706,Cluster 2706,268
2707,Cluster 2707,6
2708,Cluster 2708,5
2709,Cluster 2709,1
2710,Cluster 2710,268
2711,Cluster 2711,269
2712,Cluster 2712,254
2713,Cluster 2713,113
2714,Cluster 2714,269
2715,Cluster 2715,269
2716,Cluster 2716,266
2717,Cluster 2717,269
2718,Cluster 2718,269
2719,Cluster 2719,15
2720,Cluster 2720,13
2721,Cluster 2721,4
2722,Cluster 2722,1
2723,Cluster 2723,17
2724,Cluster 2724,2
2725,Cluster 2725,3
2726,Cluster 2726,1
2727,Cluster 2727,1
2728,Cluster 2728,1
2729,Cluster 2729,269
2730,Cluster 2730,269
2731,Cluster 2731,268
2732,Cluster 2732,269
2733,Cluster 2733,269
2734,Cluster 2734,265
2735,Cluster 2735,1
2736,Cluster 2736,6
2737,Cluster 2737,16
2738,Cluster 2738,1
2739,Cluster 2739,68
2740,Cluster 2740,269
2741,Cluster 2741,269
2742,Cluster 2742,269
2743,Cluster 2743,269
2744,Cluster 2744,268
2745,Cluster 2745,162
2746,Cluster 2746,60
2747,Cluster 2747,9
2748,Cluster 2748,22
2749,Cluster 2749,1
2750,Cluster 2750,3
2751,Cluster 2751,4
2752,Cluster 2752,12
2753,Cluster 2753,1
2754,Cluster 2754,8
2755,Cluster 2755,14
2756,Cluster 2756,1
2757,Cluster 2757,269
2758,Cluster 2758,265
2759,Cluster 2759,269
2760,Cluster 2760,269
2761,Cluster 2761,114
2762,Cluster 2762,1
2763,Cluster 2763,1
2764,Cluster 2764,3
2765,Cluster 2765,2
2766,Cluster 2766,1
2767,Cluster 2767,9
2768,Cluster 2768,3
2769,Cluster 2769,42
2770,Cluster 2770,2
2771,Cluster 2771,269
2772,Cluster 2772,269
2773,Cluster 2773,147
2774,Cluster 2774,11
2775,Cluster 2775,10
2776,Cluster 2776,1
2777,Cluster 2777,2
2778,Cluster 2778,2
2779,Cluster 2779,1
2780,Cluster 2780,260
2781,Cluster 2781,269
2782,Cluster 2782,269
2783,Cluster 2783,7
2784,Cluster 2784,26
2785,Cluster 2785,22
2786,Cluster 2786,210
2787,Cluster 2787,4
2788,Cluster 2788,1
2789,Cluster 2789,1
2790,Cluster 2790,1
2791,Cluster 2791,4
2792,Cluster 2792,3
2793,Cluster 2793,1
2794,Cluster 2794,268
2795,Cluster 2795,269
2796,Cluster 2796,14
2797,Cluster 2797,11
2798,Cluster 2798,7
2799,Cluster 2799,13
2800,Cluster 2800,32
2801,Cluster 2801,2
2802,Cluster 2802,2
2803,Cluster 2803,2
2804,Cluster 2804,25
2805,Cluster 2805,1
2806,Cluster 2806,16
2807,Cluster 2807,1
2808,Cluster 2808,267
2809,Cluster 2809,254
2810,Cluster 2810,269
2811,Cluster 2811,269
2812,Cluster 2812,236
2813,Cluster 2813,6
2814,Cluster 2814,7
2815,Cluster 2815,269
2816,Cluster 2816,22
2817,Cluster 2817,1
2818,Cluster 2818,22
2819,Cluster 2819,2
2820,Cluster 2820,2
2821,Cluster 2821,2
2822,Cluster 2822,5
2823,Cluster 2823,1
2824,Cluster 2824,1
2825,Cluster 2825,5
2826,Cluster 2826,7
2827,Cluster 2827,1
2828,Cluster 2828,265
2829,Cluster 2829,8
2830,Cluster 2830,3
2831,Cluster 2831,1
2832,Cluster 2832,5
2833,Cluster 2833,1
2834,Cluster 2834,1
2835,Cluster 2835,3
2836,Cluster 2836,2
2837,Cluster 2837,3
2838,Cluster 2838,43
2839,Cluster 2839,1
2840,Cluster 2840,269
2841,Cluster 2841,269
2842,Cluster 2842,44
2843,Cluster 2843,116
2844,Cluster 2844,269
2845,Cluster 2845,14
2846,Cluster 2846,269
2847,Cluster 2847,3
2848,Cluster 2848,5
2849,Cluster 2849,1
2850,Cluster 2850,5
2851,Cluster 2851,1
2852,Cluster 2852,7
2853,Cluster 2853,5
2854,Cluster 2854,10
2855,Cluster 2855,269
2856,Cluster 2856,2
2857,Cluster 2857,268
2858,Cluster 2858,269
2859,Cluster 2859,269
2860,Cluster 2860,268
2861,Cluster 2861,269
2862,Cluster 2862,28
2863,Cluster 2863,14
2864,Cluster 2864,90
2865,Cluster 2865,9
2866,Cluster 2866,3
2867,Cluster 2867,12
2868,Cluster 2868,12
2869,Cluster 2869,7
2870,Cluster 2870,1
2871,Cluster 2871,1
2872,Cluster 2872,3
2873,Cluster 2873,6
2874,Cluster 2874,2
2875,Cluster 2875,1
2876,Cluster 2876,1
2877,Cluster 2877,1
2878,Cluster 2878,1
2879,Cluster 2879,5
2880,Cluster 2880,2
2881,Cluster 2881,1
2882,Cluster 2882,269
2883,Cluster 2883,269
2884,Cluster 2884,269
2885,Cluster 2885,267
2886,Cluster 2886,1
2887,Cluster 2887,30
2888,Cluster 2888,9
2889,Cluster 2889,2
2890,Cluster 2890,23
2891,Cluster 2891,1
2892,Cluster 2892,6
2893,Cluster 2893,2
2894,Cluster 2894,1
2895,Cluster 2895,1
2896,Cluster 2896,1
2897,Cluster 2897,269
2898,Cluster 2898,268
2899,Cluster 2899,269
2900,Cluster 2900,268
2901,Cluster 2901,269
2902,Cluster 2902,34
2903,Cluster 2903,9
2904,Cluster 2904,1
2905,Cluster 2905,10
2906,Cluster 2906,3
2907,Cluster 2907,4
2908,Cluster 2908,5
2909,Cluster 2909,6
2910,Cluster 2910,6
2911,Cluster 2911,269
2912,Cluster 2912,1
2913,Cluster 2913,3
2914,Cluster 2914,3
2915,Cluster 2915,2
2916,Cluster 2916,1
2917,Cluster 2917,269
2918,Cluster 2918,269
2919,Cluster 2919,269
2920,Cluster 2920,168
2921,Cluster 2921,269
2922,Cluster 2922,13
2923,Cluster 2923,113
2924,Cluster 2924,1
2925,Cluster 2925,8
2926,Cluster 2926,20
2927,Cluster 2927,1
2928,Cluster 2928,7
2929,Cluster 2929,2
2930,Cluster 2930,6
2931,Cluster 2931,12
2932,Cluster 2932,1
2933,Cluster 2933,10
2934,Cluster 2934,2
2935,Cluster 2935,1
2936,Cluster 2936,22
2937,Cluster 2937,268
2938,Cluster 2938,63
2939,Cluster 2939,97
2940,Cluster 2940,5
2941,Cluster 2941,4
2942,Cluster 2942,89
2943,Cluster 2943,3
2944,Cluster 2944,65
2945,Cluster 2945,43
2946,Cluster 2946,2
2947,Cluster 2947,1
2948,Cluster 2948,1
2949,Cluster 2949,265
2950,Cluster 2950,269
2951,Cluster 2951,269
2952,Cluster 2952,269
2953,Cluster 2953,80
2954,Cluster 2954,35
2955,Cluster 2955,2
2956,Cluster 2956,7
2957,Cluster 2957,1
2958,Cluster 2958,2
2959,Cluster 2959,13
2960,Cluster 2960,1
2961,Cluster 2961,89
2962,Cluster 2962,1
2963,Cluster 2963,1
2964,Cluster 2964,5
2965,Cluster 2965,1
2966,Cluster 2966,3
2967,Cluster 2967,1
2968,Cluster 2968,1
2969,Cluster 2969,269
2970,Cluster 2970,269
2971,Cluster 2971,269
2972,Cluster 2972,2
2973,Cluster 2973,2
2974,Cluster 2974,5
2975,Cluster 2975,1
2976,Cluster 2976,2
2977,Cluster 2977,1
2978,Cluster 2978,1
2979,Cluster 2979,269
2980,Cluster 2980,269
2981,Cluster 2981,269
2982,Cluster 2982,3
2983,Cluster 2983,15
2984,Cluster 2984,57
2985,Cluster 2985,269
2986,Cluster 2986,2
2987,Cluster 2987,9
2988,Cluster 2988,15
2989,Cluster 2989,53
2990,Cluster 2990,1
2991,Cluster 2991,1
2992,Cluster 2992,269
2993,Cluster 2993,269
2994,Cluster 2994,260
2995,Cluster 2995,269
2996,Cluster 2996,62
2997,Cluster 2997,39
2998,Cluster 2998,197
2999,Cluster 2999,76
3000,Cluster 3000,15
3001,Cluster 3001,41
3002,Cluster 3002,9
3003,Cluster 3003,1
3004,Cluster 3004,4
3005,Cluster 3005,1
3006,Cluster 3006,3
3007,Cluster 3007,2
3008,Cluster 3008,1
3009,Cluster 3009,269
3010,Cluster 3010,269
3011,Cluster 3011,262
3012,Cluster 3012,18
3013,Cluster 3013,7
3014,Cluster 3014,1
3015,Cluster 3015,1
3016,Cluster 3016,11
3017,Cluster 3017,1
3018,Cluster 3018,1
3019,Cluster 3019,75
3020,Cluster 3020,1
3021,Cluster 3021,2
3022,Cluster 3022,269
3023,Cluster 3023,1
3024,Cluster 3024,269
3025,Cluster 3025,68
3026,Cluster 3026,4
3027,Cluster 3027,7
3028,Cluster 3028,7
3029,Cluster 3029,1
3030,Cluster 3030,4
3031,Cluster 3031,2
3032,Cluster 3032,9
3033,Cluster 3033,12
3034,Cluster 3034,1
3035,Cluster 3035,1
3036,Cluster 3036,1
3037,Cluster 3037,2
3038,Cluster 3038,1
3039,Cluster 3039,269
3040,Cluster 3040,245
3041,Cluster 3041,265
3042,Cluster 3042,269
3043,Cluster 3043,30
3044,Cluster 3044,4
3045,Cluster 3045,2
3046,Cluster 3046,1
3047,Cluster 3047,2
3048,Cluster 3048,11
3049,Cluster 3049,2
3050,Cluster 3050,1
3051,Cluster 3051,1
3052,Cluster 3052,2
3053,Cluster 3053,8
3054,Cluster 3054,269
3055,Cluster 3055,269
3056,Cluster 3056,269
3057,Cluster 3057,159
3058,Cluster 3058,264
3059,Cluster 3059,266
3060,Cluster 3060,68
3061,Cluster 3061,4
3062,Cluster 3062,61
3063,Cluster 3063,6
3064,Cluster 3064,5
3065,Cluster 3065,1
3066,Cluster 3066,268
3067,Cluster 3067,1
3068,Cluster 3068,268
3069,Cluster 3069,268
3070,Cluster 3070,269
3071,Cluster 3071,268
3072,Cluster 3072,13
3073,Cluster 3073,11
3074,Cluster 3074,13
3075,Cluster 3075,17
3076,Cluster 3076,2
3077,Cluster 3077,43
3078,Cluster 3078,12
3079,Cluster 3079,3
3080,Cluster 3080,1
3081,Cluster 3081,9
3082,Cluster 3082,3
3083,Cluster 3083,3
3084,Cluster 3084,4
3085,Cluster 3085,1
3086,Cluster 3086,1
3087,Cluster 3087,269
3088,Cluster 3088,269
3089,Cluster 3089,269
3090,Cluster 3090,269
3091,Cluster 3091,116
3092,Cluster 3092,26
3093,Cluster 3093,5
3094,Cluster 3094,9
3095,Cluster 3095,24
3096,Cluster 3096,71
3097,Cluster 3097,3
3098,Cluster 3098,1
3099,Cluster 3099,2
3100,Cluster 3100,5
3101,Cluster 3101,1
3102,Cluster 3102,269
3103,Cluster 3103,269
3104,Cluster 3104,268
3105,Cluster 3105,269
3106,Cluster 3106,101
3107,Cluster 3107,175
3108,Cluster 3108,2
3109,Cluster 3109,6
3110,Cluster 3110,2
3111,Cluster 3111,4
3112,Cluster 3112,1
3113,Cluster 3113,6
3114,Cluster 3114,1
3115,Cluster 3115,1
3116,Cluster 3116,2
3117,Cluster 3117,11
3118,Cluster 3118,269
3119,Cluster 3119,268
3120,Cluster 3120,264
3121,Cluster 3121,269
3122,Cluster 3122,269
3123,Cluster 3123,6
3124,Cluster 3124,46
3125,Cluster 3125,112
3126,Cluster 3126,1
3127,Cluster 3127,1
3128,Cluster 3128,1
3129,Cluster 3129,1
3130,Cluster 3130,2
3131,Cluster 3131,2
3132,Cluster 3132,2
3133,Cluster 3133,11
3134,Cluster 3134,1
3135,Cluster 3135,1
3136,Cluster 3136,2
3137,Cluster 3137,1
3138,Cluster 3138,3
3139,Cluster 3139,1
3140,Cluster 3140,6
3141,Cluster 3141,245
3142,Cluster 3142,269
3143,Cluster 3143,18
3144,Cluster 3144,1
3145,Cluster 3145,113
3146,Cluster 3146,10
3147,Cluster 3147,3
3148,Cluster 3148,1
3149,Cluster 3149,2
3150,Cluster 3150,1
3151,Cluster 3151,1
3152,Cluster 3152,1
3153,Cluster 3153,1
3154,Cluster 3154,1
3155,Cluster 3155,2
3156,Cluster 3156,3
3157,Cluster 3157,268
3158,Cluster 3158,12
3159,Cluster 3159,1
3160,Cluster 3160,269
3161,Cluster 3161,268
3162,Cluster 3162,19
3163,Cluster 3163,4
3164,Cluster 3164,1
3165,Cluster 3165,3
3166,Cluster 3166,1
3167,Cluster 3167,1
3168,Cluster 3168,8
3169,Cluster 3169,1
3170,Cluster 3170,2
3171,Cluster 3171,2
3172,Cluster 3172,269
3173,Cluster 3173,225
3174,Cluster 3174,269
3175,Cluster 3175,113
3176,Cluster 3176,2
3177,Cluster 3177,231
3178,Cluster 3178,17
3179,Cluster 3179,1
3180,Cluster 3180,9
3181,Cluster 3181,17
3182,Cluster 3182,2
3183,Cluster 3183,5
3184,Cluster 3184,1
3185,Cluster 3185,14
3186,Cluster 3186,8
3187,Cluster 3187,269
3188,Cluster 3188,262
3189,Cluster 3189,269
3190,Cluster 3190,269
3191,Cluster 3191,269
3192,Cluster 3192,47
3193,Cluster 3193,102
3194,Cluster 3194,7
3195,Cluster 3195,1
3196,Cluster 3196,1
3197,Cluster 3197,3
3198,Cluster 3198,3
3199,Cluster 3199,8
3200,Cluster 3200,2
3201,Cluster 3201,1
3202,Cluster 3202,1
3203,Cluster 3203,37
3204,Cluster 3204,1
3205,Cluster 3205,1
3206,Cluster 3206,269
3207,Cluster 3207,266
3208,Cluster 3208,269
3209,Cluster 3209,269
3210,Cluster 3210,235
3211,Cluster 3211,268
3212,Cluster 3212,267
3213,Cluster 3213,12
3214,Cluster 3214,13
3215,Cluster 3215,2
3216,Cluster 3216,1
3217,Cluster 3217,16
3218,Cluster 3218,1
3219,Cluster 3219,1
3220,Cluster 3220,5
3221,Cluster 3221,76
3222,Cluster 3222,269
3223,Cluster 3223,269
3224,Cluster 3224,269
3225,Cluster 3225,269
3226,Cluster 3226,250
3227,Cluster 3227,259
3228,Cluster 3228,249
3229,Cluster 3229,269
3230,Cluster 3230,57
3231,Cluster 3231,36
3232,Cluster 3232,134
3233,Cluster 3233,16
3234,Cluster 3234,8
3235,Cluster 3235,1
3236,Cluster 3236,1
3237,Cluster 3237,8
3238,Cluster 3238,27
3239,Cluster 3239,1
3240,Cluster 3240,269
3241,Cluster 3241,139
3242,Cluster 3242,269
3243,Cluster 3243,269
3244,Cluster 3244,269
3245,Cluster 3245,269
3246,Cluster 3246,5
3247,Cluster 3247,13
3248,Cluster 3248,1
3249,Cluster 3249,6
3250,Cluster 3250,56
3251,Cluster 3251,4
3252,Cluster 3252,1
3253,Cluster 3253,3
3254,Cluster 3254,1
3255,Cluster 3255,1
3256,Cluster 3256,2
3257,Cluster 3257,1
3258,Cluster 3258,4
3259,Cluster 3259,1
3260,Cluster 3260,1
3261,Cluster 3261,268
3262,Cluster 3262,197
3263,Cluster 3263,251
3264,Cluster 3264,269
3265,Cluster 3265,263
3266,Cluster 3266,26
3267,Cluster 3267,109
3268,Cluster 3268,87
3269,Cluster 3269,1
3270,Cluster 3270,8
3271,Cluster 3271,16
3272,Cluster 3272,118
3273,Cluster 3273,1
3274,Cluster 3274,268
3275,Cluster 3275,115
3276,Cluster 3276,46
3277,Cluster 3277,1
3278,Cluster 3278,1
3279,Cluster 3279,13
3280,Cluster 3280,1
3281,Cluster 3281,1
3282,Cluster 3282,2
3283,Cluster 3283,1
3284,Cluster 3284,269
3285,Cluster 3285,269
3286,Cluster 3286,269
3287,Cluster 3287,269
3288,Cluster 3288,8
3289,Cluster 3289,268
3290,Cluster 3290,117
3291,Cluster 3291,2
3292,Cluster 3292,1
3293,Cluster 3293,1
3294,Cluster 3294,18
3295,Cluster 3295,6
3296,Cluster 3296,2
3297,Cluster 3297,1
3298,Cluster 3298,6
3299,Cluster 3299,4
3300,Cluster 3300,117
3301,Cluster 3301,4
3302,Cluster 3302,13
3303,Cluster 3303,10
3304,Cluster 3304,184
3305,Cluster 3305,1
3306,Cluster 3306,2
3307,Cluster 3307,1
3308,Cluster 3308,2
3309,Cluster 3309,1
3310,Cluster 3310,10
3311,Cluster 3311,269
3312,Cluster 3312,269
3313,Cluster 3313,263
3314,Cluster 3314,20
3315,Cluster 3315,1
3316,Cluster 3316,2
3317,Cluster 3317,1
3318,Cluster 3318,2
3319,Cluster 3319,5
3320,Cluster 3320,1
3321,Cluster 3321,3
3322,Cluster 3322,1
3323,Cluster 3323,269
3324,Cluster 3324,266
3325,Cluster 3325,266
3326,Cluster 3326,11
3327,Cluster 3327,4
3328,Cluster 3328,139
3329,Cluster 3329,6
3330,Cluster 3330,5
3331,Cluster 3331,6
3332,Cluster 3332,2
3333,Cluster 3333,28
3334,Cluster 3334,2
3335,Cluster 3335,269
3336,Cluster 3336,188
3337,Cluster 3337,10
3338,Cluster 3338,10
3339,Cluster 3339,2
3340,Cluster 3340,48
3341,Cluster 3341,4
3342,Cluster 3342,8
3343,Cluster 3343,2
3344,Cluster 3344,1
3345,Cluster 3345,1
3346,Cluster 3346,2
3347,Cluster 3347,1
3348,Cluster 3348,6
3349,Cluster 3349,269
3350,Cluster 3350,269
3351,Cluster 3351,266
3352,Cluster 3352,1
3353,Cluster 3353,26
3354,Cluster 3354,18
3355,Cluster 3355,3
3356,Cluster 3356,2
3357,Cluster 3357,4
3358,Cluster 3358,2
3359,Cluster 3359,269
3360,Cluster 3360,269
3361,Cluster 3361,264
3362,Cluster 3362,2
3363,Cluster 3363,269
3364,Cluster 3364,15
3365,Cluster 3365,3
3366,Cluster 3366,5
3367,Cluster 3367,1
3368,Cluster 3368,3
3369,Cluster 3369,1
3370,Cluster 3370,2
3371,Cluster 3371,10
3372,Cluster 3372,1
3373,Cluster 3373,7
3374,Cluster 3374,19
3375,Cluster 3375,4
3376,Cluster 3376,89
3377,Cluster 3377,2
3378,Cluster 3378,1
3379,Cluster 3379,2
3380,Cluster 3380,1
