, ,Number of genomes,gene_class
33475,Cluster 33475,2,unique
33476,Cluster 33476,9,unique
33477,Cluster 33477,1,unique
33478,Cluster 33478,26,unique
33479,Cluster 33479,1,unique
33480,Cluster 33480,4,unique
33481,Cluster 33481,1,unique
33482,Cluster 33482,1,unique
33483,Cluster 33483,3,unique
33484,Cluster 33484,2,unique
33485,Cluster 33485,3,unique
33486,Cluster 33486,2,unique
33487,Cluster 33487,2,unique
33488,Cluster 33488,2,unique
33489,Cluster 33489,206,accessory
33490,Cluster 33490,5,unique
33491,Cluster 33491,53,unique
33492,Cluster 33492,1,unique
33493,Cluster 33493,1,unique
33494,Cluster 33494,1,unique
33495,Cluster 33495,2,unique
33496,Cluster 33496,1,unique
33497,Cluster 33497,1,unique
33498,Cluster 33498,2,unique
33499,Cluster 33499,8,unique
33500,Cluster 33500,1,unique
33501,Cluster 33501,1,unique
33502,Cluster 33502,2,unique
33503,Cluster 33503,1,unique
33504,Cluster 33504,1,unique
33505,Cluster 33505,1,unique
33506,Cluster 33506,1,unique
33507,Cluster 33507,1,unique
33508,Cluster 33508,2,unique
33509,Cluster 33509,1,unique
33510,Cluster 33510,1,unique
33511,Cluster 33511,3,unique
33512,Cluster 33512,2,unique
33513,Cluster 33513,3,unique
33514,Cluster 33514,1,unique
33515,Cluster 33515,2,unique
33516,Cluster 33516,1,unique
33517,Cluster 33517,1,unique
33518,Cluster 33518,1,unique
33519,Cluster 33519,1,unique
33520,Cluster 33520,1,unique
33521,Cluster 33521,1,unique
33522,Cluster 33522,1,unique
33523,Cluster 33523,3,unique
33524,Cluster 33524,960,accessory
33525,Cluster 33525,1237,accessory
33526,Cluster 33526,1319,core
33527,Cluster 33527,1317,core
33528,Cluster 33528,1325,core
33529,Cluster 33529,8,unique
33530,Cluster 33530,91,unique
33531,Cluster 33531,7,unique
33532,Cluster 33532,201,accessory
33533,Cluster 33533,81,unique
33534,Cluster 33534,375,accessory
33535,Cluster 33535,1,unique
33536,Cluster 33536,1,unique
33537,Cluster 33537,3,unique
33538,Cluster 33538,271,accessory
33539,Cluster 33539,235,accessory
33540,Cluster 33540,31,unique
33541,Cluster 33541,101,unique
33542,Cluster 33542,2,unique
33543,Cluster 33543,2,unique
33544,Cluster 33544,44,unique
33545,Cluster 33545,4,unique
33546,Cluster 33546,1,unique
33547,Cluster 33547,7,unique
33548,Cluster 33548,1219,accessory
33549,Cluster 33549,10,unique
33550,Cluster 33550,2,unique
33551,Cluster 33551,8,unique
33552,Cluster 33552,52,unique
33553,Cluster 33553,2,unique
33554,Cluster 33554,1,unique
33555,Cluster 33555,2,unique
33556,Cluster 33556,1,unique
33557,Cluster 33557,1,unique
33558,Cluster 33558,3,unique
33559,Cluster 33559,1,unique
33560,Cluster 33560,13,unique
33561,Cluster 33561,9,unique
33562,Cluster 33562,17,unique
33563,Cluster 33563,1,unique
33564,Cluster 33564,2,unique
33565,Cluster 33565,1,unique
33566,Cluster 33566,1,unique
33567,Cluster 33567,1,unique
33568,Cluster 33568,3,unique
33569,Cluster 33569,14,unique
33570,Cluster 33570,4,unique
33571,Cluster 33571,227,accessory
33572,Cluster 33572,1,unique
33573,Cluster 33573,14,unique
33574,Cluster 33574,1,unique
33575,Cluster 33575,1,unique
33576,Cluster 33576,1,unique
33577,Cluster 33577,1,unique
33578,Cluster 33578,2,unique
33579,Cluster 33579,2,unique
33580,Cluster 33580,5,unique
33581,Cluster 33581,136,accessory
33582,Cluster 33582,2,unique
33583,Cluster 33583,5,unique
33584,Cluster 33584,1,unique
33585,Cluster 33585,12,unique
33586,Cluster 33586,2,unique
33587,Cluster 33587,2,unique
33588,Cluster 33588,7,unique
33589,Cluster 33589,1,unique
33590,Cluster 33590,1,unique
33591,Cluster 33591,3,unique
33592,Cluster 33592,6,unique
33593,Cluster 33593,172,accessory
33594,Cluster 33594,6,unique
33595,Cluster 33595,2,unique
33596,Cluster 33596,3,unique
33597,Cluster 33597,45,unique
33598,Cluster 33598,19,unique
33599,Cluster 33599,1,unique
33600,Cluster 33600,1,unique
33601,Cluster 33601,8,unique
33602,Cluster 33602,4,unique
33603,Cluster 33603,4,unique
33604,Cluster 33604,2,unique
33605,Cluster 33605,2,unique
33606,Cluster 33606,16,unique
33607,Cluster 33607,53,unique
33608,Cluster 33608,1,unique
33609,Cluster 33609,52,unique
33610,Cluster 33610,7,unique
33611,Cluster 33611,12,unique
33612,Cluster 33612,10,unique
33613,Cluster 33613,2,unique
33614,Cluster 33614,6,unique
33615,Cluster 33615,2,unique
33616,Cluster 33616,3,unique
33617,Cluster 33617,98,unique
33618,Cluster 33618,3,unique
33619,Cluster 33619,2,unique
33620,Cluster 33620,4,unique
33621,Cluster 33621,2,unique
33622,Cluster 33622,5,unique
33623,Cluster 33623,7,unique
33624,Cluster 33624,2,unique
33625,Cluster 33625,2,unique
33626,Cluster 33626,90,unique
33627,Cluster 33627,1,unique
33628,Cluster 33628,2,unique
33629,Cluster 33629,3,unique
33630,Cluster 33630,2,unique
33631,Cluster 33631,28,unique
33632,Cluster 33632,1,unique
33633,Cluster 33633,29,unique
33634,Cluster 33634,6,unique
33635,Cluster 33635,423,accessory
33636,Cluster 33636,1,unique
33637,Cluster 33637,1,unique
33638,Cluster 33638,1,unique
33639,Cluster 33639,1,unique
33640,Cluster 33640,3,unique
33641,Cluster 33641,1,unique
33642,Cluster 33642,1,unique
33643,Cluster 33643,1,unique
33644,Cluster 33644,2,unique
33645,Cluster 33645,1,unique
33646,Cluster 33646,1,unique
33647,Cluster 33647,1,unique
33648,Cluster 33648,1,unique
33649,Cluster 33649,1,unique
33650,Cluster 33650,1,unique
33651,Cluster 33651,3,unique
33652,Cluster 33652,2,unique
33653,Cluster 33653,1,unique
33654,Cluster 33654,1,unique
33655,Cluster 33655,1,unique
33656,Cluster 33656,5,unique
33657,Cluster 33657,1,unique
33658,Cluster 33658,1,unique
33659,Cluster 33659,1,unique
33660,Cluster 33660,9,unique
33661,Cluster 33661,1,unique
33662,Cluster 33662,1,unique
33663,Cluster 33663,3,unique
33664,Cluster 33664,2,unique
33665,Cluster 33665,2,unique
33666,Cluster 33666,1,unique
33667,Cluster 33667,1,unique
33668,Cluster 33668,1,unique
33669,Cluster 33669,4,unique
33670,Cluster 33670,3,unique
33671,Cluster 33671,2,unique
33672,Cluster 33672,445,accessory
33673,Cluster 33673,1,unique
33674,Cluster 33674,6,unique
33675,Cluster 33675,2,unique
33676,Cluster 33676,1,unique
33677,Cluster 33677,1,unique
33678,Cluster 33678,1,unique
33679,Cluster 33679,1,unique
33680,Cluster 33680,1,unique
33681,Cluster 33681,89,unique
33682,Cluster 33682,73,unique
33683,Cluster 33683,2,unique
33684,Cluster 33684,80,unique
33685,Cluster 33685,3,unique
33686,Cluster 33686,1,unique
33687,Cluster 33687,5,unique
33688,Cluster 33688,22,unique
33689,Cluster 33689,1,unique
33690,Cluster 33690,3,unique
33691,Cluster 33691,1,unique
33692,Cluster 33692,3,unique
33693,Cluster 33693,4,unique
33694,Cluster 33694,7,unique
33695,Cluster 33695,5,unique
33696,Cluster 33696,4,unique
33697,Cluster 33697,81,unique
33698,Cluster 33698,1,unique
33699,Cluster 33699,1,unique
33700,Cluster 33700,1,unique
33701,Cluster 33701,2,unique
33702,Cluster 33702,1,unique
33703,Cluster 33703,4,unique
33704,Cluster 33704,11,unique
33705,Cluster 33705,1,unique
33706,Cluster 33706,3,unique
33707,Cluster 33707,1,unique
33708,Cluster 33708,1,unique
33709,Cluster 33709,4,unique
33710,Cluster 33710,496,accessory
33711,Cluster 33711,1,unique
33712,Cluster 33712,1,unique
33713,Cluster 33713,1,unique
33714,Cluster 33714,1,unique
33715,Cluster 33715,1,unique
33716,Cluster 33716,1,unique
33717,Cluster 33717,1,unique
33718,Cluster 33718,1,unique
33719,Cluster 33719,1,unique
33720,Cluster 33720,1,unique
33721,Cluster 33721,2,unique
33722,Cluster 33722,1,unique
33723,Cluster 33723,1,unique
33724,Cluster 33724,1309,core
33725,Cluster 33725,1327,core
33726,Cluster 33726,1318,core
33727,Cluster 33727,1321,core
33728,Cluster 33728,2,unique
33729,Cluster 33729,33,unique
33730,Cluster 33730,1322,core
33731,Cluster 33731,823,accessory
33732,Cluster 33732,267,accessory
33733,Cluster 33733,95,unique
33734,Cluster 33734,3,unique
33735,Cluster 33735,13,unique
33736,Cluster 33736,4,unique
33737,Cluster 33737,4,unique
33738,Cluster 33738,13,unique
33739,Cluster 33739,1295,accessory
33740,Cluster 33740,59,unique
33741,Cluster 33741,2,unique
33742,Cluster 33742,307,accessory
33743,Cluster 33743,157,accessory
33744,Cluster 33744,1,unique
33745,Cluster 33745,21,unique
33746,Cluster 33746,175,accessory
33747,Cluster 33747,1320,core
33748,Cluster 33748,5,unique
33749,Cluster 33749,8,unique
33750,Cluster 33750,3,unique
33751,Cluster 33751,1,unique
33752,Cluster 33752,3,unique
33753,Cluster 33753,54,unique
33754,Cluster 33754,9,unique
33755,Cluster 33755,18,unique
33756,Cluster 33756,4,unique
33757,Cluster 33757,2,unique
33758,Cluster 33758,4,unique
33759,Cluster 33759,2,unique
33760,Cluster 33760,2,unique
33761,Cluster 33761,165,accessory
33762,Cluster 33762,1,unique
33763,Cluster 33763,24,unique
33764,Cluster 33764,383,accessory
33765,Cluster 33765,561,accessory
33766,Cluster 33766,21,unique
33767,Cluster 33767,14,unique
33768,Cluster 33768,14,unique
33769,Cluster 33769,9,unique
33770,Cluster 33770,1,unique
33771,Cluster 33771,1,unique
33772,Cluster 33772,199,accessory
33773,Cluster 33773,1,unique
33774,Cluster 33774,1,unique
33775,Cluster 33775,1,unique
33776,Cluster 33776,1,unique
33777,Cluster 33777,2,unique
33778,Cluster 33778,1,unique
33779,Cluster 33779,6,unique
33780,Cluster 33780,297,accessory
33781,Cluster 33781,3,unique
33782,Cluster 33782,35,unique
33783,Cluster 33783,15,unique
33784,Cluster 33784,1,unique
33785,Cluster 33785,41,unique
33786,Cluster 33786,1,unique
33787,Cluster 33787,4,unique
33788,Cluster 33788,4,unique
33789,Cluster 33789,4,unique
33790,Cluster 33790,1,unique
33791,Cluster 33791,4,unique
33792,Cluster 33792,2,unique
33793,Cluster 33793,3,unique
33794,Cluster 33794,1,unique
33795,Cluster 33795,13,unique
33796,Cluster 33796,1,unique
33797,Cluster 33797,3,unique
33798,Cluster 33798,1,unique
33799,Cluster 33799,2,unique
33800,Cluster 33800,2,unique
33801,Cluster 33801,1,unique
33802,Cluster 33802,5,unique
33803,Cluster 33803,1,unique
33804,Cluster 33804,2,unique
33805,Cluster 33805,1,unique
33806,Cluster 33806,3,unique
33807,Cluster 33807,1,unique
33808,Cluster 33808,2,unique
33809,Cluster 33809,3,unique
33810,Cluster 33810,2,unique
33811,Cluster 33811,6,unique
33812,Cluster 33812,23,unique
33813,Cluster 33813,48,unique
33814,Cluster 33814,11,unique
33815,Cluster 33815,41,unique
33816,Cluster 33816,13,unique
33817,Cluster 33817,1,unique
33818,Cluster 33818,2,unique
33819,Cluster 33819,7,unique
33820,Cluster 33820,1,unique
33821,Cluster 33821,4,unique
33822,Cluster 33822,3,unique
33823,Cluster 33823,104,accessory
33824,Cluster 33824,2,unique
33825,Cluster 33825,1315,core
33826,Cluster 33826,2,unique
33827,Cluster 33827,30,unique
33828,Cluster 33828,2,unique
33829,Cluster 33829,6,unique
33830,Cluster 33830,98,unique
33831,Cluster 33831,111,accessory
33832,Cluster 33832,2,unique
33833,Cluster 33833,97,unique
33834,Cluster 33834,7,unique
33835,Cluster 33835,6,unique
33836,Cluster 33836,10,unique
33837,Cluster 33837,2,unique
33838,Cluster 33838,2,unique
33839,Cluster 33839,97,unique
33840,Cluster 33840,4,unique
33841,Cluster 33841,13,unique
33842,Cluster 33842,1,unique
33843,Cluster 33843,3,unique
33844,Cluster 33844,9,unique
33845,Cluster 33845,3,unique
33846,Cluster 33846,3,unique
33847,Cluster 33847,2,unique
33848,Cluster 33848,3,unique
33849,Cluster 33849,2,unique
33850,Cluster 33850,6,unique
33851,Cluster 33851,2,unique
33852,Cluster 33852,2,unique
33853,Cluster 33853,2,unique
33854,Cluster 33854,3,unique
33855,Cluster 33855,1,unique
33856,Cluster 33856,8,unique
33857,Cluster 33857,1,unique
33858,Cluster 33858,7,unique
33859,Cluster 33859,6,unique
33860,Cluster 33860,2,unique
33861,Cluster 33861,1,unique
33862,Cluster 33862,7,unique
33863,Cluster 33863,1,unique
33864,Cluster 33864,1,unique
33865,Cluster 33865,3,unique
33866,Cluster 33866,1,unique
33867,Cluster 33867,1,unique
33868,Cluster 33868,1,unique
33869,Cluster 33869,1,unique
33870,Cluster 33870,9,unique
33871,Cluster 33871,1,unique
33872,Cluster 33872,8,unique
33873,Cluster 33873,1,unique
33874,Cluster 33874,1,unique
33875,Cluster 33875,3,unique
33876,Cluster 33876,2,unique
33877,Cluster 33877,1,unique
33878,Cluster 33878,1,unique
33879,Cluster 33879,1,unique
33880,Cluster 33880,1,unique
33881,Cluster 33881,2,unique
33882,Cluster 33882,2,unique
33883,Cluster 33883,1,unique
33884,Cluster 33884,1,unique
33885,Cluster 33885,3,unique
33886,Cluster 33886,1,unique
33887,Cluster 33887,1,unique
33888,Cluster 33888,6,unique
33889,Cluster 33889,1,unique
33890,Cluster 33890,2,unique
33891,Cluster 33891,1,unique
33892,Cluster 33892,1,unique
33893,Cluster 33893,2,unique
33894,Cluster 33894,1,unique
33895,Cluster 33895,1,unique
33896,Cluster 33896,78,unique
33897,Cluster 33897,3,unique
33898,Cluster 33898,1,unique
33899,Cluster 33899,1,unique
33900,Cluster 33900,1,unique
33901,Cluster 33901,1,unique
33902,Cluster 33902,1,unique
33903,Cluster 33903,2,unique
33904,Cluster 33904,125,accessory
33905,Cluster 33905,46,unique
33906,Cluster 33906,4,unique
33907,Cluster 33907,39,unique
33908,Cluster 33908,31,unique
33909,Cluster 33909,1,unique
33910,Cluster 33910,357,accessory
33911,Cluster 33911,19,unique
33912,Cluster 33912,1,unique
33913,Cluster 33913,1,unique
33914,Cluster 33914,1,unique
33915,Cluster 33915,2,unique
33916,Cluster 33916,17,unique
33917,Cluster 33917,35,unique
33918,Cluster 33918,37,unique
33919,Cluster 33919,256,accessory
33920,Cluster 33920,3,unique
33921,Cluster 33921,73,unique
33922,Cluster 33922,8,unique
33923,Cluster 33923,6,unique
33924,Cluster 33924,3,unique
33925,Cluster 33925,2,unique
33926,Cluster 33926,3,unique
33927,Cluster 33927,2,unique
33928,Cluster 33928,10,unique
33929,Cluster 33929,15,unique
33930,Cluster 33930,7,unique
33931,Cluster 33931,6,unique
33932,Cluster 33932,2,unique
33933,Cluster 33933,3,unique
33934,Cluster 33934,1,unique
33935,Cluster 33935,1,unique
33936,Cluster 33936,2,unique
33937,Cluster 33937,1,unique
33938,Cluster 33938,1,unique
33939,Cluster 33939,1,unique
33940,Cluster 33940,1,unique
33941,Cluster 33941,1,unique
33942,Cluster 33942,1,unique
33943,Cluster 33943,3,unique
33944,Cluster 33944,2,unique
33945,Cluster 33945,1,unique
33946,Cluster 33946,1,unique
33947,Cluster 33947,1,unique
33948,Cluster 33948,2,unique
33949,Cluster 33949,1318,core
33950,Cluster 33950,1299,core
33951,Cluster 33951,62,unique
33952,Cluster 33952,49,unique
33953,Cluster 33953,1327,core
33954,Cluster 33954,23,unique
33955,Cluster 33955,224,accessory
33956,Cluster 33956,16,unique
33957,Cluster 33957,1323,core
33958,Cluster 33958,3,unique
33959,Cluster 33959,1,unique
33960,Cluster 33960,1,unique
33961,Cluster 33961,13,unique
33962,Cluster 33962,123,accessory
33963,Cluster 33963,2,unique
33964,Cluster 33964,1,unique
33965,Cluster 33965,50,unique
33966,Cluster 33966,28,unique
33967,Cluster 33967,38,unique
33968,Cluster 33968,1,unique
33969,Cluster 33969,11,unique
33970,Cluster 33970,541,accessory
33971,Cluster 33971,22,unique
33972,Cluster 33972,2,unique
33973,Cluster 33973,1,unique
33974,Cluster 33974,29,unique
33975,Cluster 33975,12,unique
33976,Cluster 33976,1,unique
33977,Cluster 33977,14,unique
33978,Cluster 33978,1,unique
33979,Cluster 33979,1,unique
33980,Cluster 33980,1,unique
33981,Cluster 33981,9,unique
33982,Cluster 33982,1,unique
33983,Cluster 33983,1,unique
33984,Cluster 33984,3,unique
33985,Cluster 33985,272,accessory
33986,Cluster 33986,20,unique
33987,Cluster 33987,3,unique
33988,Cluster 33988,4,unique
33989,Cluster 33989,1,unique
33990,Cluster 33990,6,unique
33991,Cluster 33991,1,unique
33992,Cluster 33992,1,unique
33993,Cluster 33993,1,unique
33994,Cluster 33994,104,accessory
33995,Cluster 33995,1,unique
33996,Cluster 33996,8,unique
33997,Cluster 33997,1,unique
33998,Cluster 33998,1,unique
33999,Cluster 33999,1,unique
34000,Cluster 34000,3,unique
34001,Cluster 34001,88,unique
34002,Cluster 34002,20,unique
34003,Cluster 34003,17,unique
34004,Cluster 34004,2,unique
34005,Cluster 34005,4,unique
34006,Cluster 34006,1,unique
34007,Cluster 34007,1,unique
34008,Cluster 34008,2,unique
34009,Cluster 34009,106,accessory
34010,Cluster 34010,1,unique
34011,Cluster 34011,1,unique
34012,Cluster 34012,1,unique
34013,Cluster 34013,2,unique
34014,Cluster 34014,1,unique
34015,Cluster 34015,4,unique
34016,Cluster 34016,2,unique
34017,Cluster 34017,41,unique
34018,Cluster 34018,22,unique
34019,Cluster 34019,598,accessory
34020,Cluster 34020,30,unique
34021,Cluster 34021,2,unique
34022,Cluster 34022,1,unique
34023,Cluster 34023,6,unique
34024,Cluster 34024,36,unique
34025,Cluster 34025,1,unique
34026,Cluster 34026,2,unique
34027,Cluster 34027,5,unique
34028,Cluster 34028,104,accessory
34029,Cluster 34029,2,unique
34030,Cluster 34030,31,unique
34031,Cluster 34031,4,unique
34032,Cluster 34032,87,unique
34033,Cluster 34033,2,unique
34034,Cluster 34034,2,unique
34035,Cluster 34035,1,unique
34036,Cluster 34036,3,unique
34037,Cluster 34037,2,unique
34038,Cluster 34038,1,unique
34039,Cluster 34039,15,unique
34040,Cluster 34040,1,unique
34041,Cluster 34041,2,unique
34042,Cluster 34042,2,unique
34043,Cluster 34043,17,unique
34044,Cluster 34044,1,unique
34045,Cluster 34045,2,unique
34046,Cluster 34046,2,unique
34047,Cluster 34047,2,unique
34048,Cluster 34048,2,unique
34049,Cluster 34049,2,unique
34050,Cluster 34050,3,unique
34051,Cluster 34051,16,unique
34052,Cluster 34052,1,unique
34053,Cluster 34053,6,unique
34054,Cluster 34054,15,unique
34055,Cluster 34055,15,unique
34056,Cluster 34056,1,unique
34057,Cluster 34057,1,unique
34058,Cluster 34058,1,unique
34059,Cluster 34059,1,unique
34060,Cluster 34060,1,unique
34061,Cluster 34061,1,unique
34062,Cluster 34062,1,unique
34063,Cluster 34063,1,unique
34064,Cluster 34064,2,unique
34065,Cluster 34065,1,unique
34066,Cluster 34066,3,unique
34067,Cluster 34067,1,unique
34068,Cluster 34068,2,unique
34069,Cluster 34069,1,unique
34070,Cluster 34070,1,unique
34071,Cluster 34071,3,unique
34072,Cluster 34072,1,unique
34073,Cluster 34073,1,unique
34074,Cluster 34074,90,unique
34075,Cluster 34075,1,unique
34076,Cluster 34076,7,unique
34077,Cluster 34077,3,unique
34078,Cluster 34078,1,unique
34079,Cluster 34079,5,unique
34080,Cluster 34080,1,unique
34081,Cluster 34081,1,unique
34082,Cluster 34082,1,unique
34083,Cluster 34083,2,unique
34084,Cluster 34084,6,unique
34085,Cluster 34085,4,unique
34086,Cluster 34086,10,unique
34087,Cluster 34087,2,unique
34088,Cluster 34088,5,unique
34089,Cluster 34089,1,unique
34090,Cluster 34090,1,unique
34091,Cluster 34091,1,unique
34092,Cluster 34092,4,unique
34093,Cluster 34093,1,unique
34094,Cluster 34094,8,unique
34095,Cluster 34095,24,unique
34096,Cluster 34096,2,unique
34097,Cluster 34097,2,unique
34098,Cluster 34098,1,unique
34099,Cluster 34099,1,unique
34100,Cluster 34100,1,unique
34101,Cluster 34101,2,unique
34102,Cluster 34102,2,unique
34103,Cluster 34103,1,unique
34104,Cluster 34104,17,unique
34105,Cluster 34105,1,unique
34106,Cluster 34106,1,unique
34107,Cluster 34107,1,unique
34108,Cluster 34108,1,unique
34109,Cluster 34109,27,unique
34110,Cluster 34110,12,unique
34111,Cluster 34111,1,unique
34112,Cluster 34112,5,unique
34113,Cluster 34113,1,unique
34114,Cluster 34114,1,unique
34115,Cluster 34115,1,unique
34116,Cluster 34116,2,unique
34117,Cluster 34117,1,unique
34118,Cluster 34118,1,unique
34119,Cluster 34119,1,unique
34120,Cluster 34120,1,unique
34121,Cluster 34121,1,unique
34122,Cluster 34122,1,unique
34123,Cluster 34123,92,unique
34124,Cluster 34124,1,unique
34125,Cluster 34125,1,unique
34126,Cluster 34126,28,unique
34127,Cluster 34127,1327,core
34128,Cluster 34128,102,unique
34129,Cluster 34129,69,unique
34130,Cluster 34130,111,accessory
34131,Cluster 34131,12,unique
34132,Cluster 34132,1,unique
34133,Cluster 34133,1,unique
34134,Cluster 34134,1,unique
34135,Cluster 34135,1,unique
34136,Cluster 34136,1,unique
34137,Cluster 34137,21,unique
34138,Cluster 34138,30,unique
34139,Cluster 34139,9,unique
34140,Cluster 34140,1,unique
34141,Cluster 34141,7,unique
34142,Cluster 34142,241,accessory
34143,Cluster 34143,27,unique
34144,Cluster 34144,3,unique
34145,Cluster 34145,3,unique
34146,Cluster 34146,3,unique
34147,Cluster 34147,1,unique
34148,Cluster 34148,29,unique
34149,Cluster 34149,3,unique
34150,Cluster 34150,19,unique
34151,Cluster 34151,1,unique
34152,Cluster 34152,1,unique
34153,Cluster 34153,1,unique
34154,Cluster 34154,1,unique
34155,Cluster 34155,1,unique
34156,Cluster 34156,140,accessory
34157,Cluster 34157,1,unique
34158,Cluster 34158,13,unique
34159,Cluster 34159,1,unique
34160,Cluster 34160,1,unique
34161,Cluster 34161,1,unique
34162,Cluster 34162,4,unique
34163,Cluster 34163,3,unique
34164,Cluster 34164,3,unique
34165,Cluster 34165,7,unique
34166,Cluster 34166,1,unique
34167,Cluster 34167,173,accessory
34168,Cluster 34168,26,unique
34169,Cluster 34169,1,unique
34170,Cluster 34170,1,unique
34171,Cluster 34171,9,unique
34172,Cluster 34172,2,unique
34173,Cluster 34173,14,unique
34174,Cluster 34174,3,unique
34175,Cluster 34175,3,unique
34176,Cluster 34176,18,unique
34177,Cluster 34177,3,unique
34178,Cluster 34178,1,unique
34179,Cluster 34179,1,unique
34180,Cluster 34180,1,unique
34181,Cluster 34181,1,unique
34182,Cluster 34182,2,unique
34183,Cluster 34183,39,unique
34184,Cluster 34184,9,unique
34185,Cluster 34185,28,unique
34186,Cluster 34186,130,accessory
34187,Cluster 34187,2,unique
34188,Cluster 34188,2,unique
34189,Cluster 34189,1,unique
34190,Cluster 34190,3,unique
34191,Cluster 34191,3,unique
34192,Cluster 34192,2,unique
34193,Cluster 34193,1,unique
34194,Cluster 34194,1,unique
34195,Cluster 34195,1,unique
34196,Cluster 34196,1,unique
34197,Cluster 34197,9,unique
34198,Cluster 34198,8,unique
34199,Cluster 34199,32,unique
34200,Cluster 34200,63,unique
34201,Cluster 34201,16,unique
34202,Cluster 34202,1,unique
34203,Cluster 34203,7,unique
34204,Cluster 34204,8,unique
34205,Cluster 34205,2,unique
34206,Cluster 34206,11,unique
34207,Cluster 34207,6,unique
34208,Cluster 34208,1,unique
34209,Cluster 34209,2,unique
34210,Cluster 34210,1,unique
34211,Cluster 34211,2,unique
34212,Cluster 34212,138,accessory
34213,Cluster 34213,2,unique
34214,Cluster 34214,2,unique
34215,Cluster 34215,4,unique
34216,Cluster 34216,9,unique
34217,Cluster 34217,2,unique
34218,Cluster 34218,11,unique
34219,Cluster 34219,4,unique
34220,Cluster 34220,1,unique
34221,Cluster 34221,5,unique
34222,Cluster 34222,5,unique
34223,Cluster 34223,17,unique
34224,Cluster 34224,1,unique
34225,Cluster 34225,1,unique
34226,Cluster 34226,8,unique
34227,Cluster 34227,1327,core
34228,Cluster 34228,4,unique
34229,Cluster 34229,1,unique
34230,Cluster 34230,1,unique
34231,Cluster 34231,3,unique
34232,Cluster 34232,1,unique
34233,Cluster 34233,2,unique
34234,Cluster 34234,4,unique
34235,Cluster 34235,2,unique
34236,Cluster 34236,1,unique
34237,Cluster 34237,7,unique
34238,Cluster 34238,3,unique
34239,Cluster 34239,3,unique
34240,Cluster 34240,86,unique
34241,Cluster 34241,5,unique
34242,Cluster 34242,2,unique
34243,Cluster 34243,2,unique
34244,Cluster 34244,1,unique
34245,Cluster 34245,1,unique
34246,Cluster 34246,1,unique
34247,Cluster 34247,2,unique
34248,Cluster 34248,1,unique
34249,Cluster 34249,1,unique
34250,Cluster 34250,1,unique
34251,Cluster 34251,2,unique
34252,Cluster 34252,3,unique
34253,Cluster 34253,10,unique
34254,Cluster 34254,1,unique
34255,Cluster 34255,1,unique
34256,Cluster 34256,1,unique
34257,Cluster 34257,5,unique
34258,Cluster 34258,1,unique
34259,Cluster 34259,1,unique
34260,Cluster 34260,10,unique
34261,Cluster 34261,2,unique
34262,Cluster 34262,1,unique
34263,Cluster 34263,1,unique
34264,Cluster 34264,1,unique
34265,Cluster 34265,1,unique
34266,Cluster 34266,3,unique
34267,Cluster 34267,1,unique
34268,Cluster 34268,1,unique
34269,Cluster 34269,5,unique
34270,Cluster 34270,3,unique
34271,Cluster 34271,1,unique
34272,Cluster 34272,1,unique
34273,Cluster 34273,4,unique
34274,Cluster 34274,548,accessory
34275,Cluster 34275,1,unique
34276,Cluster 34276,1,unique
34277,Cluster 34277,2,unique
34278,Cluster 34278,2,unique
34279,Cluster 34279,1,unique
34280,Cluster 34280,3,unique
34281,Cluster 34281,1,unique
34282,Cluster 34282,2,unique
34283,Cluster 34283,8,unique
34284,Cluster 34284,2,unique
34285,Cluster 34285,2,unique
34286,Cluster 34286,3,unique
34287,Cluster 34287,2,unique
34288,Cluster 34288,2,unique
34289,Cluster 34289,1,unique
34290,Cluster 34290,114,accessory
34291,Cluster 34291,1,unique
34292,Cluster 34292,1,unique
34293,Cluster 34293,1,unique
34294,Cluster 34294,3,unique
34295,Cluster 34295,1,unique
34296,Cluster 34296,1,unique
34297,Cluster 34297,1,unique
34298,Cluster 34298,5,unique
34299,Cluster 34299,3,unique
34300,Cluster 34300,1,unique
34301,Cluster 34301,2,unique
34302,Cluster 34302,3,unique
34303,Cluster 34303,1,unique
34304,Cluster 34304,1,unique
34305,Cluster 34305,1,unique
34306,Cluster 34306,1,unique
34307,Cluster 34307,1,unique
34308,Cluster 34308,1,unique
34309,Cluster 34309,1,unique
34310,Cluster 34310,1,unique
34311,Cluster 34311,3,unique
34312,Cluster 34312,2,unique
34313,Cluster 34313,1,unique
34314,Cluster 34314,27,unique
34315,Cluster 34315,1323,core
34316,Cluster 34316,1327,core
34317,Cluster 34317,91,unique
34318,Cluster 34318,1324,core
34319,Cluster 34319,6,unique
34320,Cluster 34320,1320,core
34321,Cluster 34321,784,accessory
34322,Cluster 34322,538,accessory
34323,Cluster 34323,350,accessory
34324,Cluster 34324,1,unique
34325,Cluster 34325,26,unique
34326,Cluster 34326,1,unique
34327,Cluster 34327,124,accessory
34328,Cluster 34328,62,unique
34329,Cluster 34329,2,unique
34330,Cluster 34330,392,accessory
34331,Cluster 34331,206,accessory
34332,Cluster 34332,42,unique
34333,Cluster 34333,41,unique
34334,Cluster 34334,1,unique
34335,Cluster 34335,4,unique
34336,Cluster 34336,224,accessory
34337,Cluster 34337,5,unique
34338,Cluster 34338,4,unique
34339,Cluster 34339,1,unique
34340,Cluster 34340,27,unique
34341,Cluster 34341,35,unique
34342,Cluster 34342,79,unique
34343,Cluster 34343,9,unique
34344,Cluster 34344,72,unique
