, ,Number of genomes
24775,Cluster 24775,1
24776,Cluster 24776,3
24777,Cluster 24777,2
24778,Cluster 24778,2
24779,Cluster 24779,4
24780,Cluster 24780,1
24781,Cluster 24781,1
24782,Cluster 24782,6
24783,Cluster 24783,1
24784,Cluster 24784,1
24785,Cluster 24785,1
24786,Cluster 24786,1
24787,Cluster 24787,1
24788,Cluster 24788,1
24789,Cluster 24789,51
24790,Cluster 24790,1326
24791,Cluster 24791,3
24792,Cluster 24792,3
24793,Cluster 24793,431
24794,Cluster 24794,1325
24795,Cluster 24795,2
24796,Cluster 24796,185
24797,Cluster 24797,3
24798,Cluster 24798,110
24799,Cluster 24799,39
24800,Cluster 24800,2
24801,Cluster 24801,83
24802,Cluster 24802,99
24803,Cluster 24803,86
24804,Cluster 24804,734
24805,Cluster 24805,11
24806,Cluster 24806,47
24807,Cluster 24807,1
24808,Cluster 24808,1
24809,Cluster 24809,6
24810,Cluster 24810,1
24811,Cluster 24811,396
24812,Cluster 24812,32
24813,Cluster 24813,1099
24814,Cluster 24814,4
24815,Cluster 24815,1323
24816,Cluster 24816,4
24817,Cluster 24817,4
24818,Cluster 24818,4
24819,Cluster 24819,7
24820,Cluster 24820,1
24821,Cluster 24821,1
24822,Cluster 24822,1
24823,Cluster 24823,303
24824,Cluster 24824,2
24825,Cluster 24825,1
24826,Cluster 24826,3
24827,Cluster 24827,1
24828,Cluster 24828,3
24829,Cluster 24829,5
24830,Cluster 24830,1
24831,Cluster 24831,2
24832,Cluster 24832,2
24833,Cluster 24833,1
24834,Cluster 24834,1
24835,Cluster 24835,28
24836,Cluster 24836,1
24837,Cluster 24837,1
24838,Cluster 24838,3
24839,Cluster 24839,119
24840,Cluster 24840,1
24841,Cluster 24841,2
24842,Cluster 24842,90
24843,Cluster 24843,7
24844,Cluster 24844,7
24845,Cluster 24845,5
24846,Cluster 24846,1
24847,Cluster 24847,1
24848,Cluster 24848,259
24849,Cluster 24849,2
24850,Cluster 24850,2
24851,Cluster 24851,13
24852,Cluster 24852,3
24853,Cluster 24853,2
24854,Cluster 24854,2
24855,Cluster 24855,1
24856,Cluster 24856,1
24857,Cluster 24857,2
24858,Cluster 24858,33
24859,Cluster 24859,2
24860,Cluster 24860,2
24861,Cluster 24861,2
24862,Cluster 24862,2
24863,Cluster 24863,8
24864,Cluster 24864,5
24865,Cluster 24865,1
24866,Cluster 24866,3
24867,Cluster 24867,413
24868,Cluster 24868,1
24869,Cluster 24869,1
24870,Cluster 24870,1
24871,Cluster 24871,1
24872,Cluster 24872,1
24873,Cluster 24873,1
24874,Cluster 24874,1
24875,Cluster 24875,1
24876,Cluster 24876,10
24877,Cluster 24877,5
24878,Cluster 24878,1
24879,Cluster 24879,4
24880,Cluster 24880,4
24881,Cluster 24881,3
24882,Cluster 24882,2
24883,Cluster 24883,1
24884,Cluster 24884,1
24885,Cluster 24885,1
24886,Cluster 24886,4
24887,Cluster 24887,2
24888,Cluster 24888,1
24889,Cluster 24889,2
24890,Cluster 24890,1
24891,Cluster 24891,2
24892,Cluster 24892,2
24893,Cluster 24893,4
24894,Cluster 24894,15
24895,Cluster 24895,2
24896,Cluster 24896,90
24897,Cluster 24897,7
24898,Cluster 24898,1
24899,Cluster 24899,2
24900,Cluster 24900,11
24901,Cluster 24901,1
24902,Cluster 24902,1
24903,Cluster 24903,2
24904,Cluster 24904,559
24905,Cluster 24905,1323
24906,Cluster 24906,1322
24907,Cluster 24907,1
24908,Cluster 24908,1317
24909,Cluster 24909,295
24910,Cluster 24910,109
24911,Cluster 24911,5
24912,Cluster 24912,1
24913,Cluster 24913,372
24914,Cluster 24914,3
24915,Cluster 24915,1
24916,Cluster 24916,1
24917,Cluster 24917,327
24918,Cluster 24918,48
24919,Cluster 24919,184
24920,Cluster 24920,43
24921,Cluster 24921,11
24922,Cluster 24922,1
24923,Cluster 24923,1
24924,Cluster 24924,1
24925,Cluster 24925,1
24926,Cluster 24926,322
24927,Cluster 24927,1
24928,Cluster 24928,12
24929,Cluster 24929,1
24930,Cluster 24930,1
24931,Cluster 24931,4
24932,Cluster 24932,4
24933,Cluster 24933,4
24934,Cluster 24934,4
24935,Cluster 24935,1
24936,Cluster 24936,4
24937,Cluster 24937,1
24938,Cluster 24938,1
24939,Cluster 24939,7
24940,Cluster 24940,13
24941,Cluster 24941,13
24942,Cluster 24942,1
24943,Cluster 24943,1
24944,Cluster 24944,1
24945,Cluster 24945,3
24946,Cluster 24946,3
24947,Cluster 24947,1323
24948,Cluster 24948,1321
24949,Cluster 24949,3
24950,Cluster 24950,3
24951,Cluster 24951,1
24952,Cluster 24952,127
24953,Cluster 24953,1
24954,Cluster 24954,139
24955,Cluster 24955,288
24956,Cluster 24956,17
24957,Cluster 24957,2
24958,Cluster 24958,11
24959,Cluster 24959,9
24960,Cluster 24960,8
24961,Cluster 24961,5
24962,Cluster 24962,2
24963,Cluster 24963,2
24964,Cluster 24964,11
24965,Cluster 24965,2
24966,Cluster 24966,85
24967,Cluster 24967,134
24968,Cluster 24968,90
24969,Cluster 24969,2
24970,Cluster 24970,4
24971,Cluster 24971,2
24972,Cluster 24972,1
24973,Cluster 24973,8
24974,Cluster 24974,1
24975,Cluster 24975,1
24976,Cluster 24976,89
24977,Cluster 24977,1
24978,Cluster 24978,2
24979,Cluster 24979,1
24980,Cluster 24980,2
24981,Cluster 24981,2
24982,Cluster 24982,1
24983,Cluster 24983,4
24984,Cluster 24984,2
24985,Cluster 24985,1
24986,Cluster 24986,1
24987,Cluster 24987,2
24988,Cluster 24988,2
24989,Cluster 24989,7
24990,Cluster 24990,1
24991,Cluster 24991,1
24992,Cluster 24992,2
24993,Cluster 24993,2
24994,Cluster 24994,2
24995,Cluster 24995,1
24996,Cluster 24996,2
24997,Cluster 24997,2
24998,Cluster 24998,1
24999,Cluster 24999,6
25000,Cluster 25000,1
25001,Cluster 25001,2
25002,Cluster 25002,1
25003,Cluster 25003,2
25004,Cluster 25004,2
25005,Cluster 25005,4
25006,Cluster 25006,2
25007,Cluster 25007,1
25008,Cluster 25008,4
25009,Cluster 25009,3
25010,Cluster 25010,2
25011,Cluster 25011,26
25012,Cluster 25012,2
25013,Cluster 25013,3
25014,Cluster 25014,5
25015,Cluster 25015,3
25016,Cluster 25016,234
25017,Cluster 25017,1
25018,Cluster 25018,1
25019,Cluster 25019,1
25020,Cluster 25020,757
25021,Cluster 25021,4
25022,Cluster 25022,1316
25023,Cluster 25023,1319
25024,Cluster 25024,1323
25025,Cluster 25025,1157
25026,Cluster 25026,293
25027,Cluster 25027,1321
25028,Cluster 25028,1
25029,Cluster 25029,46
25030,Cluster 25030,12
25031,Cluster 25031,2
25032,Cluster 25032,58
25033,Cluster 25033,32
25034,Cluster 25034,48
25035,Cluster 25035,1
25036,Cluster 25036,4
25037,Cluster 25037,1
25038,Cluster 25038,85
25039,Cluster 25039,9
25040,Cluster 25040,6
25041,Cluster 25041,18
25042,Cluster 25042,1327
25043,Cluster 25043,1
25044,Cluster 25044,1
25045,Cluster 25045,1
25046,Cluster 25046,1
25047,Cluster 25047,1316
25048,Cluster 25048,4
25049,Cluster 25049,4
25050,Cluster 25050,4
25051,Cluster 25051,1
25052,Cluster 25052,1
25053,Cluster 25053,1
25054,Cluster 25054,8
25055,Cluster 25055,1
25056,Cluster 25056,40
25057,Cluster 25057,3
25058,Cluster 25058,263
25059,Cluster 25059,3
25060,Cluster 25060,1
25061,Cluster 25061,21
25062,Cluster 25062,3
25063,Cluster 25063,423
25064,Cluster 25064,1
25065,Cluster 25065,1
25066,Cluster 25066,2
25067,Cluster 25067,2
25068,Cluster 25068,1
25069,Cluster 25069,1
25070,Cluster 25070,9
25071,Cluster 25071,24
25072,Cluster 25072,1
25073,Cluster 25073,1
25074,Cluster 25074,2
25075,Cluster 25075,3
25076,Cluster 25076,3
25077,Cluster 25077,1
25078,Cluster 25078,19
25079,Cluster 25079,2
25080,Cluster 25080,1
25081,Cluster 25081,1327
25082,Cluster 25082,168
25083,Cluster 25083,1
25084,Cluster 25084,2
25085,Cluster 25085,33
25086,Cluster 25086,2
25087,Cluster 25087,7
25088,Cluster 25088,1
25089,Cluster 25089,13
25090,Cluster 25090,3
25091,Cluster 25091,9
25092,Cluster 25092,18
25093,Cluster 25093,2
25094,Cluster 25094,45
25095,Cluster 25095,9
25096,Cluster 25096,8
25097,Cluster 25097,101
25098,Cluster 25098,170
25099,Cluster 25099,2
25100,Cluster 25100,84
25101,Cluster 25101,4
25102,Cluster 25102,5
25103,Cluster 25103,2
25104,Cluster 25104,2
25105,Cluster 25105,2
25106,Cluster 25106,2
25107,Cluster 25107,4
25108,Cluster 25108,92
25109,Cluster 25109,33
25110,Cluster 25110,1
25111,Cluster 25111,2
25112,Cluster 25112,3
25113,Cluster 25113,15
25114,Cluster 25114,1
25115,Cluster 25115,1
25116,Cluster 25116,4
25117,Cluster 25117,1
25118,Cluster 25118,336
25119,Cluster 25119,2
25120,Cluster 25120,1
25121,Cluster 25121,12
25122,Cluster 25122,1
25123,Cluster 25123,65
25124,Cluster 25124,1
25125,Cluster 25125,1
25126,Cluster 25126,5
25127,Cluster 25127,142
25128,Cluster 25128,46
25129,Cluster 25129,10
25130,Cluster 25130,2
25131,Cluster 25131,24
25132,Cluster 25132,2
25133,Cluster 25133,1
25134,Cluster 25134,13
25135,Cluster 25135,16
25136,Cluster 25136,2
25137,Cluster 25137,1
25138,Cluster 25138,1
25139,Cluster 25139,12
25140,Cluster 25140,5
25141,Cluster 25141,1
25142,Cluster 25142,1
25143,Cluster 25143,1
25144,Cluster 25144,1
25145,Cluster 25145,55
25146,Cluster 25146,1
25147,Cluster 25147,24
25148,Cluster 25148,4
25149,Cluster 25149,1
25150,Cluster 25150,2
25151,Cluster 25151,1
25152,Cluster 25152,1
25153,Cluster 25153,1
25154,Cluster 25154,2
25155,Cluster 25155,1
25156,Cluster 25156,1327
25157,Cluster 25157,1327
25158,Cluster 25158,1325
25159,Cluster 25159,3
25160,Cluster 25160,1
25161,Cluster 25161,1
25162,Cluster 25162,44
25163,Cluster 25163,13
25164,Cluster 25164,1
25165,Cluster 25165,165
25166,Cluster 25166,2
25167,Cluster 25167,16
25168,Cluster 25168,9
25169,Cluster 25169,21
25170,Cluster 25170,1
25171,Cluster 25171,259
25172,Cluster 25172,336
25173,Cluster 25173,2
25174,Cluster 25174,10
25175,Cluster 25175,1
25176,Cluster 25176,1
25177,Cluster 25177,1
25178,Cluster 25178,1
25179,Cluster 25179,1
25180,Cluster 25180,1
25181,Cluster 25181,1
25182,Cluster 25182,4
25183,Cluster 25183,4
25184,Cluster 25184,1324
25185,Cluster 25185,9
25186,Cluster 25186,217
25187,Cluster 25187,1
25188,Cluster 25188,1
25189,Cluster 25189,7
25190,Cluster 25190,47
25191,Cluster 25191,174
25192,Cluster 25192,1
25193,Cluster 25193,1
25194,Cluster 25194,1
25195,Cluster 25195,2
25196,Cluster 25196,2
25197,Cluster 25197,1
25198,Cluster 25198,88
25199,Cluster 25199,1
25200,Cluster 25200,2
25201,Cluster 25201,1
25202,Cluster 25202,2
25203,Cluster 25203,3
25204,Cluster 25204,5
25205,Cluster 25205,1
25206,Cluster 25206,1
25207,Cluster 25207,1
25208,Cluster 25208,26
25209,Cluster 25209,56
25210,Cluster 25210,1
25211,Cluster 25211,3
25212,Cluster 25212,1161
25213,Cluster 25213,1
25214,Cluster 25214,2
25215,Cluster 25215,16
25216,Cluster 25216,2
25217,Cluster 25217,2
25218,Cluster 25218,2
25219,Cluster 25219,1
25220,Cluster 25220,2
25221,Cluster 25221,4
25222,Cluster 25222,2
25223,Cluster 25223,2
25224,Cluster 25224,2
25225,Cluster 25225,2
25226,Cluster 25226,4
25227,Cluster 25227,5
25228,Cluster 25228,529
25229,Cluster 25229,6
25230,Cluster 25230,1
25231,Cluster 25231,2
25232,Cluster 25232,27
25233,Cluster 25233,4
25234,Cluster 25234,1
25235,Cluster 25235,2
25236,Cluster 25236,23
25237,Cluster 25237,3
25238,Cluster 25238,2
25239,Cluster 25239,2
25240,Cluster 25240,2
25241,Cluster 25241,5
25242,Cluster 25242,1
25243,Cluster 25243,3
25244,Cluster 25244,1
25245,Cluster 25245,1
25246,Cluster 25246,1
25247,Cluster 25247,4
25248,Cluster 25248,299
25249,Cluster 25249,3
25250,Cluster 25250,1
25251,Cluster 25251,1
25252,Cluster 25252,195
25253,Cluster 25253,9
25254,Cluster 25254,1
25255,Cluster 25255,17
25256,Cluster 25256,1
25257,Cluster 25257,1
25258,Cluster 25258,1
25259,Cluster 25259,1318
25260,Cluster 25260,2
25261,Cluster 25261,1
25262,Cluster 25262,1
25263,Cluster 25263,1
25264,Cluster 25264,1
25265,Cluster 25265,3
25266,Cluster 25266,14
25267,Cluster 25267,2
25268,Cluster 25268,9
25269,Cluster 25269,1
25270,Cluster 25270,1
25271,Cluster 25271,1
25272,Cluster 25272,1
25273,Cluster 25273,1
25274,Cluster 25274,1
25275,Cluster 25275,1
25276,Cluster 25276,3
25277,Cluster 25277,17
25278,Cluster 25278,124
25279,Cluster 25279,12
25280,Cluster 25280,21
25281,Cluster 25281,3
25282,Cluster 25282,8
25283,Cluster 25283,1
25284,Cluster 25284,2
25285,Cluster 25285,6
25286,Cluster 25286,2
25287,Cluster 25287,1
25288,Cluster 25288,2
25289,Cluster 25289,11
25290,Cluster 25290,2
25291,Cluster 25291,1
25292,Cluster 25292,25
25293,Cluster 25293,4
25294,Cluster 25294,1
25295,Cluster 25295,8
25296,Cluster 25296,2
25297,Cluster 25297,1
25298,Cluster 25298,1
25299,Cluster 25299,1
25300,Cluster 25300,4
25301,Cluster 25301,1
25302,Cluster 25302,1
25303,Cluster 25303,1
25304,Cluster 25304,1
25305,Cluster 25305,2
25306,Cluster 25306,1
25307,Cluster 25307,1
25308,Cluster 25308,1326
25309,Cluster 25309,1327
25310,Cluster 25310,1327
25311,Cluster 25311,1322
25312,Cluster 25312,1323
25313,Cluster 25313,6
25314,Cluster 25314,1327
25315,Cluster 25315,1327
25316,Cluster 25316,1
25317,Cluster 25317,1
25318,Cluster 25318,1
25319,Cluster 25319,126
25320,Cluster 25320,34
25321,Cluster 25321,12
25322,Cluster 25322,9
25323,Cluster 25323,31
25324,Cluster 25324,1
25325,Cluster 25325,6
25326,Cluster 25326,151
25327,Cluster 25327,6
25328,Cluster 25328,118
25329,Cluster 25329,218
25330,Cluster 25330,3
25331,Cluster 25331,1
25332,Cluster 25332,5
25333,Cluster 25333,1
25334,Cluster 25334,8
25335,Cluster 25335,1
25336,Cluster 25336,18
25337,Cluster 25337,70
25338,Cluster 25338,34
25339,Cluster 25339,110
25340,Cluster 25340,2
25341,Cluster 25341,1
25342,Cluster 25342,1
25343,Cluster 25343,4
25344,Cluster 25344,1
25345,Cluster 25345,4
25346,Cluster 25346,4
25347,Cluster 25347,4
25348,Cluster 25348,4
25349,Cluster 25349,15
25350,Cluster 25350,4
25351,Cluster 25351,3
25352,Cluster 25352,3
25353,Cluster 25353,30
25354,Cluster 25354,2
25355,Cluster 25355,8
25356,Cluster 25356,2
25357,Cluster 25357,1
25358,Cluster 25358,1
25359,Cluster 25359,1
25360,Cluster 25360,1
25361,Cluster 25361,3
25362,Cluster 25362,1
25363,Cluster 25363,144
25364,Cluster 25364,1
25365,Cluster 25365,1
25366,Cluster 25366,2
25367,Cluster 25367,41
25368,Cluster 25368,2
25369,Cluster 25369,8
25370,Cluster 25370,2
25371,Cluster 25371,21
25372,Cluster 25372,25
25373,Cluster 25373,19
25374,Cluster 25374,2
25375,Cluster 25375,4
25376,Cluster 25376,2
25377,Cluster 25377,7
25378,Cluster 25378,2
25379,Cluster 25379,2
25380,Cluster 25380,3
25381,Cluster 25381,17
25382,Cluster 25382,2
25383,Cluster 25383,1
25384,Cluster 25384,172
25385,Cluster 25385,1
25386,Cluster 25386,2
25387,Cluster 25387,3
25388,Cluster 25388,1
25389,Cluster 25389,1326
25390,Cluster 25390,2
25391,Cluster 25391,2
25392,Cluster 25392,1
25393,Cluster 25393,214
25394,Cluster 25394,2
25395,Cluster 25395,2
25396,Cluster 25396,2
25397,Cluster 25397,2
25398,Cluster 25398,1
25399,Cluster 25399,1
25400,Cluster 25400,1
25401,Cluster 25401,2
25402,Cluster 25402,1
25403,Cluster 25403,6
25404,Cluster 25404,1
25405,Cluster 25405,2
25406,Cluster 25406,1
25407,Cluster 25407,1
25408,Cluster 25408,3
25409,Cluster 25409,18
25410,Cluster 25410,30
25411,Cluster 25411,2
25412,Cluster 25412,1
25413,Cluster 25413,1
25414,Cluster 25414,1
25415,Cluster 25415,2
25416,Cluster 25416,1
25417,Cluster 25417,1
25418,Cluster 25418,1
25419,Cluster 25419,2
25420,Cluster 25420,6
25421,Cluster 25421,1323
25422,Cluster 25422,6
25423,Cluster 25423,4
25424,Cluster 25424,2
25425,Cluster 25425,3
25426,Cluster 25426,2
25427,Cluster 25427,91
25428,Cluster 25428,1
25429,Cluster 25429,1
25430,Cluster 25430,1
25431,Cluster 25431,1
25432,Cluster 25432,8
25433,Cluster 25433,1
25434,Cluster 25434,3
25435,Cluster 25435,2
25436,Cluster 25436,1
25437,Cluster 25437,4
25438,Cluster 25438,1
25439,Cluster 25439,2
25440,Cluster 25440,1
25441,Cluster 25441,1
25442,Cluster 25442,1
25443,Cluster 25443,9
25444,Cluster 25444,1
25445,Cluster 25445,1323
25446,Cluster 25446,129
25447,Cluster 25447,923
25448,Cluster 25448,1327
25449,Cluster 25449,1326
25450,Cluster 25450,963
25451,Cluster 25451,514
25452,Cluster 25452,1307
25453,Cluster 25453,1323
25454,Cluster 25454,1323
25455,Cluster 25455,550
25456,Cluster 25456,430
25457,Cluster 25457,14
25458,Cluster 25458,25
25459,Cluster 25459,1
25460,Cluster 25460,1316
25461,Cluster 25461,11
25462,Cluster 25462,14
25463,Cluster 25463,83
25464,Cluster 25464,5
25465,Cluster 25465,2
25466,Cluster 25466,2
25467,Cluster 25467,15
25468,Cluster 25468,3
25469,Cluster 25469,16
25470,Cluster 25470,3
25471,Cluster 25471,1
25472,Cluster 25472,1
25473,Cluster 25473,1
25474,Cluster 25474,1
25475,Cluster 25475,1
25476,Cluster 25476,11
25477,Cluster 25477,20
25478,Cluster 25478,1
25479,Cluster 25479,2
25480,Cluster 25480,1
25481,Cluster 25481,18
25482,Cluster 25482,1
25483,Cluster 25483,4
25484,Cluster 25484,4
25485,Cluster 25485,4
25486,Cluster 25486,1
25487,Cluster 25487,7
25488,Cluster 25488,1
25489,Cluster 25489,13
25490,Cluster 25490,12
25491,Cluster 25491,7
25492,Cluster 25492,1
25493,Cluster 25493,570
25494,Cluster 25494,1
25495,Cluster 25495,129
25496,Cluster 25496,206
25497,Cluster 25497,1
25498,Cluster 25498,9
25499,Cluster 25499,1
25500,Cluster 25500,13
25501,Cluster 25501,2
25502,Cluster 25502,1
25503,Cluster 25503,2
25504,Cluster 25504,1
25505,Cluster 25505,5
25506,Cluster 25506,3
25507,Cluster 25507,1
25508,Cluster 25508,1
25509,Cluster 25509,1
25510,Cluster 25510,3
25511,Cluster 25511,1323
25512,Cluster 25512,1
25513,Cluster 25513,3
25514,Cluster 25514,1326
25515,Cluster 25515,11
25516,Cluster 25516,18
25517,Cluster 25517,3
25518,Cluster 25518,1
25519,Cluster 25519,864
25520,Cluster 25520,4
25521,Cluster 25521,1
25522,Cluster 25522,13
25523,Cluster 25523,2
25524,Cluster 25524,2
25525,Cluster 25525,7
25526,Cluster 25526,3
25527,Cluster 25527,7
25528,Cluster 25528,124
25529,Cluster 25529,2
25530,Cluster 25530,3
25531,Cluster 25531,2
25532,Cluster 25532,3
25533,Cluster 25533,14
25534,Cluster 25534,4
25535,Cluster 25535,4
25536,Cluster 25536,4
25537,Cluster 25537,1313
25538,Cluster 25538,8
25539,Cluster 25539,15
25540,Cluster 25540,1
25541,Cluster 25541,1
25542,Cluster 25542,8
25543,Cluster 25543,3
25544,Cluster 25544,8
25545,Cluster 25545,2
25546,Cluster 25546,5
25547,Cluster 25547,3
25548,Cluster 25548,7
25549,Cluster 25549,1
25550,Cluster 25550,1
25551,Cluster 25551,1
25552,Cluster 25552,6
25553,Cluster 25553,9
25554,Cluster 25554,2
25555,Cluster 25555,445
25556,Cluster 25556,1
25557,Cluster 25557,5
25558,Cluster 25558,1
25559,Cluster 25559,1317
25560,Cluster 25560,424
25561,Cluster 25561,2
25562,Cluster 25562,1
25563,Cluster 25563,2
25564,Cluster 25564,72
25565,Cluster 25565,1
25566,Cluster 25566,2
25567,Cluster 25567,1
25568,Cluster 25568,1
25569,Cluster 25569,1
25570,Cluster 25570,1
25571,Cluster 25571,19
25572,Cluster 25572,19
25573,Cluster 25573,124
25574,Cluster 25574,1
25575,Cluster 25575,24
25576,Cluster 25576,2
25577,Cluster 25577,32
25578,Cluster 25578,1
25579,Cluster 25579,1
25580,Cluster 25580,2
25581,Cluster 25581,2
25582,Cluster 25582,2
25583,Cluster 25583,1
25584,Cluster 25584,5
25585,Cluster 25585,1
25586,Cluster 25586,1
25587,Cluster 25587,1
25588,Cluster 25588,1
25589,Cluster 25589,119
25590,Cluster 25590,1
25591,Cluster 25591,3
25592,Cluster 25592,1
25593,Cluster 25593,1
25594,Cluster 25594,1
25595,Cluster 25595,3
25596,Cluster 25596,1
25597,Cluster 25597,1
25598,Cluster 25598,1
25599,Cluster 25599,1
25600,Cluster 25600,2
25601,Cluster 25601,1
25602,Cluster 25602,89
25603,Cluster 25603,5
25604,Cluster 25604,1321
25605,Cluster 25605,1326
25606,Cluster 25606,1327
25607,Cluster 25607,2
25608,Cluster 25608,16
25609,Cluster 25609,1163
25610,Cluster 25610,33
25611,Cluster 25611,42
25612,Cluster 25612,7
25613,Cluster 25613,1
25614,Cluster 25614,1
25615,Cluster 25615,2
25616,Cluster 25616,37
25617,Cluster 25617,1
25618,Cluster 25618,2
25619,Cluster 25619,24
25620,Cluster 25620,6
25621,Cluster 25621,4
25622,Cluster 25622,1
25623,Cluster 25623,1
25624,Cluster 25624,27
25625,Cluster 25625,21
25626,Cluster 25626,1
25627,Cluster 25627,1
25628,Cluster 25628,5
25629,Cluster 25629,4
25630,Cluster 25630,17
25631,Cluster 25631,4
25632,Cluster 25632,2
25633,Cluster 25633,4
25634,Cluster 25634,4
25635,Cluster 25635,4
25636,Cluster 25636,4
25637,Cluster 25637,4
25638,Cluster 25638,4
25639,Cluster 25639,4
25640,Cluster 25640,1
25641,Cluster 25641,1
25642,Cluster 25642,13
25643,Cluster 25643,1
25644,Cluster 25644,1
25645,Cluster 25645,1
25646,Cluster 25646,557
25647,Cluster 25647,1
25648,Cluster 25648,4
25649,Cluster 25649,1
25650,Cluster 25650,1
25651,Cluster 25651,2
25652,Cluster 25652,1
25653,Cluster 25653,3
25654,Cluster 25654,2
25655,Cluster 25655,1290
25656,Cluster 25656,2
25657,Cluster 25657,1
25658,Cluster 25658,9
25659,Cluster 25659,2
25660,Cluster 25660,11
25661,Cluster 25661,8
25662,Cluster 25662,67
25663,Cluster 25663,1
25664,Cluster 25664,2
25665,Cluster 25665,2
25666,Cluster 25666,1
25667,Cluster 25667,2
25668,Cluster 25668,27
25669,Cluster 25669,2
25670,Cluster 25670,6
25671,Cluster 25671,12
25672,Cluster 25672,7
25673,Cluster 25673,2
25674,Cluster 25674,7
25675,Cluster 25675,54
25676,Cluster 25676,2
25677,Cluster 25677,2
25678,Cluster 25678,1
25679,Cluster 25679,90
25680,Cluster 25680,90
25681,Cluster 25681,111
25682,Cluster 25682,4
25683,Cluster 25683,4
25684,Cluster 25684,1
25685,Cluster 25685,1
25686,Cluster 25686,1
25687,Cluster 25687,1
25688,Cluster 25688,1
25689,Cluster 25689,1
25690,Cluster 25690,11
25691,Cluster 25691,2
25692,Cluster 25692,3
25693,Cluster 25693,1
25694,Cluster 25694,1
25695,Cluster 25695,3
25696,Cluster 25696,30
25697,Cluster 25697,2
25698,Cluster 25698,40
25699,Cluster 25699,1144
25700,Cluster 25700,6
25701,Cluster 25701,8
25702,Cluster 25702,1
25703,Cluster 25703,1
25704,Cluster 25704,2
25705,Cluster 25705,17
25706,Cluster 25706,4
25707,Cluster 25707,3
25708,Cluster 25708,1
25709,Cluster 25709,1318
