, ,Number of genomes
54874,Cluster 54874,10
54875,Cluster 54875,21
54876,Cluster 54876,1
54877,Cluster 54877,3
54878,Cluster 54878,9
54879,Cluster 54879,3
54880,Cluster 54880,8
54881,Cluster 54881,28
54882,Cluster 54882,4
54883,Cluster 54883,2
54884,Cluster 54884,3
54885,Cluster 54885,1
54886,Cluster 54886,1
54887,Cluster 54887,38
54888,Cluster 54888,8
54889,Cluster 54889,7
54890,Cluster 54890,24
54891,Cluster 54891,10
54892,Cluster 54892,1
54893,Cluster 54893,2
54894,Cluster 54894,1
54895,Cluster 54895,1
54896,Cluster 54896,1
54897,Cluster 54897,13
54898,Cluster 54898,7
54899,Cluster 54899,1
54900,Cluster 54900,10
54901,Cluster 54901,326
54902,Cluster 54902,5
54903,Cluster 54903,4
54904,Cluster 54904,1
54905,Cluster 54905,4
54906,Cluster 54906,1
54907,Cluster 54907,1
54908,Cluster 54908,3
54909,Cluster 54909,55
54910,Cluster 54910,7
54911,Cluster 54911,1
54912,Cluster 54912,9
54913,Cluster 54913,14
54914,Cluster 54914,1
54915,Cluster 54915,341
54916,Cluster 54916,3
54917,Cluster 54917,1
54918,Cluster 54918,3
54919,Cluster 54919,1
54920,Cluster 54920,32
54921,Cluster 54921,4
54922,Cluster 54922,1
54923,Cluster 54923,10
54924,Cluster 54924,6
54925,Cluster 54925,4
54926,Cluster 54926,2
54927,Cluster 54927,1
54928,Cluster 54928,1
54929,Cluster 54929,3
54930,Cluster 54930,44
54931,Cluster 54931,1
54932,Cluster 54932,1
54933,Cluster 54933,570
54934,Cluster 54934,3
54935,Cluster 54935,2
54936,Cluster 54936,158
54937,Cluster 54937,1
54938,Cluster 54938,1
54939,Cluster 54939,1
54940,Cluster 54940,1
54941,Cluster 54941,1
54942,Cluster 54942,8
54943,Cluster 54943,1
54944,Cluster 54944,1
54945,Cluster 54945,12
54946,Cluster 54946,11
54947,Cluster 54947,12
54948,Cluster 54948,3
54949,Cluster 54949,1
54950,Cluster 54950,39
54951,Cluster 54951,5
54952,Cluster 54952,4
54953,Cluster 54953,9
54954,Cluster 54954,9
54955,Cluster 54955,1
54956,Cluster 54956,2
54957,Cluster 54957,2
54958,Cluster 54958,18
54959,Cluster 54959,2
54960,Cluster 54960,2
54961,Cluster 54961,2
54962,Cluster 54962,4
54963,Cluster 54963,4
54964,Cluster 54964,1
54965,Cluster 54965,1
54966,Cluster 54966,6
54967,Cluster 54967,2
54968,Cluster 54968,2
54969,Cluster 54969,1
54970,Cluster 54970,1
54971,Cluster 54971,6
54972,Cluster 54972,1
54973,Cluster 54973,1
54974,Cluster 54974,1
54975,Cluster 54975,11
54976,Cluster 54976,4
54977,Cluster 54977,3
54978,Cluster 54978,70
54979,Cluster 54979,1
54980,Cluster 54980,1
54981,Cluster 54981,2
54982,Cluster 54982,1
54983,Cluster 54983,2
54984,Cluster 54984,1
54985,Cluster 54985,1
54986,Cluster 54986,1
54987,Cluster 54987,1
54988,Cluster 54988,1
54989,Cluster 54989,6
54990,Cluster 54990,2
54991,Cluster 54991,1
54992,Cluster 54992,1
54993,Cluster 54993,1
54994,Cluster 54994,1
54995,Cluster 54995,1
54996,Cluster 54996,1
54997,Cluster 54997,1
54998,Cluster 54998,1
54999,Cluster 54999,1
55000,Cluster 55000,1
55001,Cluster 55001,2
55002,Cluster 55002,1
55003,Cluster 55003,221
55004,Cluster 55004,1
55005,Cluster 55005,1
55006,Cluster 55006,3
55007,Cluster 55007,3
55008,Cluster 55008,1
55009,Cluster 55009,31
55010,Cluster 55010,19
55011,Cluster 55011,1
55012,Cluster 55012,1
55013,Cluster 55013,1
55014,Cluster 55014,1
55015,Cluster 55015,6
55016,Cluster 55016,1
55017,Cluster 55017,7
55018,Cluster 55018,1
55019,Cluster 55019,28
55020,Cluster 55020,1
55021,Cluster 55021,1
55022,Cluster 55022,1
55023,Cluster 55023,1
55024,Cluster 55024,1
55025,Cluster 55025,1
55026,Cluster 55026,1
55027,Cluster 55027,1
55028,Cluster 55028,1
55029,Cluster 55029,8
55030,Cluster 55030,17
55031,Cluster 55031,2
55032,Cluster 55032,2
55033,Cluster 55033,1
55034,Cluster 55034,4
55035,Cluster 55035,2
55036,Cluster 55036,2
55037,Cluster 55037,1
55038,Cluster 55038,1
55039,Cluster 55039,1
55040,Cluster 55040,2
55041,Cluster 55041,1
55042,Cluster 55042,4
55043,Cluster 55043,1
55044,Cluster 55044,2
55045,Cluster 55045,1
55046,Cluster 55046,5
55047,Cluster 55047,1
55048,Cluster 55048,5
55049,Cluster 55049,2
55050,Cluster 55050,1
55051,Cluster 55051,1
55052,Cluster 55052,1
55053,Cluster 55053,1
55054,Cluster 55054,1
55055,Cluster 55055,3
55056,Cluster 55056,1
55057,Cluster 55057,6
55058,Cluster 55058,1
55059,Cluster 55059,1
55060,Cluster 55060,1
55061,Cluster 55061,2
55062,Cluster 55062,1
55063,Cluster 55063,1
55064,Cluster 55064,1
55065,Cluster 55065,1
55066,Cluster 55066,1
55067,Cluster 55067,1
55068,Cluster 55068,1
55069,Cluster 55069,3
55070,Cluster 55070,1
55071,Cluster 55071,1
55072,Cluster 55072,1
55073,Cluster 55073,1
55074,Cluster 55074,1
55075,Cluster 55075,1
55076,Cluster 55076,5
55077,Cluster 55077,3
55078,Cluster 55078,1
55079,Cluster 55079,1
55080,Cluster 55080,32
55081,Cluster 55081,1
55082,Cluster 55082,4
55083,Cluster 55083,1
55084,Cluster 55084,6
55085,Cluster 55085,10
55086,Cluster 55086,5
55087,Cluster 55087,1
55088,Cluster 55088,1
55089,Cluster 55089,19
55090,Cluster 55090,8
55091,Cluster 55091,1
55092,Cluster 55092,5
55093,Cluster 55093,1
55094,Cluster 55094,3
55095,Cluster 55095,3
55096,Cluster 55096,2
55097,Cluster 55097,157
55098,Cluster 55098,2
55099,Cluster 55099,2
55100,Cluster 55100,1
55101,Cluster 55101,1
55102,Cluster 55102,1
55103,Cluster 55103,4
55104,Cluster 55104,6
55105,Cluster 55105,1
55106,Cluster 55106,1
55107,Cluster 55107,1
55108,Cluster 55108,1
55109,Cluster 55109,40
55110,Cluster 55110,1
55111,Cluster 55111,17
55112,Cluster 55112,1
55113,Cluster 55113,4
55114,Cluster 55114,50
55115,Cluster 55115,1
55116,Cluster 55116,1
55117,Cluster 55117,1
55118,Cluster 55118,4
55119,Cluster 55119,459
55120,Cluster 55120,12
55121,Cluster 55121,67
55122,Cluster 55122,1965
55123,Cluster 55123,1970
55124,Cluster 55124,1089
55125,Cluster 55125,242
55126,Cluster 55126,16
55127,Cluster 55127,1965
55128,Cluster 55128,630
55129,Cluster 55129,11
55130,Cluster 55130,18
55131,Cluster 55131,328
55132,Cluster 55132,7
55133,Cluster 55133,2
55134,Cluster 55134,2
55135,Cluster 55135,3
55136,Cluster 55136,2
55137,Cluster 55137,3
55138,Cluster 55138,4
55139,Cluster 55139,2
55140,Cluster 55140,2
55141,Cluster 55141,31
55142,Cluster 55142,148
55143,Cluster 55143,2
55144,Cluster 55144,22
55145,Cluster 55145,4
55146,Cluster 55146,3
55147,Cluster 55147,30
55148,Cluster 55148,37
55149,Cluster 55149,6
55150,Cluster 55150,12
55151,Cluster 55151,50
55152,Cluster 55152,3
55153,Cluster 55153,1
55154,Cluster 55154,754
55155,Cluster 55155,1
55156,Cluster 55156,4
55157,Cluster 55157,4
55158,Cluster 55158,43
55159,Cluster 55159,8
55160,Cluster 55160,126
55161,Cluster 55161,185
55162,Cluster 55162,98
55163,Cluster 55163,134
55164,Cluster 55164,84
55165,Cluster 55165,272
55166,Cluster 55166,3
55167,Cluster 55167,334
55168,Cluster 55168,70
55169,Cluster 55169,29
55170,Cluster 55170,1580
55171,Cluster 55171,151
55172,Cluster 55172,17
55173,Cluster 55173,1
55174,Cluster 55174,113
55175,Cluster 55175,2
55176,Cluster 55176,14
55177,Cluster 55177,2
55178,Cluster 55178,1
55179,Cluster 55179,267
55180,Cluster 55180,2
55181,Cluster 55181,4
55182,Cluster 55182,3
55183,Cluster 55183,2
55184,Cluster 55184,23
55185,Cluster 55185,62
55186,Cluster 55186,48
55187,Cluster 55187,35
55188,Cluster 55188,21
55189,Cluster 55189,9
55190,Cluster 55190,64
55191,Cluster 55191,7
55192,Cluster 55192,1
55193,Cluster 55193,5
55194,Cluster 55194,9
55195,Cluster 55195,23
55196,Cluster 55196,5
55197,Cluster 55197,22
55198,Cluster 55198,6
55199,Cluster 55199,5
55200,Cluster 55200,2
55201,Cluster 55201,5
55202,Cluster 55202,1
55203,Cluster 55203,1
55204,Cluster 55204,5
55205,Cluster 55205,1
55206,Cluster 55206,15
55207,Cluster 55207,4
55208,Cluster 55208,1
55209,Cluster 55209,99
55210,Cluster 55210,15
55211,Cluster 55211,5
55212,Cluster 55212,1
55213,Cluster 55213,1
55214,Cluster 55214,18
55215,Cluster 55215,1
55216,Cluster 55216,1
55217,Cluster 55217,1
55218,Cluster 55218,1
55219,Cluster 55219,2
55220,Cluster 55220,7
55221,Cluster 55221,1
55222,Cluster 55222,1
55223,Cluster 55223,23
55224,Cluster 55224,4
55225,Cluster 55225,17
55226,Cluster 55226,3
55227,Cluster 55227,3
55228,Cluster 55228,3
55229,Cluster 55229,6
55230,Cluster 55230,5
55231,Cluster 55231,4
55232,Cluster 55232,3
55233,Cluster 55233,1
55234,Cluster 55234,12
55235,Cluster 55235,4
55236,Cluster 55236,2
55237,Cluster 55237,6
55238,Cluster 55238,3
55239,Cluster 55239,1961
55240,Cluster 55240,1
55241,Cluster 55241,1
55242,Cluster 55242,1
55243,Cluster 55243,2
55244,Cluster 55244,1
55245,Cluster 55245,2
55246,Cluster 55246,4
55247,Cluster 55247,2
55248,Cluster 55248,1
55249,Cluster 55249,8
55250,Cluster 55250,5
55251,Cluster 55251,10
55252,Cluster 55252,9
55253,Cluster 55253,2
55254,Cluster 55254,414
55255,Cluster 55255,5
55256,Cluster 55256,5
55257,Cluster 55257,4
55258,Cluster 55258,1
55259,Cluster 55259,1
55260,Cluster 55260,2
55261,Cluster 55261,1
55262,Cluster 55262,2
55263,Cluster 55263,1
55264,Cluster 55264,391
55265,Cluster 55265,1
55266,Cluster 55266,1
55267,Cluster 55267,3
55268,Cluster 55268,2
55269,Cluster 55269,3
55270,Cluster 55270,3
55271,Cluster 55271,8
55272,Cluster 55272,1
55273,Cluster 55273,1
55274,Cluster 55274,4
55275,Cluster 55275,1
55276,Cluster 55276,3
55277,Cluster 55277,3
55278,Cluster 55278,11
55279,Cluster 55279,3
55280,Cluster 55280,4
55281,Cluster 55281,6
55282,Cluster 55282,2
55283,Cluster 55283,4
55284,Cluster 55284,1
55285,Cluster 55285,1
55286,Cluster 55286,1
55287,Cluster 55287,3
55288,Cluster 55288,3
55289,Cluster 55289,1
55290,Cluster 55290,1
55291,Cluster 55291,22
55292,Cluster 55292,1
55293,Cluster 55293,1
55294,Cluster 55294,1924
55295,Cluster 55295,5
55296,Cluster 55296,1
55297,Cluster 55297,1
55298,Cluster 55298,1
55299,Cluster 55299,6
55300,Cluster 55300,1
55301,Cluster 55301,1
55302,Cluster 55302,1
55303,Cluster 55303,2
55304,Cluster 55304,72
55305,Cluster 55305,1
55306,Cluster 55306,1
55307,Cluster 55307,1
55308,Cluster 55308,37
55309,Cluster 55309,16
55310,Cluster 55310,3
55311,Cluster 55311,7
55312,Cluster 55312,2
55313,Cluster 55313,3
55314,Cluster 55314,7
55315,Cluster 55315,3
55316,Cluster 55316,1
55317,Cluster 55317,1
55318,Cluster 55318,1
55319,Cluster 55319,1
55320,Cluster 55320,1
55321,Cluster 55321,1
55322,Cluster 55322,1
55323,Cluster 55323,2
55324,Cluster 55324,1
55325,Cluster 55325,1
55326,Cluster 55326,3
55327,Cluster 55327,1
55328,Cluster 55328,1
55329,Cluster 55329,10
55330,Cluster 55330,1
55331,Cluster 55331,1
55332,Cluster 55332,5
55333,Cluster 55333,1
55334,Cluster 55334,1
55335,Cluster 55335,1
55336,Cluster 55336,1
55337,Cluster 55337,1
55338,Cluster 55338,3
55339,Cluster 55339,1
55340,Cluster 55340,233
55341,Cluster 55341,1
55342,Cluster 55342,1
55343,Cluster 55343,1
55344,Cluster 55344,1
55345,Cluster 55345,37
55346,Cluster 55346,1
55347,Cluster 55347,4
55348,Cluster 55348,1
55349,Cluster 55349,1
55350,Cluster 55350,133
55351,Cluster 55351,3
55352,Cluster 55352,1
55353,Cluster 55353,1
55354,Cluster 55354,1
55355,Cluster 55355,1
55356,Cluster 55356,1
55357,Cluster 55357,5
55358,Cluster 55358,1
55359,Cluster 55359,1
55360,Cluster 55360,1
55361,Cluster 55361,1
55362,Cluster 55362,1
55363,Cluster 55363,246
55364,Cluster 55364,1
55365,Cluster 55365,2
55366,Cluster 55366,5
55367,Cluster 55367,4
55368,Cluster 55368,26
55369,Cluster 55369,1
55370,Cluster 55370,2
55371,Cluster 55371,2
55372,Cluster 55372,15
55373,Cluster 55373,2
55374,Cluster 55374,2
55375,Cluster 55375,1
55376,Cluster 55376,2
55377,Cluster 55377,6
55378,Cluster 55378,1
55379,Cluster 55379,1
55380,Cluster 55380,3
55381,Cluster 55381,1
55382,Cluster 55382,1
55383,Cluster 55383,1
55384,Cluster 55384,4
55385,Cluster 55385,12
55386,Cluster 55386,21
55387,Cluster 55387,1
55388,Cluster 55388,1
55389,Cluster 55389,1
55390,Cluster 55390,3
55391,Cluster 55391,2
55392,Cluster 55392,2
55393,Cluster 55393,1
55394,Cluster 55394,1
55395,Cluster 55395,1
55396,Cluster 55396,10
55397,Cluster 55397,1
55398,Cluster 55398,1
55399,Cluster 55399,1
55400,Cluster 55400,1
55401,Cluster 55401,4
55402,Cluster 55402,2
55403,Cluster 55403,1
55404,Cluster 55404,4
55405,Cluster 55405,1
55406,Cluster 55406,4
55407,Cluster 55407,2
55408,Cluster 55408,1
55409,Cluster 55409,2
55410,Cluster 55410,1
55411,Cluster 55411,1
55412,Cluster 55412,2
55413,Cluster 55413,1
55414,Cluster 55414,1
55415,Cluster 55415,1
55416,Cluster 55416,1
55417,Cluster 55417,5
55418,Cluster 55418,2
55419,Cluster 55419,1
55420,Cluster 55420,1
55421,Cluster 55421,2
55422,Cluster 55422,11
55423,Cluster 55423,1
55424,Cluster 55424,1
55425,Cluster 55425,2
55426,Cluster 55426,1
55427,Cluster 55427,1
55428,Cluster 55428,1
55429,Cluster 55429,22
55430,Cluster 55430,35
55431,Cluster 55431,10
55432,Cluster 55432,10
55433,Cluster 55433,4
55434,Cluster 55434,74
55435,Cluster 55435,4
55436,Cluster 55436,3
55437,Cluster 55437,5
55438,Cluster 55438,5
55439,Cluster 55439,15
55440,Cluster 55440,1
55441,Cluster 55441,140
55442,Cluster 55442,6
55443,Cluster 55443,1
55444,Cluster 55444,3
55445,Cluster 55445,83
55446,Cluster 55446,2
55447,Cluster 55447,1
55448,Cluster 55448,1
55449,Cluster 55449,1
55450,Cluster 55450,1
55451,Cluster 55451,47
55452,Cluster 55452,1
55453,Cluster 55453,1
55454,Cluster 55454,22
55455,Cluster 55455,1
55456,Cluster 55456,1
55457,Cluster 55457,2
55458,Cluster 55458,28
55459,Cluster 55459,9
55460,Cluster 55460,4
55461,Cluster 55461,1
55462,Cluster 55462,128
55463,Cluster 55463,1
55464,Cluster 55464,1
55465,Cluster 55465,1706
55466,Cluster 55466,1970
55467,Cluster 55467,1926
55468,Cluster 55468,264
55469,Cluster 55469,1399
55470,Cluster 55470,1962
55471,Cluster 55471,853
55472,Cluster 55472,363
55473,Cluster 55473,5
55474,Cluster 55474,3
55475,Cluster 55475,1
55476,Cluster 55476,582
55477,Cluster 55477,2
55478,Cluster 55478,234
55479,Cluster 55479,11
55480,Cluster 55480,379
55481,Cluster 55481,16
55482,Cluster 55482,9
55483,Cluster 55483,50
55484,Cluster 55484,2
55485,Cluster 55485,303
55486,Cluster 55486,31
55487,Cluster 55487,11
55488,Cluster 55488,425
55489,Cluster 55489,218
55490,Cluster 55490,277
55491,Cluster 55491,55
55492,Cluster 55492,1
55493,Cluster 55493,1
55494,Cluster 55494,19
55495,Cluster 55495,3
55496,Cluster 55496,1
55497,Cluster 55497,6
55498,Cluster 55498,550
55499,Cluster 55499,18
55500,Cluster 55500,236
55501,Cluster 55501,42
55502,Cluster 55502,41
55503,Cluster 55503,336
55504,Cluster 55504,55
55505,Cluster 55505,25
55506,Cluster 55506,15
55507,Cluster 55507,908
55508,Cluster 55508,132
55509,Cluster 55509,370
55510,Cluster 55510,2
55511,Cluster 55511,1
55512,Cluster 55512,43
55513,Cluster 55513,177
55514,Cluster 55514,4
55515,Cluster 55515,111
55516,Cluster 55516,3
55517,Cluster 55517,7
55518,Cluster 55518,25
55519,Cluster 55519,23
55520,Cluster 55520,15
55521,Cluster 55521,10
55522,Cluster 55522,1
55523,Cluster 55523,37
55524,Cluster 55524,19
55525,Cluster 55525,15
55526,Cluster 55526,2
55527,Cluster 55527,1
55528,Cluster 55528,2
55529,Cluster 55529,12
55530,Cluster 55530,5
55531,Cluster 55531,36
55532,Cluster 55532,14
55533,Cluster 55533,2
55534,Cluster 55534,13
55535,Cluster 55535,1
55536,Cluster 55536,5
55537,Cluster 55537,1
55538,Cluster 55538,1
55539,Cluster 55539,1
55540,Cluster 55540,1
55541,Cluster 55541,1
55542,Cluster 55542,8
55543,Cluster 55543,1
55544,Cluster 55544,1
55545,Cluster 55545,2
55546,Cluster 55546,1
55547,Cluster 55547,38
55548,Cluster 55548,3
55549,Cluster 55549,3
55550,Cluster 55550,1
55551,Cluster 55551,1
55552,Cluster 55552,1
55553,Cluster 55553,11
55554,Cluster 55554,3
55555,Cluster 55555,1
55556,Cluster 55556,12
55557,Cluster 55557,1
55558,Cluster 55558,7
55559,Cluster 55559,4
55560,Cluster 55560,3
55561,Cluster 55561,5
55562,Cluster 55562,2
55563,Cluster 55563,1
55564,Cluster 55564,1
55565,Cluster 55565,5
55566,Cluster 55566,112
55567,Cluster 55567,2
55568,Cluster 55568,2
55569,Cluster 55569,22
55570,Cluster 55570,2
55571,Cluster 55571,2
55572,Cluster 55572,5
55573,Cluster 55573,8
55574,Cluster 55574,234
55575,Cluster 55575,2
55576,Cluster 55576,17
55577,Cluster 55577,1
55578,Cluster 55578,1
55579,Cluster 55579,253
55580,Cluster 55580,4
55581,Cluster 55581,3
55582,Cluster 55582,1
55583,Cluster 55583,3
55584,Cluster 55584,1
55585,Cluster 55585,1
55586,Cluster 55586,1
55587,Cluster 55587,1
55588,Cluster 55588,12
55589,Cluster 55589,1
55590,Cluster 55590,15
55591,Cluster 55591,1
55592,Cluster 55592,9
55593,Cluster 55593,1
55594,Cluster 55594,3
55595,Cluster 55595,2
55596,Cluster 55596,18
55597,Cluster 55597,3
55598,Cluster 55598,1
55599,Cluster 55599,1
55600,Cluster 55600,3
55601,Cluster 55601,2
55602,Cluster 55602,11
55603,Cluster 55603,1
55604,Cluster 55604,5
55605,Cluster 55605,1
55606,Cluster 55606,1
55607,Cluster 55607,1
55608,Cluster 55608,1
55609,Cluster 55609,1
55610,Cluster 55610,1
55611,Cluster 55611,22
55612,Cluster 55612,1
55613,Cluster 55613,8
55614,Cluster 55614,2
55615,Cluster 55615,1
55616,Cluster 55616,10
55617,Cluster 55617,4
55618,Cluster 55618,1
55619,Cluster 55619,1
55620,Cluster 55620,1
55621,Cluster 55621,1
55622,Cluster 55622,3
55623,Cluster 55623,2
55624,Cluster 55624,2
55625,Cluster 55625,1
55626,Cluster 55626,6
55627,Cluster 55627,1
55628,Cluster 55628,2
55629,Cluster 55629,15
55630,Cluster 55630,2
55631,Cluster 55631,2
55632,Cluster 55632,2
55633,Cluster 55633,1
55634,Cluster 55634,7
55635,Cluster 55635,1
55636,Cluster 55636,2
55637,Cluster 55637,558
55638,Cluster 55638,1
55639,Cluster 55639,1
55640,Cluster 55640,1
55641,Cluster 55641,1
55642,Cluster 55642,1
55643,Cluster 55643,1
55644,Cluster 55644,1
55645,Cluster 55645,76
55646,Cluster 55646,1
55647,Cluster 55647,1
55648,Cluster 55648,1
55649,Cluster 55649,6
55650,Cluster 55650,10
55651,Cluster 55651,3
55652,Cluster 55652,2
55653,Cluster 55653,1
55654,Cluster 55654,3
55655,Cluster 55655,2
55656,Cluster 55656,3
55657,Cluster 55657,4
55658,Cluster 55658,3
55659,Cluster 55659,2
55660,Cluster 55660,1
55661,Cluster 55661,3
55662,Cluster 55662,1
55663,Cluster 55663,113
55664,Cluster 55664,1
55665,Cluster 55665,1
55666,Cluster 55666,2
55667,Cluster 55667,1
55668,Cluster 55668,1
55669,Cluster 55669,1
55670,Cluster 55670,1
55671,Cluster 55671,1
55672,Cluster 55672,1
55673,Cluster 55673,1
55674,Cluster 55674,1
55675,Cluster 55675,3
55676,Cluster 55676,1
55677,Cluster 55677,1
55678,Cluster 55678,2
55679,Cluster 55679,5
55680,Cluster 55680,5
55681,Cluster 55681,1
55682,Cluster 55682,1
55683,Cluster 55683,1
55684,Cluster 55684,1
55685,Cluster 55685,1
55686,Cluster 55686,1
55687,Cluster 55687,1
55688,Cluster 55688,6
55689,Cluster 55689,1
55690,Cluster 55690,3
55691,Cluster 55691,1
55692,Cluster 55692,1
55693,Cluster 55693,1
55694,Cluster 55694,1
55695,Cluster 55695,1
55696,Cluster 55696,1
55697,Cluster 55697,2
55698,Cluster 55698,9
55699,Cluster 55699,1
55700,Cluster 55700,1
55701,Cluster 55701,1
55702,Cluster 55702,1
55703,Cluster 55703,4
55704,Cluster 55704,3
55705,Cluster 55705,2
55706,Cluster 55706,1
55707,Cluster 55707,1
55708,Cluster 55708,1
55709,Cluster 55709,1
55710,Cluster 55710,2
55711,Cluster 55711,1
55712,Cluster 55712,2
55713,Cluster 55713,2
55714,Cluster 55714,10
55715,Cluster 55715,3
55716,Cluster 55716,1
55717,Cluster 55717,2
55718,Cluster 55718,2
55719,Cluster 55719,1970
55720,Cluster 55720,1
55721,Cluster 55721,1
55722,Cluster 55722,1
55723,Cluster 55723,6
55724,Cluster 55724,1
55725,Cluster 55725,1
55726,Cluster 55726,1
55727,Cluster 55727,1
55728,Cluster 55728,1
55729,Cluster 55729,1
55730,Cluster 55730,1
55731,Cluster 55731,1
55732,Cluster 55732,1
55733,Cluster 55733,1
55734,Cluster 55734,1
55735,Cluster 55735,1
55736,Cluster 55736,5
55737,Cluster 55737,1
55738,Cluster 55738,3
55739,Cluster 55739,1
55740,Cluster 55740,2
55741,Cluster 55741,1
55742,Cluster 55742,2
55743,Cluster 55743,172
55744,Cluster 55744,1
55745,Cluster 55745,6
55746,Cluster 55746,6
55747,Cluster 55747,3
55748,Cluster 55748,2
55749,Cluster 55749,26
55750,Cluster 55750,1
55751,Cluster 55751,2
55752,Cluster 55752,4
55753,Cluster 55753,3
55754,Cluster 55754,2
55755,Cluster 55755,1
55756,Cluster 55756,6
55757,Cluster 55757,8
55758,Cluster 55758,1
55759,Cluster 55759,2
55760,Cluster 55760,6
55761,Cluster 55761,1
55762,Cluster 55762,1
55763,Cluster 55763,1
55764,Cluster 55764,2
55765,Cluster 55765,1
55766,Cluster 55766,1
55767,Cluster 55767,1
55768,Cluster 55768,1
55769,Cluster 55769,1
55770,Cluster 55770,1
55771,Cluster 55771,1
55772,Cluster 55772,7
55773,Cluster 55773,1
55774,Cluster 55774,1
55775,Cluster 55775,1966
55776,Cluster 55776,1970
55777,Cluster 55777,1515
55778,Cluster 55778,1
55779,Cluster 55779,1969
55780,Cluster 55780,1967
55781,Cluster 55781,458
55782,Cluster 55782,1960
55783,Cluster 55783,335
55784,Cluster 55784,93
55785,Cluster 55785,18
55786,Cluster 55786,22
55787,Cluster 55787,625
55788,Cluster 55788,44
55789,Cluster 55789,91
55790,Cluster 55790,2
55791,Cluster 55791,2
55792,Cluster 55792,2
55793,Cluster 55793,1
55794,Cluster 55794,2
55795,Cluster 55795,17
55796,Cluster 55796,48
55797,Cluster 55797,6
55798,Cluster 55798,106
55799,Cluster 55799,1
55800,Cluster 55800,4
55801,Cluster 55801,3
55802,Cluster 55802,24
55803,Cluster 55803,59
55804,Cluster 55804,6
55805,Cluster 55805,6
55806,Cluster 55806,6
55807,Cluster 55807,4
55808,Cluster 55808,186
55809,Cluster 55809,17
55810,Cluster 55810,1
55811,Cluster 55811,1
55812,Cluster 55812,9
55813,Cluster 55813,1095
55814,Cluster 55814,124
55815,Cluster 55815,163
