, ,Number of genomes,gene_class
79366,Cluster 79366,1,unique
79367,Cluster 79367,1,unique
79368,Cluster 79368,2,unique
79369,Cluster 79369,16,unique
79370,Cluster 79370,4,unique
79371,Cluster 79371,1,unique
79372,Cluster 79372,1,unique
79373,Cluster 79373,1,unique
79374,Cluster 79374,1,unique
79375,Cluster 79375,1,unique
79376,Cluster 79376,2,unique
79377,Cluster 79377,2,unique
79378,Cluster 79378,2,unique
79379,Cluster 79379,7,unique
79380,Cluster 79380,1,unique
79381,Cluster 79381,1,unique
79382,Cluster 79382,1191,accessory
79383,Cluster 79383,95,unique
79384,Cluster 79384,6,unique
79385,Cluster 79385,3,unique
79386,Cluster 79386,1,unique
79387,Cluster 79387,1,unique
79388,Cluster 79388,2,unique
79389,Cluster 79389,4,unique
79390,Cluster 79390,11,unique
79391,Cluster 79391,1,unique
79392,Cluster 79392,1,unique
79393,Cluster 79393,1,unique
79394,Cluster 79394,1,unique
79395,Cluster 79395,2,unique
79396,Cluster 79396,6,unique
79397,Cluster 79397,2,unique
79398,Cluster 79398,1,unique
79399,Cluster 79399,1,unique
79400,Cluster 79400,2,unique
79401,Cluster 79401,3,unique
79402,Cluster 79402,1,unique
79403,Cluster 79403,2,unique
79404,Cluster 79404,6,unique
79405,Cluster 79405,2,unique
79406,Cluster 79406,1,unique
79407,Cluster 79407,8,unique
79408,Cluster 79408,1,unique
79409,Cluster 79409,1,unique
79410,Cluster 79410,1,unique
79411,Cluster 79411,5,unique
79412,Cluster 79412,1,unique
79413,Cluster 79413,72,unique
79414,Cluster 79414,113,unique
79415,Cluster 79415,11,unique
79416,Cluster 79416,5,unique
79417,Cluster 79417,1,unique
79418,Cluster 79418,1,unique
79419,Cluster 79419,1,unique
79420,Cluster 79420,2,unique
79421,Cluster 79421,5,unique
79422,Cluster 79422,1,unique
79423,Cluster 79423,1,unique
79424,Cluster 79424,15,unique
79425,Cluster 79425,4,unique
79426,Cluster 79426,8,unique
79427,Cluster 79427,2,unique
79428,Cluster 79428,4,unique
79429,Cluster 79429,5,unique
79430,Cluster 79430,1,unique
79431,Cluster 79431,19,unique
79432,Cluster 79432,1,unique
79433,Cluster 79433,1,unique
79434,Cluster 79434,3,unique
79435,Cluster 79435,1,unique
79436,Cluster 79436,3,unique
79437,Cluster 79437,1,unique
79438,Cluster 79438,11,unique
79439,Cluster 79439,2,unique
79440,Cluster 79440,1,unique
79441,Cluster 79441,25,unique
79442,Cluster 79442,2,unique
79443,Cluster 79443,2,unique
79444,Cluster 79444,1,unique
79445,Cluster 79445,5,unique
79446,Cluster 79446,128,unique
79447,Cluster 79447,3,unique
79448,Cluster 79448,1,unique
79449,Cluster 79449,1,unique
79450,Cluster 79450,1,unique
79451,Cluster 79451,1,unique
79452,Cluster 79452,1,unique
79453,Cluster 79453,1,unique
79454,Cluster 79454,2,unique
79455,Cluster 79455,2,unique
79456,Cluster 79456,2,unique
79457,Cluster 79457,30,unique
79458,Cluster 79458,110,unique
79459,Cluster 79459,1,unique
79460,Cluster 79460,1,unique
79461,Cluster 79461,1,unique
79462,Cluster 79462,1,unique
79463,Cluster 79463,1,unique
79464,Cluster 79464,43,unique
79465,Cluster 79465,3,unique
79466,Cluster 79466,2,unique
79467,Cluster 79467,2,unique
79468,Cluster 79468,2,unique
79469,Cluster 79469,1,unique
79470,Cluster 79470,2,unique
79471,Cluster 79471,3,unique
79472,Cluster 79472,3,unique
79473,Cluster 79473,1,unique
79474,Cluster 79474,1,unique
79475,Cluster 79475,1,unique
79476,Cluster 79476,5,unique
79477,Cluster 79477,1,unique
79478,Cluster 79478,1,unique
79479,Cluster 79479,1,unique
79480,Cluster 79480,3,unique
79481,Cluster 79481,1,unique
79482,Cluster 79482,20,unique
79483,Cluster 79483,4,unique
79484,Cluster 79484,6,unique
79485,Cluster 79485,3,unique
79486,Cluster 79486,5,unique
79487,Cluster 79487,5,unique
79488,Cluster 79488,148,unique
79489,Cluster 79489,1,unique
79490,Cluster 79490,14,unique
79491,Cluster 79491,1,unique
79492,Cluster 79492,1,unique
79493,Cluster 79493,3,unique
79494,Cluster 79494,1,unique
79495,Cluster 79495,1,unique
79496,Cluster 79496,1,unique
79497,Cluster 79497,1,unique
79498,Cluster 79498,1,unique
79499,Cluster 79499,1,unique
79500,Cluster 79500,3,unique
79501,Cluster 79501,1,unique
79502,Cluster 79502,2,unique
79503,Cluster 79503,1,unique
79504,Cluster 79504,1,unique
79505,Cluster 79505,3,unique
79506,Cluster 79506,18,unique
79507,Cluster 79507,2,unique
79508,Cluster 79508,2,unique
79509,Cluster 79509,1,unique
79510,Cluster 79510,1,unique
79511,Cluster 79511,1,unique
79512,Cluster 79512,11,unique
79513,Cluster 79513,1,unique
79514,Cluster 79514,1,unique
79515,Cluster 79515,2,unique
79516,Cluster 79516,2,unique
79517,Cluster 79517,1,unique
79518,Cluster 79518,1,unique
79519,Cluster 79519,2,unique
79520,Cluster 79520,2,unique
79521,Cluster 79521,10,unique
79522,Cluster 79522,18,unique
79523,Cluster 79523,1,unique
79524,Cluster 79524,1,unique
79525,Cluster 79525,1,unique
79526,Cluster 79526,1,unique
79527,Cluster 79527,1,unique
79528,Cluster 79528,4,unique
79529,Cluster 79529,40,unique
79530,Cluster 79530,1,unique
79531,Cluster 79531,1,unique
79532,Cluster 79532,1,unique
79533,Cluster 79533,3,unique
79534,Cluster 79534,433,accessory
79535,Cluster 79535,1,unique
79536,Cluster 79536,1,unique
79537,Cluster 79537,1,unique
79538,Cluster 79538,1,unique
79539,Cluster 79539,1,unique
79540,Cluster 79540,1,unique
79541,Cluster 79541,2,unique
79542,Cluster 79542,4,unique
79543,Cluster 79543,1,unique
79544,Cluster 79544,1,unique
79545,Cluster 79545,1,unique
79546,Cluster 79546,1,unique
79547,Cluster 79547,1,unique
79548,Cluster 79548,2,unique
79549,Cluster 79549,2,unique
79550,Cluster 79550,3,unique
79551,Cluster 79551,1,unique
79552,Cluster 79552,1,unique
79553,Cluster 79553,1,unique
79554,Cluster 79554,1,unique
79555,Cluster 79555,2,unique
79556,Cluster 79556,20,unique
79557,Cluster 79557,1,unique
79558,Cluster 79558,1,unique
79559,Cluster 79559,1,unique
79560,Cluster 79560,24,unique
79561,Cluster 79561,1,unique
79562,Cluster 79562,1,unique
79563,Cluster 79563,2,unique
79564,Cluster 79564,1,unique
79565,Cluster 79565,1,unique
79566,Cluster 79566,1,unique
79567,Cluster 79567,2,unique
79568,Cluster 79568,1,unique
79569,Cluster 79569,1,unique
79570,Cluster 79570,53,unique
79571,Cluster 79571,1,unique
79572,Cluster 79572,5,unique
79573,Cluster 79573,1,unique
79574,Cluster 79574,3,unique
79575,Cluster 79575,2,unique
79576,Cluster 79576,2,unique
79577,Cluster 79577,1,unique
79578,Cluster 79578,2,unique
79579,Cluster 79579,1,unique
79580,Cluster 79580,1,unique
79581,Cluster 79581,1,unique
79582,Cluster 79582,1,unique
79583,Cluster 79583,2,unique
79584,Cluster 79584,3,unique
79585,Cluster 79585,1,unique
79586,Cluster 79586,2,unique
79587,Cluster 79587,3,unique
79588,Cluster 79588,1,unique
79589,Cluster 79589,1,unique
79590,Cluster 79590,1,unique
79591,Cluster 79591,192,accessory
79592,Cluster 79592,3,unique
79593,Cluster 79593,3,unique
79594,Cluster 79594,1,unique
79595,Cluster 79595,1,unique
79596,Cluster 79596,4,unique
79597,Cluster 79597,1,unique
79598,Cluster 79598,1,unique
79599,Cluster 79599,1,unique
79600,Cluster 79600,1,unique
79601,Cluster 79601,10,unique
79602,Cluster 79602,1,unique
79603,Cluster 79603,2,unique
79604,Cluster 79604,1,unique
79605,Cluster 79605,1,unique
79606,Cluster 79606,1,unique
79607,Cluster 79607,1,unique
79608,Cluster 79608,1,unique
79609,Cluster 79609,1,unique
79610,Cluster 79610,1,unique
79611,Cluster 79611,4,unique
79612,Cluster 79612,1019,accessory
79613,Cluster 79613,2,unique
79614,Cluster 79614,1,unique
79615,Cluster 79615,16,unique
79616,Cluster 79616,43,unique
79617,Cluster 79617,1,unique
79618,Cluster 79618,1,unique
79619,Cluster 79619,3,unique
79620,Cluster 79620,2,unique
79621,Cluster 79621,1,unique
79622,Cluster 79622,4,unique
79623,Cluster 79623,18,unique
79624,Cluster 79624,2,unique
79625,Cluster 79625,1,unique
79626,Cluster 79626,1,unique
79627,Cluster 79627,134,unique
79628,Cluster 79628,2,unique
79629,Cluster 79629,3,unique
79630,Cluster 79630,1,unique
79631,Cluster 79631,1,unique
79632,Cluster 79632,2,unique
79633,Cluster 79633,2,unique
79634,Cluster 79634,1,unique
79635,Cluster 79635,1,unique
79636,Cluster 79636,1,unique
79637,Cluster 79637,4,unique
79638,Cluster 79638,1,unique
79639,Cluster 79639,1,unique
79640,Cluster 79640,1,unique
79641,Cluster 79641,1,unique
79642,Cluster 79642,6,unique
79643,Cluster 79643,2,unique
79644,Cluster 79644,1,unique
79645,Cluster 79645,1,unique
79646,Cluster 79646,2,unique
79647,Cluster 79647,6,unique
79648,Cluster 79648,5,unique
79649,Cluster 79649,2,unique
79650,Cluster 79650,5,unique
79651,Cluster 79651,2,unique
79652,Cluster 79652,1,unique
79653,Cluster 79653,41,unique
79654,Cluster 79654,1,unique
79655,Cluster 79655,1,unique
79656,Cluster 79656,1,unique
79657,Cluster 79657,1,unique
79658,Cluster 79658,1,unique
79659,Cluster 79659,2,unique
79660,Cluster 79660,8,unique
79661,Cluster 79661,2,unique
79662,Cluster 79662,1,unique
79663,Cluster 79663,2,unique
79664,Cluster 79664,1,unique
79665,Cluster 79665,1,unique
79666,Cluster 79666,3,unique
79667,Cluster 79667,2,unique
79668,Cluster 79668,1,unique
79669,Cluster 79669,1,unique
79670,Cluster 79670,1,unique
79671,Cluster 79671,2,unique
79672,Cluster 79672,83,unique
79673,Cluster 79673,2,unique
79674,Cluster 79674,2,unique
79675,Cluster 79675,6,unique
79676,Cluster 79676,1,unique
79677,Cluster 79677,1,unique
79678,Cluster 79678,4,unique
79679,Cluster 79679,1,unique
79680,Cluster 79680,4,unique
79681,Cluster 79681,3,unique
79682,Cluster 79682,2,unique
79683,Cluster 79683,1,unique
79684,Cluster 79684,2,unique
79685,Cluster 79685,1,unique
79686,Cluster 79686,1,unique
79687,Cluster 79687,1958,core
79688,Cluster 79688,1,unique
79689,Cluster 79689,1,unique
79690,Cluster 79690,1,unique
79691,Cluster 79691,1,unique
79692,Cluster 79692,1,unique
79693,Cluster 79693,1,unique
79694,Cluster 79694,1,unique
79695,Cluster 79695,1,unique
79696,Cluster 79696,1,unique
79697,Cluster 79697,2,unique
79698,Cluster 79698,1,unique
79699,Cluster 79699,14,unique
79700,Cluster 79700,1,unique
79701,Cluster 79701,1,unique
79702,Cluster 79702,1,unique
79703,Cluster 79703,1,unique
79704,Cluster 79704,1,unique
79705,Cluster 79705,1,unique
79706,Cluster 79706,1,unique
79707,Cluster 79707,1,unique
79708,Cluster 79708,1,unique
79709,Cluster 79709,1,unique
79710,Cluster 79710,1,unique
79711,Cluster 79711,1,unique
79712,Cluster 79712,1,unique
79713,Cluster 79713,1,unique
79714,Cluster 79714,4,unique
79715,Cluster 79715,8,unique
79716,Cluster 79716,1,unique
79717,Cluster 79717,19,unique
79718,Cluster 79718,2,unique
79719,Cluster 79719,273,accessory
79720,Cluster 79720,1,unique
79721,Cluster 79721,9,unique
79722,Cluster 79722,3,unique
79723,Cluster 79723,10,unique
79724,Cluster 79724,1,unique
79725,Cluster 79725,2,unique
79726,Cluster 79726,18,unique
79727,Cluster 79727,4,unique
79728,Cluster 79728,1,unique
79729,Cluster 79729,1,unique
79730,Cluster 79730,3,unique
79731,Cluster 79731,2,unique
79732,Cluster 79732,1,unique
79733,Cluster 79733,3,unique
79734,Cluster 79734,2,unique
79735,Cluster 79735,4,unique
79736,Cluster 79736,3,unique
79737,Cluster 79737,2,unique
79738,Cluster 79738,2,unique
79739,Cluster 79739,1,unique
79740,Cluster 79740,1,unique
79741,Cluster 79741,1,unique
79742,Cluster 79742,3,unique
79743,Cluster 79743,3,unique
79744,Cluster 79744,3,unique
79745,Cluster 79745,3,unique
79746,Cluster 79746,4,unique
79747,Cluster 79747,1,unique
79748,Cluster 79748,2,unique
79749,Cluster 79749,3,unique
79750,Cluster 79750,4,unique
79751,Cluster 79751,3,unique
79752,Cluster 79752,3,unique
79753,Cluster 79753,1111,accessory
79754,Cluster 79754,8,unique
79755,Cluster 79755,2,unique
79756,Cluster 79756,2,unique
79757,Cluster 79757,2,unique
79758,Cluster 79758,1,unique
79759,Cluster 79759,5,unique
79760,Cluster 79760,1,unique
79761,Cluster 79761,1,unique
79762,Cluster 79762,2,unique
79763,Cluster 79763,1576,accessory
79764,Cluster 79764,3,unique
79765,Cluster 79765,1,unique
79766,Cluster 79766,135,unique
79767,Cluster 79767,4,unique
79768,Cluster 79768,1,unique
79769,Cluster 79769,1,unique
79770,Cluster 79770,2,unique
79771,Cluster 79771,1,unique
79772,Cluster 79772,7,unique
79773,Cluster 79773,1,unique
79774,Cluster 79774,5,unique
79775,Cluster 79775,3,unique
79776,Cluster 79776,1,unique
79777,Cluster 79777,1,unique
79778,Cluster 79778,10,unique
79779,Cluster 79779,1,unique
79780,Cluster 79780,2,unique
79781,Cluster 79781,2,unique
79782,Cluster 79782,1,unique
79783,Cluster 79783,144,unique
79784,Cluster 79784,1,unique
79785,Cluster 79785,1,unique
79786,Cluster 79786,1,unique
79787,Cluster 79787,1,unique
79788,Cluster 79788,2,unique
79789,Cluster 79789,3,unique
79790,Cluster 79790,1,unique
79791,Cluster 79791,1,unique
79792,Cluster 79792,1,unique
79793,Cluster 79793,4,unique
79794,Cluster 79794,1,unique
79795,Cluster 79795,1,unique
79796,Cluster 79796,1,unique
79797,Cluster 79797,3,unique
79798,Cluster 79798,7,unique
79799,Cluster 79799,440,accessory
79800,Cluster 79800,1,unique
79801,Cluster 79801,1,unique
79802,Cluster 79802,1,unique
79803,Cluster 79803,1,unique
79804,Cluster 79804,2,unique
79805,Cluster 79805,1,unique
79806,Cluster 79806,943,accessory
79807,Cluster 79807,354,accessory
79808,Cluster 79808,1838,accessory
79809,Cluster 79809,613,accessory
79810,Cluster 79810,1700,accessory
79811,Cluster 79811,1458,accessory
79812,Cluster 79812,918,accessory
79813,Cluster 79813,64,unique
79814,Cluster 79814,1914,accessory
79815,Cluster 79815,454,accessory
79816,Cluster 79816,279,accessory
79817,Cluster 79817,26,unique
79818,Cluster 79818,144,unique
79819,Cluster 79819,6,unique
79820,Cluster 79820,392,accessory
79821,Cluster 79821,6,unique
79822,Cluster 79822,103,unique
79823,Cluster 79823,8,unique
79824,Cluster 79824,686,accessory
79825,Cluster 79825,4,unique
79826,Cluster 79826,2,unique
79827,Cluster 79827,2,unique
79828,Cluster 79828,1,unique
79829,Cluster 79829,1,unique
79830,Cluster 79830,2,unique
79831,Cluster 79831,2,unique
79832,Cluster 79832,2,unique
79833,Cluster 79833,1,unique
79834,Cluster 79834,2,unique
79835,Cluster 79835,1,unique
79836,Cluster 79836,2,unique
79837,Cluster 79837,1,unique
79838,Cluster 79838,1,unique
79839,Cluster 79839,1,unique
79840,Cluster 79840,1,unique
79841,Cluster 79841,97,unique
79842,Cluster 79842,149,unique
79843,Cluster 79843,1,unique
79844,Cluster 79844,80,unique
79845,Cluster 79845,3,unique
79846,Cluster 79846,23,unique
79847,Cluster 79847,2,unique
79848,Cluster 79848,234,accessory
79849,Cluster 79849,200,accessory
79850,Cluster 79850,92,unique
79851,Cluster 79851,13,unique
79852,Cluster 79852,107,unique
79853,Cluster 79853,36,unique
79854,Cluster 79854,95,unique
79855,Cluster 79855,125,unique
79856,Cluster 79856,202,accessory
79857,Cluster 79857,367,accessory
79858,Cluster 79858,8,unique
79859,Cluster 79859,124,unique
79860,Cluster 79860,34,unique
79861,Cluster 79861,1,unique
79862,Cluster 79862,34,unique
79863,Cluster 79863,1,unique
79864,Cluster 79864,8,unique
79865,Cluster 79865,50,unique
79866,Cluster 79866,102,unique
79867,Cluster 79867,3,unique
79868,Cluster 79868,8,unique
79869,Cluster 79869,196,accessory
79870,Cluster 79870,39,unique
79871,Cluster 79871,1,unique
79872,Cluster 79872,16,unique
79873,Cluster 79873,10,unique
79874,Cluster 79874,2,unique
79875,Cluster 79875,40,unique
79876,Cluster 79876,8,unique
79877,Cluster 79877,2,unique
79878,Cluster 79878,601,accessory
79879,Cluster 79879,285,accessory
79880,Cluster 79880,376,accessory
79881,Cluster 79881,2,unique
79882,Cluster 79882,1,unique
79883,Cluster 79883,32,unique
79884,Cluster 79884,43,unique
79885,Cluster 79885,233,accessory
79886,Cluster 79886,1265,accessory
79887,Cluster 79887,14,unique
79888,Cluster 79888,66,unique
79889,Cluster 79889,181,accessory
79890,Cluster 79890,46,unique
79891,Cluster 79891,56,unique
79892,Cluster 79892,186,accessory
79893,Cluster 79893,14,unique
79894,Cluster 79894,21,unique
79895,Cluster 79895,55,unique
79896,Cluster 79896,1,unique
79897,Cluster 79897,1,unique
79898,Cluster 79898,14,unique
79899,Cluster 79899,1,unique
79900,Cluster 79900,3,unique
79901,Cluster 79901,272,accessory
79902,Cluster 79902,324,accessory
79903,Cluster 79903,63,unique
79904,Cluster 79904,189,accessory
79905,Cluster 79905,137,unique
79906,Cluster 79906,4,unique
79907,Cluster 79907,3,unique
79908,Cluster 79908,85,unique
79909,Cluster 79909,3,unique
79910,Cluster 79910,54,unique
79911,Cluster 79911,210,accessory
79912,Cluster 79912,111,unique
79913,Cluster 79913,20,unique
79914,Cluster 79914,1,unique
79915,Cluster 79915,178,accessory
79916,Cluster 79916,1,unique
79917,Cluster 79917,7,unique
79918,Cluster 79918,38,unique
79919,Cluster 79919,10,unique
79920,Cluster 79920,64,unique
79921,Cluster 79921,3,unique
79922,Cluster 79922,12,unique
79923,Cluster 79923,5,unique
79924,Cluster 79924,2,unique
79925,Cluster 79925,7,unique
79926,Cluster 79926,7,unique
79927,Cluster 79927,6,unique
79928,Cluster 79928,35,unique
79929,Cluster 79929,3,unique
79930,Cluster 79930,19,unique
79931,Cluster 79931,27,unique
79932,Cluster 79932,1,unique
79933,Cluster 79933,12,unique
79934,Cluster 79934,24,unique
79935,Cluster 79935,14,unique
79936,Cluster 79936,7,unique
79937,Cluster 79937,92,unique
79938,Cluster 79938,18,unique
79939,Cluster 79939,1,unique
79940,Cluster 79940,10,unique
79941,Cluster 79941,82,unique
79942,Cluster 79942,7,unique
79943,Cluster 79943,33,unique
79944,Cluster 79944,42,unique
79945,Cluster 79945,105,unique
79946,Cluster 79946,9,unique
79947,Cluster 79947,49,unique
79948,Cluster 79948,7,unique
79949,Cluster 79949,1,unique
79950,Cluster 79950,5,unique
79951,Cluster 79951,2,unique
79952,Cluster 79952,47,unique
79953,Cluster 79953,15,unique
79954,Cluster 79954,9,unique
79955,Cluster 79955,2,unique
79956,Cluster 79956,1,unique
79957,Cluster 79957,23,unique
79958,Cluster 79958,7,unique
79959,Cluster 79959,10,unique
79960,Cluster 79960,8,unique
79961,Cluster 79961,78,unique
79962,Cluster 79962,32,unique
79963,Cluster 79963,78,unique
79964,Cluster 79964,22,unique
79965,Cluster 79965,3,unique
79966,Cluster 79966,277,accessory
79967,Cluster 79967,2,unique
79968,Cluster 79968,3,unique
79969,Cluster 79969,3,unique
79970,Cluster 79970,2,unique
79971,Cluster 79971,1,unique
79972,Cluster 79972,1,unique
79973,Cluster 79973,111,unique
79974,Cluster 79974,1,unique
79975,Cluster 79975,158,unique
79976,Cluster 79976,45,unique
79977,Cluster 79977,14,unique
79978,Cluster 79978,15,unique
79979,Cluster 79979,6,unique
79980,Cluster 79980,9,unique
79981,Cluster 79981,1,unique
79982,Cluster 79982,2,unique
79983,Cluster 79983,7,unique
79984,Cluster 79984,3,unique
79985,Cluster 79985,1,unique
79986,Cluster 79986,9,unique
79987,Cluster 79987,25,unique
79988,Cluster 79988,5,unique
79989,Cluster 79989,1,unique
79990,Cluster 79990,1,unique
79991,Cluster 79991,43,unique
79992,Cluster 79992,1,unique
79993,Cluster 79993,29,unique
79994,Cluster 79994,8,unique
79995,Cluster 79995,3,unique
79996,Cluster 79996,27,unique
79997,Cluster 79997,2,unique
79998,Cluster 79998,1,unique
79999,Cluster 79999,7,unique
80000,Cluster 80000,1,unique
80001,Cluster 80001,27,unique
80002,Cluster 80002,1,unique
80003,Cluster 80003,1,unique
80004,Cluster 80004,1,unique
80005,Cluster 80005,1,unique
80006,Cluster 80006,32,unique
80007,Cluster 80007,3,unique
80008,Cluster 80008,1,unique
80009,Cluster 80009,13,unique
80010,Cluster 80010,1,unique
80011,Cluster 80011,1,unique
80012,Cluster 80012,2,unique
80013,Cluster 80013,2,unique
80014,Cluster 80014,3,unique
80015,Cluster 80015,3,unique
80016,Cluster 80016,72,unique
80017,Cluster 80017,1,unique
80018,Cluster 80018,5,unique
80019,Cluster 80019,1,unique
80020,Cluster 80020,2,unique
80021,Cluster 80021,3,unique
80022,Cluster 80022,2,unique
80023,Cluster 80023,1,unique
80024,Cluster 80024,20,unique
80025,Cluster 80025,8,unique
80026,Cluster 80026,4,unique
80027,Cluster 80027,1,unique
80028,Cluster 80028,11,unique
80029,Cluster 80029,3,unique
80030,Cluster 80030,12,unique
80031,Cluster 80031,157,unique
80032,Cluster 80032,7,unique
80033,Cluster 80033,20,unique
80034,Cluster 80034,1,unique
80035,Cluster 80035,3,unique
80036,Cluster 80036,1,unique
80037,Cluster 80037,8,unique
80038,Cluster 80038,1,unique
80039,Cluster 80039,1,unique
80040,Cluster 80040,1,unique
80041,Cluster 80041,6,unique
80042,Cluster 80042,7,unique
80043,Cluster 80043,5,unique
80044,Cluster 80044,5,unique
80045,Cluster 80045,1,unique
80046,Cluster 80046,1,unique
80047,Cluster 80047,1,unique
80048,Cluster 80048,2,unique
80049,Cluster 80049,2,unique
80050,Cluster 80050,1,unique
80051,Cluster 80051,1,unique
80052,Cluster 80052,3,unique
80053,Cluster 80053,2,unique
80054,Cluster 80054,6,unique
80055,Cluster 80055,5,unique
80056,Cluster 80056,6,unique
80057,Cluster 80057,47,unique
80058,Cluster 80058,2,unique
80059,Cluster 80059,2,unique
80060,Cluster 80060,3,unique
80061,Cluster 80061,7,unique
80062,Cluster 80062,1,unique
80063,Cluster 80063,1,unique
80064,Cluster 80064,2,unique
80065,Cluster 80065,3,unique
80066,Cluster 80066,852,accessory
80067,Cluster 80067,1,unique
80068,Cluster 80068,2,unique
80069,Cluster 80069,1,unique
80070,Cluster 80070,12,unique
80071,Cluster 80071,1,unique
80072,Cluster 80072,3,unique
80073,Cluster 80073,3,unique
80074,Cluster 80074,2,unique
80075,Cluster 80075,3,unique
80076,Cluster 80076,3,unique
80077,Cluster 80077,2,unique
80078,Cluster 80078,3,unique
80079,Cluster 80079,2,unique
80080,Cluster 80080,2,unique
80081,Cluster 80081,1,unique
80082,Cluster 80082,3,unique
80083,Cluster 80083,23,unique
80084,Cluster 80084,6,unique
80085,Cluster 80085,4,unique
80086,Cluster 80086,1,unique
80087,Cluster 80087,2,unique
80088,Cluster 80088,3,unique
80089,Cluster 80089,1,unique
80090,Cluster 80090,1,unique
80091,Cluster 80091,1,unique
80092,Cluster 80092,4,unique
80093,Cluster 80093,1,unique
80094,Cluster 80094,1,unique
80095,Cluster 80095,1,unique
80096,Cluster 80096,1,unique
80097,Cluster 80097,3,unique
80098,Cluster 80098,9,unique
80099,Cluster 80099,1,unique
80100,Cluster 80100,2,unique
80101,Cluster 80101,5,unique
80102,Cluster 80102,10,unique
80103,Cluster 80103,4,unique
80104,Cluster 80104,3,unique
80105,Cluster 80105,2,unique
80106,Cluster 80106,4,unique
80107,Cluster 80107,1,unique
80108,Cluster 80108,1,unique
80109,Cluster 80109,4,unique
80110,Cluster 80110,24,unique
80111,Cluster 80111,454,accessory
80112,Cluster 80112,1,unique
80113,Cluster 80113,14,unique
80114,Cluster 80114,1,unique
80115,Cluster 80115,1,unique
80116,Cluster 80116,6,unique
80117,Cluster 80117,1,unique
80118,Cluster 80118,654,accessory
80119,Cluster 80119,2,unique
80120,Cluster 80120,5,unique
80121,Cluster 80121,7,unique
80122,Cluster 80122,1,unique
80123,Cluster 80123,2,unique
80124,Cluster 80124,451,accessory
80125,Cluster 80125,2,unique
80126,Cluster 80126,1,unique
80127,Cluster 80127,80,unique
80128,Cluster 80128,6,unique
80129,Cluster 80129,3,unique
80130,Cluster 80130,1,unique
80131,Cluster 80131,1,unique
80132,Cluster 80132,3,unique
80133,Cluster 80133,3,unique
80134,Cluster 80134,1,unique
80135,Cluster 80135,1,unique
80136,Cluster 80136,10,unique
80137,Cluster 80137,2,unique
80138,Cluster 80138,18,unique
80139,Cluster 80139,3,unique
80140,Cluster 80140,2,unique
80141,Cluster 80141,1,unique
80142,Cluster 80142,1,unique
80143,Cluster 80143,2,unique
80144,Cluster 80144,1,unique
80145,Cluster 80145,3,unique
80146,Cluster 80146,1,unique
80147,Cluster 80147,2,unique
80148,Cluster 80148,1,unique
80149,Cluster 80149,20,unique
80150,Cluster 80150,4,unique
80151,Cluster 80151,115,unique
80152,Cluster 80152,2,unique
80153,Cluster 80153,2,unique
80154,Cluster 80154,1,unique
80155,Cluster 80155,1,unique
80156,Cluster 80156,1,unique
80157,Cluster 80157,3,unique
80158,Cluster 80158,1,unique
80159,Cluster 80159,4,unique
80160,Cluster 80160,2,unique
80161,Cluster 80161,6,unique
80162,Cluster 80162,2,unique
80163,Cluster 80163,1,unique
80164,Cluster 80164,2,unique
80165,Cluster 80165,4,unique
80166,Cluster 80166,1,unique
80167,Cluster 80167,1,unique
80168,Cluster 80168,1,unique
80169,Cluster 80169,4,unique
80170,Cluster 80170,1,unique
80171,Cluster 80171,6,unique
80172,Cluster 80172,4,unique
80173,Cluster 80173,7,unique
80174,Cluster 80174,2,unique
80175,Cluster 80175,9,unique
80176,Cluster 80176,1,unique
80177,Cluster 80177,1,unique
80178,Cluster 80178,4,unique
80179,Cluster 80179,1,unique
80180,Cluster 80180,7,unique
80181,Cluster 80181,10,unique
80182,Cluster 80182,2,unique
80183,Cluster 80183,1,unique
80184,Cluster 80184,2,unique
80185,Cluster 80185,2,unique
80186,Cluster 80186,1,unique
80187,Cluster 80187,1,unique
80188,Cluster 80188,4,unique
80189,Cluster 80189,2,unique
80190,Cluster 80190,1,unique
80191,Cluster 80191,417,accessory
80192,Cluster 80192,1,unique
80193,Cluster 80193,3,unique
80194,Cluster 80194,1,unique
80195,Cluster 80195,1,unique
80196,Cluster 80196,26,unique
80197,Cluster 80197,1,unique
80198,Cluster 80198,4,unique
80199,Cluster 80199,1,unique
80200,Cluster 80200,6,unique
80201,Cluster 80201,1,unique
80202,Cluster 80202,1,unique
80203,Cluster 80203,2,unique
80204,Cluster 80204,1,unique
80205,Cluster 80205,8,unique
80206,Cluster 80206,19,unique
80207,Cluster 80207,2,unique
80208,Cluster 80208,1,unique
80209,Cluster 80209,1,unique
80210,Cluster 80210,1,unique
80211,Cluster 80211,1,unique
80212,Cluster 80212,1,unique
80213,Cluster 80213,4,unique
80214,Cluster 80214,1,unique
80215,Cluster 80215,1,unique
80216,Cluster 80216,1,unique
80217,Cluster 80217,79,unique
80218,Cluster 80218,6,unique
80219,Cluster 80219,1,unique
80220,Cluster 80220,2,unique
80221,Cluster 80221,1,unique
80222,Cluster 80222,2,unique
80223,Cluster 80223,1,unique
80224,Cluster 80224,2,unique
80225,Cluster 80225,2,unique
80226,Cluster 80226,1,unique
80227,Cluster 80227,1,unique
80228,Cluster 80228,1,unique
80229,Cluster 80229,1,unique
80230,Cluster 80230,1,unique
80231,Cluster 80231,5,unique
80232,Cluster 80232,1,unique
80233,Cluster 80233,1,unique
80234,Cluster 80234,1,unique
80235,Cluster 80235,105,unique
