, ,Number of genomes,gene_class
9142,Cluster 9142,1,unique
9143,Cluster 9143,1,unique
9144,Cluster 9144,1,unique
9145,Cluster 9145,1,unique
9146,Cluster 9146,2,unique
9147,Cluster 9147,3,unique
9148,Cluster 9148,1,unique
9149,Cluster 9149,1,unique
9150,Cluster 9150,1,unique
9151,Cluster 9151,6,unique
9152,Cluster 9152,1573,core
9153,Cluster 9153,1,unique
9154,Cluster 9154,1,unique
9155,Cluster 9155,2,unique
9156,Cluster 9156,1,unique
9157,Cluster 9157,1,unique
9158,Cluster 9158,1,unique
9159,Cluster 9159,1,unique
9160,Cluster 9160,1,unique
9161,Cluster 9161,1,unique
9162,Cluster 9162,1,unique
9163,Cluster 9163,1,unique
9164,Cluster 9164,1,unique
9165,Cluster 9165,1588,core
9166,Cluster 9166,1589,core
9167,Cluster 9167,1,unique
9168,Cluster 9168,1588,core
9169,Cluster 9169,11,unique
9170,Cluster 9170,1,unique
9171,Cluster 9171,1586,core
9172,Cluster 9172,1,unique
9173,Cluster 9173,3,unique
9174,Cluster 9174,36,unique
9175,Cluster 9175,3,unique
9176,Cluster 9176,1,unique
9177,Cluster 9177,1,unique
9178,Cluster 9178,5,unique
9179,Cluster 9179,1,unique
9180,Cluster 9180,1,unique
9181,Cluster 9181,2,unique
9182,Cluster 9182,4,unique
9183,Cluster 9183,3,unique
9184,Cluster 9184,54,unique
9185,Cluster 9185,1,unique
9186,Cluster 9186,1,unique
9187,Cluster 9187,4,unique
9188,Cluster 9188,1,unique
9189,Cluster 9189,1388,accessory
9190,Cluster 9190,35,unique
9191,Cluster 9191,2,unique
9192,Cluster 9192,4,unique
9193,Cluster 9193,1,unique
9194,Cluster 9194,1,unique
9195,Cluster 9195,1,unique
9196,Cluster 9196,1589,core
9197,Cluster 9197,1,unique
9198,Cluster 9198,1,unique
9199,Cluster 9199,13,unique
9200,Cluster 9200,1,unique
9201,Cluster 9201,1588,core
9202,Cluster 9202,1589,core
9203,Cluster 9203,1589,core
9204,Cluster 9204,1586,core
9205,Cluster 9205,1588,core
9206,Cluster 9206,1589,core
9207,Cluster 9207,1586,core
9208,Cluster 9208,681,accessory
9209,Cluster 9209,1,unique
9210,Cluster 9210,1585,core
9211,Cluster 9211,2,unique
9212,Cluster 9212,62,unique
9213,Cluster 9213,151,accessory
9214,Cluster 9214,1,unique
9215,Cluster 9215,1,unique
9216,Cluster 9216,1589,core
9217,Cluster 9217,2,unique
9218,Cluster 9218,1,unique
9219,Cluster 9219,2,unique
9220,Cluster 9220,1,unique
9221,Cluster 9221,38,unique
9222,Cluster 9222,1,unique
9223,Cluster 9223,1,unique
9224,Cluster 9224,1588,core
9225,Cluster 9225,1,unique
9226,Cluster 9226,2,unique
9227,Cluster 9227,51,unique
9228,Cluster 9228,8,unique
9229,Cluster 9229,2,unique
9230,Cluster 9230,1,unique
9231,Cluster 9231,1,unique
9232,Cluster 9232,1153,accessory
9233,Cluster 9233,5,unique
9234,Cluster 9234,1,unique
9235,Cluster 9235,3,unique
9236,Cluster 9236,1,unique
9237,Cluster 9237,1,unique
9238,Cluster 9238,2,unique
9239,Cluster 9239,1,unique
9240,Cluster 9240,1,unique
9241,Cluster 9241,4,unique
9242,Cluster 9242,2,unique
9243,Cluster 9243,1,unique
9244,Cluster 9244,1,unique
9245,Cluster 9245,3,unique
9246,Cluster 9246,2,unique
9247,Cluster 9247,1,unique
9248,Cluster 9248,1,unique
9249,Cluster 9249,1,unique
9250,Cluster 9250,2,unique
9251,Cluster 9251,1589,core
9252,Cluster 9252,1583,core
9253,Cluster 9253,1584,core
9254,Cluster 9254,2,unique
9255,Cluster 9255,712,accessory
9256,Cluster 9256,1,unique
9257,Cluster 9257,6,unique
9258,Cluster 9258,568,accessory
9259,Cluster 9259,1,unique
9260,Cluster 9260,1582,core
9261,Cluster 9261,2,unique
9262,Cluster 9262,2,unique
9263,Cluster 9263,3,unique
9264,Cluster 9264,1,unique
9265,Cluster 9265,1,unique
9266,Cluster 9266,1,unique
9267,Cluster 9267,37,unique
9268,Cluster 9268,1588,core
9269,Cluster 9269,1,unique
9270,Cluster 9270,1,unique
9271,Cluster 9271,2,unique
9272,Cluster 9272,1,unique
9273,Cluster 9273,1,unique
9274,Cluster 9274,658,accessory
9275,Cluster 9275,2,unique
9276,Cluster 9276,4,unique
9277,Cluster 9277,1,unique
9278,Cluster 9278,1,unique
9279,Cluster 9279,4,unique
9280,Cluster 9280,1,unique
9281,Cluster 9281,2,unique
9282,Cluster 9282,1,unique
9283,Cluster 9283,2,unique
9284,Cluster 9284,1,unique
9285,Cluster 9285,1,unique
9286,Cluster 9286,1,unique
9287,Cluster 9287,7,unique
9288,Cluster 9288,2,unique
9289,Cluster 9289,1,unique
9290,Cluster 9290,2,unique
9291,Cluster 9291,1,unique
9292,Cluster 9292,1,unique
9293,Cluster 9293,1,unique
9294,Cluster 9294,1,unique
9295,Cluster 9295,1,unique
9296,Cluster 9296,1,unique
9297,Cluster 9297,1,unique
9298,Cluster 9298,1587,core
9299,Cluster 9299,1588,core
9300,Cluster 9300,1588,core
9301,Cluster 9301,1588,core
9302,Cluster 9302,1,unique
9303,Cluster 9303,1,unique
9304,Cluster 9304,3,unique
9305,Cluster 9305,4,unique
9306,Cluster 9306,1577,core
9307,Cluster 9307,2,unique
9308,Cluster 9308,1,unique
9309,Cluster 9309,45,unique
9310,Cluster 9310,2,unique
9311,Cluster 9311,17,unique
9312,Cluster 9312,1,unique
9313,Cluster 9313,6,unique
9314,Cluster 9314,1,unique
9315,Cluster 9315,1,unique
9316,Cluster 9316,3,unique
9317,Cluster 9317,2,unique
9318,Cluster 9318,2,unique
9319,Cluster 9319,1,unique
9320,Cluster 9320,1,unique
9321,Cluster 9321,1,unique
9322,Cluster 9322,1,unique
9323,Cluster 9323,1,unique
9324,Cluster 9324,7,unique
9325,Cluster 9325,1,unique
9326,Cluster 9326,3,unique
9327,Cluster 9327,2,unique
9328,Cluster 9328,1,unique
9329,Cluster 9329,2,unique
9330,Cluster 9330,2,unique
9331,Cluster 9331,1,unique
9332,Cluster 9332,1,unique
9333,Cluster 9333,35,unique
9334,Cluster 9334,1,unique
9335,Cluster 9335,2,unique
9336,Cluster 9336,3,unique
9337,Cluster 9337,2,unique
9338,Cluster 9338,2,unique
9339,Cluster 9339,1,unique
9340,Cluster 9340,2,unique
9341,Cluster 9341,1,unique
9342,Cluster 9342,1,unique
9343,Cluster 9343,1,unique
9344,Cluster 9344,1,unique
9345,Cluster 9345,2,unique
9346,Cluster 9346,1585,core
9347,Cluster 9347,916,accessory
9348,Cluster 9348,1588,core
9349,Cluster 9349,1,unique
9350,Cluster 9350,4,unique
9351,Cluster 9351,1,unique
9352,Cluster 9352,1562,core
9353,Cluster 9353,1,unique
9354,Cluster 9354,1,unique
9355,Cluster 9355,3,unique
9356,Cluster 9356,1589,core
9357,Cluster 9357,6,unique
9358,Cluster 9358,1,unique
9359,Cluster 9359,5,unique
9360,Cluster 9360,6,unique
9361,Cluster 9361,13,unique
9362,Cluster 9362,1,unique
9363,Cluster 9363,1,unique
9364,Cluster 9364,1,unique
9365,Cluster 9365,2,unique
9366,Cluster 9366,12,unique
9367,Cluster 9367,1,unique
9368,Cluster 9368,3,unique
9369,Cluster 9369,1,unique
9370,Cluster 9370,1587,core
9371,Cluster 9371,1582,core
9372,Cluster 9372,1,unique
9373,Cluster 9373,1,unique
9374,Cluster 9374,1,unique
9375,Cluster 9375,1,unique
9376,Cluster 9376,1587,core
9377,Cluster 9377,1588,core
9378,Cluster 9378,1583,core
9379,Cluster 9379,13,unique
9380,Cluster 9380,41,unique
9381,Cluster 9381,1439,accessory
9382,Cluster 9382,2,unique
9383,Cluster 9383,1,unique
9384,Cluster 9384,1,unique
9385,Cluster 9385,4,unique
9386,Cluster 9386,264,accessory
9387,Cluster 9387,1,unique
9388,Cluster 9388,4,unique
9389,Cluster 9389,11,unique
9390,Cluster 9390,15,unique
9391,Cluster 9391,2,unique
9392,Cluster 9392,1,unique
9393,Cluster 9393,1,unique
9394,Cluster 9394,1539,core
9395,Cluster 9395,1,unique
9396,Cluster 9396,6,unique
9397,Cluster 9397,1,unique
9398,Cluster 9398,2,unique
9399,Cluster 9399,36,unique
9400,Cluster 9400,4,unique
9401,Cluster 9401,2,unique
9402,Cluster 9402,1,unique
9403,Cluster 9403,1,unique
9404,Cluster 9404,1,unique
9405,Cluster 9405,3,unique
9406,Cluster 9406,3,unique
9407,Cluster 9407,1,unique
9408,Cluster 9408,2,unique
9409,Cluster 9409,2,unique
9410,Cluster 9410,15,unique
9411,Cluster 9411,1,unique
9412,Cluster 9412,1,unique
9413,Cluster 9413,1,unique
9414,Cluster 9414,1,unique
9415,Cluster 9415,1,unique
9416,Cluster 9416,1,unique
9417,Cluster 9417,3,unique
9418,Cluster 9418,2,unique
9419,Cluster 9419,1,unique
9420,Cluster 9420,1588,core
9421,Cluster 9421,1562,core
9422,Cluster 9422,1589,core
9423,Cluster 9423,1,unique
9424,Cluster 9424,694,accessory
9425,Cluster 9425,1433,accessory
9426,Cluster 9426,2,unique
9427,Cluster 9427,2,unique
9428,Cluster 9428,1,unique
9429,Cluster 9429,1,unique
9430,Cluster 9430,3,unique
9431,Cluster 9431,1,unique
9432,Cluster 9432,1,unique
9433,Cluster 9433,16,unique
9434,Cluster 9434,1,unique
9435,Cluster 9435,1,unique
9436,Cluster 9436,2,unique
9437,Cluster 9437,1,unique
9438,Cluster 9438,228,accessory
9439,Cluster 9439,2,unique
9440,Cluster 9440,1585,core
9441,Cluster 9441,1,unique
9442,Cluster 9442,1,unique
9443,Cluster 9443,2,unique
9444,Cluster 9444,1,unique
9445,Cluster 9445,1,unique
9446,Cluster 9446,2,unique
9447,Cluster 9447,1,unique
9448,Cluster 9448,6,unique
9449,Cluster 9449,1,unique
9450,Cluster 9450,1,unique
9451,Cluster 9451,1,unique
9452,Cluster 9452,1586,core
9453,Cluster 9453,1589,core
9454,Cluster 9454,1589,core
9455,Cluster 9455,1589,core
9456,Cluster 9456,1,unique
9457,Cluster 9457,40,unique
9458,Cluster 9458,2,unique
9459,Cluster 9459,36,unique
9460,Cluster 9460,1,unique
9461,Cluster 9461,4,unique
9462,Cluster 9462,1,unique
9463,Cluster 9463,1,unique
9464,Cluster 9464,1,unique
9465,Cluster 9465,1,unique
9466,Cluster 9466,1,unique
9467,Cluster 9467,53,unique
9468,Cluster 9468,16,unique
9469,Cluster 9469,1017,accessory
9470,Cluster 9470,3,unique
9471,Cluster 9471,1,unique
9472,Cluster 9472,2,unique
9473,Cluster 9473,1,unique
9474,Cluster 9474,2,unique
9475,Cluster 9475,44,unique
9476,Cluster 9476,1,unique
9477,Cluster 9477,5,unique
9478,Cluster 9478,1,unique
9479,Cluster 9479,1,unique
9480,Cluster 9480,73,unique
9481,Cluster 9481,1,unique
9482,Cluster 9482,1,unique
9483,Cluster 9483,1,unique
9484,Cluster 9484,5,unique
9485,Cluster 9485,1,unique
9486,Cluster 9486,16,unique
9487,Cluster 9487,1,unique
9488,Cluster 9488,2,unique
9489,Cluster 9489,1589,core
9490,Cluster 9490,1582,core
9491,Cluster 9491,1589,core
9492,Cluster 9492,1586,core
9493,Cluster 9493,1,unique
9494,Cluster 9494,2,unique
9495,Cluster 9495,2,unique
9496,Cluster 9496,27,unique
9497,Cluster 9497,2,unique
9498,Cluster 9498,1527,core
9499,Cluster 9499,4,unique
9500,Cluster 9500,1,unique
9501,Cluster 9501,2,unique
9502,Cluster 9502,1,unique
9503,Cluster 9503,2,unique
9504,Cluster 9504,11,unique
9505,Cluster 9505,2,unique
9506,Cluster 9506,2,unique
9507,Cluster 9507,2,unique
9508,Cluster 9508,1,unique
9509,Cluster 9509,1,unique
9510,Cluster 9510,1,unique
9511,Cluster 9511,4,unique
9512,Cluster 9512,1,unique
9513,Cluster 9513,2,unique
9514,Cluster 9514,2,unique
9515,Cluster 9515,2,unique
9516,Cluster 9516,3,unique
9517,Cluster 9517,4,unique
9518,Cluster 9518,1,unique
9519,Cluster 9519,3,unique
9520,Cluster 9520,1,unique
9521,Cluster 9521,1,unique
9522,Cluster 9522,2,unique
9523,Cluster 9523,1,unique
9524,Cluster 9524,1,unique
9525,Cluster 9525,91,unique
9526,Cluster 9526,1589,core
9527,Cluster 9527,1589,core
9528,Cluster 9528,1589,core
9529,Cluster 9529,1588,core
9530,Cluster 9530,1589,core
9531,Cluster 9531,1588,core
9532,Cluster 9532,1586,core
9533,Cluster 9533,847,accessory
9534,Cluster 9534,1,unique
9535,Cluster 9535,3,unique
9536,Cluster 9536,29,unique
9537,Cluster 9537,1497,accessory
9538,Cluster 9538,1588,core
9539,Cluster 9539,67,unique
9540,Cluster 9540,1,unique
9541,Cluster 9541,11,unique
9542,Cluster 9542,1586,core
9543,Cluster 9543,2,unique
9544,Cluster 9544,5,unique
9545,Cluster 9545,58,unique
9546,Cluster 9546,1,unique
9547,Cluster 9547,1,unique
9548,Cluster 9548,1,unique
9549,Cluster 9549,6,unique
9550,Cluster 9550,28,unique
9551,Cluster 9551,1,unique
9552,Cluster 9552,5,unique
9553,Cluster 9553,1,unique
9554,Cluster 9554,6,unique
9555,Cluster 9555,65,unique
9556,Cluster 9556,2,unique
9557,Cluster 9557,5,unique
9558,Cluster 9558,1,unique
9559,Cluster 9559,1589,core
9560,Cluster 9560,2,unique
9561,Cluster 9561,3,unique
9562,Cluster 9562,1,unique
9563,Cluster 9563,2,unique
9564,Cluster 9564,2,unique
9565,Cluster 9565,2,unique
9566,Cluster 9566,1,unique
9567,Cluster 9567,2,unique
9568,Cluster 9568,3,unique
9569,Cluster 9569,1,unique
9570,Cluster 9570,2,unique
9571,Cluster 9571,1,unique
9572,Cluster 9572,1,unique
9573,Cluster 9573,1,unique
9574,Cluster 9574,1,unique
9575,Cluster 9575,1589,core
9576,Cluster 9576,1588,core
9577,Cluster 9577,1583,core
9578,Cluster 9578,1,unique
9579,Cluster 9579,1563,core
9580,Cluster 9580,3,unique
9581,Cluster 9581,1,unique
9582,Cluster 9582,475,accessory
9583,Cluster 9583,186,accessory
9584,Cluster 9584,1,unique
9585,Cluster 9585,165,accessory
9586,Cluster 9586,1,unique
9587,Cluster 9587,65,unique
9588,Cluster 9588,66,unique
9589,Cluster 9589,4,unique
9590,Cluster 9590,2,unique
9591,Cluster 9591,1,unique
9592,Cluster 9592,1,unique
9593,Cluster 9593,1,unique
9594,Cluster 9594,1,unique
9595,Cluster 9595,1,unique
9596,Cluster 9596,1,unique
9597,Cluster 9597,2,unique
9598,Cluster 9598,2,unique
9599,Cluster 9599,2,unique
9600,Cluster 9600,1,unique
9601,Cluster 9601,4,unique
9602,Cluster 9602,1,unique
9603,Cluster 9603,1,unique
9604,Cluster 9604,1,unique
9605,Cluster 9605,1,unique
9606,Cluster 9606,6,unique
9607,Cluster 9607,1,unique
9608,Cluster 9608,1,unique
9609,Cluster 9609,3,unique
9610,Cluster 9610,1,unique
9611,Cluster 9611,4,unique
9612,Cluster 9612,2,unique
9613,Cluster 9613,1,unique
9614,Cluster 9614,6,unique
9615,Cluster 9615,1,unique
9616,Cluster 9616,1,unique
9617,Cluster 9617,2,unique
9618,Cluster 9618,1589,core
9619,Cluster 9619,1404,accessory
9620,Cluster 9620,1587,core
9621,Cluster 9621,627,accessory
9622,Cluster 9622,2,unique
9623,Cluster 9623,2,unique
9624,Cluster 9624,70,unique
9625,Cluster 9625,1464,accessory
9626,Cluster 9626,3,unique
9627,Cluster 9627,1,unique
9628,Cluster 9628,1,unique
9629,Cluster 9629,1586,core
9630,Cluster 9630,7,unique
9631,Cluster 9631,2,unique
9632,Cluster 9632,2,unique
9633,Cluster 9633,4,unique
9634,Cluster 9634,1,unique
9635,Cluster 9635,1586,core
9636,Cluster 9636,1,unique
9637,Cluster 9637,26,unique
9638,Cluster 9638,2,unique
9639,Cluster 9639,2,unique
9640,Cluster 9640,56,unique
9641,Cluster 9641,2,unique
9642,Cluster 9642,1,unique
9643,Cluster 9643,1,unique
9644,Cluster 9644,2,unique
9645,Cluster 9645,1,unique
9646,Cluster 9646,6,unique
9647,Cluster 9647,3,unique
9648,Cluster 9648,1,unique
9649,Cluster 9649,418,accessory
9650,Cluster 9650,1,unique
9651,Cluster 9651,1,unique
9652,Cluster 9652,1,unique
9653,Cluster 9653,1,unique
9654,Cluster 9654,2,unique
9655,Cluster 9655,1,unique
9656,Cluster 9656,1,unique
9657,Cluster 9657,3,unique
9658,Cluster 9658,1,unique
9659,Cluster 9659,1,unique
9660,Cluster 9660,8,unique
9661,Cluster 9661,1,unique
9662,Cluster 9662,1,unique
9663,Cluster 9663,1,unique
9664,Cluster 9664,1585,core
9665,Cluster 9665,1589,core
9666,Cluster 9666,985,accessory
9667,Cluster 9667,362,accessory
9668,Cluster 9668,1588,core
9669,Cluster 9669,4,unique
9670,Cluster 9670,3,unique
9671,Cluster 9671,3,unique
9672,Cluster 9672,1,unique
9673,Cluster 9673,3,unique
9674,Cluster 9674,3,unique
9675,Cluster 9675,184,accessory
9676,Cluster 9676,1575,core
9677,Cluster 9677,32,unique
9678,Cluster 9678,421,accessory
9679,Cluster 9679,1,unique
9680,Cluster 9680,1585,core
9681,Cluster 9681,1556,core
9682,Cluster 9682,1,unique
9683,Cluster 9683,1,unique
9684,Cluster 9684,31,unique
9685,Cluster 9685,4,unique
9686,Cluster 9686,411,accessory
9687,Cluster 9687,2,unique
9688,Cluster 9688,1,unique
9689,Cluster 9689,2,unique
9690,Cluster 9690,1,unique
9691,Cluster 9691,1,unique
9692,Cluster 9692,7,unique
9693,Cluster 9693,1,unique
9694,Cluster 9694,2,unique
9695,Cluster 9695,1,unique
9696,Cluster 9696,1,unique
9697,Cluster 9697,1,unique
9698,Cluster 9698,3,unique
9699,Cluster 9699,2,unique
9700,Cluster 9700,2,unique
9701,Cluster 9701,10,unique
9702,Cluster 9702,3,unique
9703,Cluster 9703,1,unique
9704,Cluster 9704,1,unique
9705,Cluster 9705,1,unique
9706,Cluster 9706,3,unique
9707,Cluster 9707,1,unique
9708,Cluster 9708,2,unique
9709,Cluster 9709,1,unique
9710,Cluster 9710,1,unique
9711,Cluster 9711,1,unique
9712,Cluster 9712,1588,core
9713,Cluster 9713,1586,core
9714,Cluster 9714,1589,core
9715,Cluster 9715,1587,core
9716,Cluster 9716,1578,core
9717,Cluster 9717,1587,core
9718,Cluster 9718,1582,core
9719,Cluster 9719,1589,core
9720,Cluster 9720,1,unique
9721,Cluster 9721,29,unique
9722,Cluster 9722,1585,core
9723,Cluster 9723,1,unique
9724,Cluster 9724,1,unique
9725,Cluster 9725,221,accessory
9726,Cluster 9726,1581,core
9727,Cluster 9727,1,unique
9728,Cluster 9728,1,unique
9729,Cluster 9729,1,unique
9730,Cluster 9730,1,unique
9731,Cluster 9731,1,unique
9732,Cluster 9732,1,unique
9733,Cluster 9733,1,unique
9734,Cluster 9734,3,unique
9735,Cluster 9735,1,unique
9736,Cluster 9736,1,unique
9737,Cluster 9737,1,unique
9738,Cluster 9738,2,unique
9739,Cluster 9739,17,unique
9740,Cluster 9740,1,unique
9741,Cluster 9741,1,unique
9742,Cluster 9742,1,unique
9743,Cluster 9743,2,unique
9744,Cluster 9744,8,unique
9745,Cluster 9745,3,unique
9746,Cluster 9746,6,unique
9747,Cluster 9747,2,unique
9748,Cluster 9748,1,unique
9749,Cluster 9749,3,unique
9750,Cluster 9750,2,unique
9751,Cluster 9751,1586,core
9752,Cluster 9752,1,unique
9753,Cluster 9753,1,unique
9754,Cluster 9754,1,unique
9755,Cluster 9755,1,unique
9756,Cluster 9756,1,unique
9757,Cluster 9757,5,unique
9758,Cluster 9758,1,unique
9759,Cluster 9759,4,unique
9760,Cluster 9760,1,unique
9761,Cluster 9761,1,unique
9762,Cluster 9762,1,unique
9763,Cluster 9763,1497,accessory
9764,Cluster 9764,1585,core
9765,Cluster 9765,1576,core
9766,Cluster 9766,1588,core
9767,Cluster 9767,1587,core
9768,Cluster 9768,1583,core
9769,Cluster 9769,325,accessory
9770,Cluster 9770,1589,core
9771,Cluster 9771,1588,core
9772,Cluster 9772,2,unique
9773,Cluster 9773,180,accessory
9774,Cluster 9774,1,unique
9775,Cluster 9775,9,unique
9776,Cluster 9776,2,unique
9777,Cluster 9777,1,unique
9778,Cluster 9778,2,unique
9779,Cluster 9779,1,unique
9780,Cluster 9780,4,unique
9781,Cluster 9781,1264,accessory
9782,Cluster 9782,27,unique
9783,Cluster 9783,1,unique
9784,Cluster 9784,13,unique
9785,Cluster 9785,5,unique
9786,Cluster 9786,7,unique
9787,Cluster 9787,2,unique
9788,Cluster 9788,5,unique
9789,Cluster 9789,1,unique
9790,Cluster 9790,1,unique
9791,Cluster 9791,1,unique
9792,Cluster 9792,1,unique
9793,Cluster 9793,1,unique
9794,Cluster 9794,6,unique
9795,Cluster 9795,2,unique
9796,Cluster 9796,1,unique
9797,Cluster 9797,1,unique
9798,Cluster 9798,1587,core
9799,Cluster 9799,1,unique
9800,Cluster 9800,1,unique
9801,Cluster 9801,1,unique
9802,Cluster 9802,1,unique
9803,Cluster 9803,1,unique
9804,Cluster 9804,1,unique
9805,Cluster 9805,1,unique
9806,Cluster 9806,1,unique
9807,Cluster 9807,1,unique
9808,Cluster 9808,1585,core
9809,Cluster 9809,1585,core
9810,Cluster 9810,1582,core
9811,Cluster 9811,1588,core
9812,Cluster 9812,1589,core
9813,Cluster 9813,1,unique
9814,Cluster 9814,1,unique
9815,Cluster 9815,71,unique
9816,Cluster 9816,1589,core
9817,Cluster 9817,238,accessory
9818,Cluster 9818,1,unique
9819,Cluster 9819,23,unique
9820,Cluster 9820,49,unique
9821,Cluster 9821,5,unique
9822,Cluster 9822,1,unique
9823,Cluster 9823,1,unique
9824,Cluster 9824,2,unique
9825,Cluster 9825,5,unique
9826,Cluster 9826,2,unique
9827,Cluster 9827,2,unique
9828,Cluster 9828,1,unique
9829,Cluster 9829,1,unique
9830,Cluster 9830,1,unique
9831,Cluster 9831,2,unique
9832,Cluster 9832,2,unique
9833,Cluster 9833,1,unique
9834,Cluster 9834,5,unique
9835,Cluster 9835,1,unique
9836,Cluster 9836,1,unique
9837,Cluster 9837,1588,core
9838,Cluster 9838,2,unique
9839,Cluster 9839,1,unique
9840,Cluster 9840,1,unique
9841,Cluster 9841,3,unique
9842,Cluster 9842,826,accessory
9843,Cluster 9843,1589,core
9844,Cluster 9844,1587,core
9845,Cluster 9845,1588,core
9846,Cluster 9846,1182,accessory
9847,Cluster 9847,90,unique
9848,Cluster 9848,1,unique
9849,Cluster 9849,8,unique
9850,Cluster 9850,3,unique
9851,Cluster 9851,33,unique
9852,Cluster 9852,1,unique
9853,Cluster 9853,1,unique
9854,Cluster 9854,2,unique
9855,Cluster 9855,1,unique
9856,Cluster 9856,2,unique
9857,Cluster 9857,4,unique
9858,Cluster 9858,1588,core
9859,Cluster 9859,1,unique
9860,Cluster 9860,1,unique
9861,Cluster 9861,1,unique
9862,Cluster 9862,43,unique
9863,Cluster 9863,1449,accessory
9864,Cluster 9864,1,unique
9865,Cluster 9865,4,unique
9866,Cluster 9866,1,unique
9867,Cluster 9867,2,unique
9868,Cluster 9868,1,unique
9869,Cluster 9869,1,unique
9870,Cluster 9870,9,unique
9871,Cluster 9871,2,unique
9872,Cluster 9872,3,unique
9873,Cluster 9873,1,unique
9874,Cluster 9874,1,unique
9875,Cluster 9875,1,unique
9876,Cluster 9876,1,unique
9877,Cluster 9877,1,unique
9878,Cluster 9878,2,unique
9879,Cluster 9879,1,unique
9880,Cluster 9880,2,unique
9881,Cluster 9881,4,unique
9882,Cluster 9882,2,unique
9883,Cluster 9883,2,unique
9884,Cluster 9884,1584,core
9885,Cluster 9885,1,unique
9886,Cluster 9886,1,unique
9887,Cluster 9887,2,unique
9888,Cluster 9888,1588,core
9889,Cluster 9889,1586,core
9890,Cluster 9890,1589,core
9891,Cluster 9891,1585,core
9892,Cluster 9892,1,unique
9893,Cluster 9893,31,unique
9894,Cluster 9894,1,unique
9895,Cluster 9895,2,unique
9896,Cluster 9896,1,unique
9897,Cluster 9897,59,unique
9898,Cluster 9898,2,unique
9899,Cluster 9899,1583,core
9900,Cluster 9900,10,unique
9901,Cluster 9901,1,unique
9902,Cluster 9902,1,unique
9903,Cluster 9903,1,unique
9904,Cluster 9904,1,unique
9905,Cluster 9905,1,unique
9906,Cluster 9906,2,unique
9907,Cluster 9907,1585,core
9908,Cluster 9908,1,unique
9909,Cluster 9909,6,unique
9910,Cluster 9910,2,unique
9911,Cluster 9911,7,unique
9912,Cluster 9912,6,unique
9913,Cluster 9913,1,unique
9914,Cluster 9914,71,unique
9915,Cluster 9915,2,unique
9916,Cluster 9916,2,unique
9917,Cluster 9917,5,unique
9918,Cluster 9918,2,unique
9919,Cluster 9919,1,unique
9920,Cluster 9920,2,unique
9921,Cluster 9921,3,unique
9922,Cluster 9922,3,unique
9923,Cluster 9923,2,unique
9924,Cluster 9924,1,unique
9925,Cluster 9925,1,unique
9926,Cluster 9926,6,unique
9927,Cluster 9927,627,accessory
9928,Cluster 9928,2,unique
9929,Cluster 9929,1,unique
9930,Cluster 9930,1,unique
9931,Cluster 9931,1,unique
9932,Cluster 9932,3,unique
9933,Cluster 9933,983,accessory
9934,Cluster 9934,1588,core
9935,Cluster 9935,1,unique
9936,Cluster 9936,3,unique
9937,Cluster 9937,1,unique
9938,Cluster 9938,12,unique
9939,Cluster 9939,1,unique
9940,Cluster 9940,1588,core
9941,Cluster 9941,1,unique
9942,Cluster 9942,4,unique
9943,Cluster 9943,1,unique
9944,Cluster 9944,1,unique
9945,Cluster 9945,3,unique
9946,Cluster 9946,1,unique
9947,Cluster 9947,1,unique
9948,Cluster 9948,1,unique
9949,Cluster 9949,7,unique
9950,Cluster 9950,6,unique
9951,Cluster 9951,1,unique
9952,Cluster 9952,1,unique
9953,Cluster 9953,1,unique
9954,Cluster 9954,1,unique
9955,Cluster 9955,1,unique
9956,Cluster 9956,1,unique
9957,Cluster 9957,1,unique
9958,Cluster 9958,1,unique
9959,Cluster 9959,1,unique
9960,Cluster 9960,2,unique
9961,Cluster 9961,7,unique
9962,Cluster 9962,1,unique
9963,Cluster 9963,1,unique
9964,Cluster 9964,1,unique
9965,Cluster 9965,1,unique
9966,Cluster 9966,1,unique
9967,Cluster 9967,5,unique
9968,Cluster 9968,2,unique
9969,Cluster 9969,39,unique
9970,Cluster 9970,1589,core
9971,Cluster 9971,1588,core
9972,Cluster 9972,1589,core
9973,Cluster 9973,10,unique
9974,Cluster 9974,82,unique
9975,Cluster 9975,1587,core
9976,Cluster 9976,2,unique
9977,Cluster 9977,121,accessory
9978,Cluster 9978,25,unique
9979,Cluster 9979,1,unique
9980,Cluster 9980,3,unique
9981,Cluster 9981,1,unique
9982,Cluster 9982,79,unique
9983,Cluster 9983,2,unique
9984,Cluster 9984,1567,core
9985,Cluster 9985,18,unique
9986,Cluster 9986,1587,core
9987,Cluster 9987,3,unique
9988,Cluster 9988,2,unique
9989,Cluster 9989,1,unique
9990,Cluster 9990,1,unique
9991,Cluster 9991,2,unique
9992,Cluster 9992,1,unique
9993,Cluster 9993,1,unique
9994,Cluster 9994,2,unique
9995,Cluster 9995,37,unique
9996,Cluster 9996,2,unique
9997,Cluster 9997,2,unique
9998,Cluster 9998,1,unique
9999,Cluster 9999,3,unique
10000,Cluster 10000,1,unique
10001,Cluster 10001,3,unique
10002,Cluster 10002,1,unique
10003,Cluster 10003,1,unique
10004,Cluster 10004,1,unique
10005,Cluster 10005,5,unique
10006,Cluster 10006,1,unique
10007,Cluster 10007,1,unique
10008,Cluster 10008,1,unique
10009,Cluster 10009,1,unique
10010,Cluster 10010,55,unique
10011,Cluster 10011,1,unique
