, ,Number of genomes
51858,Cluster 51858,24
51859,Cluster 51859,1
51860,Cluster 51860,2
51861,Cluster 51861,2
51862,Cluster 51862,1
51863,Cluster 51863,1
51864,Cluster 51864,1
51865,Cluster 51865,1
51866,Cluster 51866,2
51867,Cluster 51867,1
51868,Cluster 51868,1
51869,Cluster 51869,1
51870,Cluster 51870,1
51871,Cluster 51871,22
51872,Cluster 51872,1
51873,Cluster 51873,2
51874,Cluster 51874,1
51875,Cluster 51875,1
51876,Cluster 51876,2
51877,Cluster 51877,1
51878,Cluster 51878,2
51879,Cluster 51879,2
51880,Cluster 51880,4
51881,Cluster 51881,19
51882,Cluster 51882,1
51883,Cluster 51883,2
51884,Cluster 51884,1
51885,Cluster 51885,1
51886,Cluster 51886,1
51887,Cluster 51887,1
51888,Cluster 51888,14
51889,Cluster 51889,2
51890,Cluster 51890,1
51891,Cluster 51891,1
51892,Cluster 51892,3
51893,Cluster 51893,1
51894,Cluster 51894,1
51895,Cluster 51895,4
51896,Cluster 51896,1
51897,Cluster 51897,3
51898,Cluster 51898,2
51899,Cluster 51899,2
51900,Cluster 51900,1
51901,Cluster 51901,1
51902,Cluster 51902,1
51903,Cluster 51903,1
51904,Cluster 51904,1
51905,Cluster 51905,1
51906,Cluster 51906,1
51907,Cluster 51907,1
51908,Cluster 51908,1
51909,Cluster 51909,2
51910,Cluster 51910,1
51911,Cluster 51911,1
51912,Cluster 51912,2
51913,Cluster 51913,1
51914,Cluster 51914,3
51915,Cluster 51915,1
51916,Cluster 51916,1
51917,Cluster 51917,1
51918,Cluster 51918,1
51919,Cluster 51919,1
51920,Cluster 51920,5
51921,Cluster 51921,2
51922,Cluster 51922,1
51923,Cluster 51923,1
51924,Cluster 51924,2
51925,Cluster 51925,2
51926,Cluster 51926,1
51927,Cluster 51927,1
51928,Cluster 51928,10
51929,Cluster 51929,1
51930,Cluster 51930,1
51931,Cluster 51931,1
51932,Cluster 51932,1
51933,Cluster 51933,372
51934,Cluster 51934,1
51935,Cluster 51935,1
51936,Cluster 51936,1
51937,Cluster 51937,1
51938,Cluster 51938,1
51939,Cluster 51939,1
51940,Cluster 51940,1
51941,Cluster 51941,1
51942,Cluster 51942,2
51943,Cluster 51943,1
51944,Cluster 51944,1
51945,Cluster 51945,1
51946,Cluster 51946,1
51947,Cluster 51947,1
51948,Cluster 51948,3
51949,Cluster 51949,437
51950,Cluster 51950,1
51951,Cluster 51951,2
51952,Cluster 51952,3
51953,Cluster 51953,9
51954,Cluster 51954,1
51955,Cluster 51955,1
51956,Cluster 51956,2
51957,Cluster 51957,1
51958,Cluster 51958,3
51959,Cluster 51959,2
51960,Cluster 51960,1
51961,Cluster 51961,1
51962,Cluster 51962,1
51963,Cluster 51963,1
51964,Cluster 51964,1
51965,Cluster 51965,498
51966,Cluster 51966,552
51967,Cluster 51967,393
51968,Cluster 51968,365
51969,Cluster 51969,571
51970,Cluster 51970,71
51971,Cluster 51971,498
51972,Cluster 51972,559
51973,Cluster 51973,36
51974,Cluster 51974,261
51975,Cluster 51975,22
51976,Cluster 51976,378
51977,Cluster 51977,18
51978,Cluster 51978,138
51979,Cluster 51979,6
51980,Cluster 51980,406
51981,Cluster 51981,298
51982,Cluster 51982,383
51983,Cluster 51983,34
51984,Cluster 51984,156
51985,Cluster 51985,4
51986,Cluster 51986,72
51987,Cluster 51987,48
51988,Cluster 51988,2
51989,Cluster 51989,12
51990,Cluster 51990,7
51991,Cluster 51991,9
51992,Cluster 51992,3
51993,Cluster 51993,10
51994,Cluster 51994,5
51995,Cluster 51995,229
51996,Cluster 51996,9
51997,Cluster 51997,10
51998,Cluster 51998,11
51999,Cluster 51999,12
52000,Cluster 52000,146
52001,Cluster 52001,16
52002,Cluster 52002,2
52003,Cluster 52003,3
52004,Cluster 52004,35
52005,Cluster 52005,32
52006,Cluster 52006,1
52007,Cluster 52007,15
52008,Cluster 52008,4
52009,Cluster 52009,20
52010,Cluster 52010,1
52011,Cluster 52011,15
52012,Cluster 52012,5
52013,Cluster 52013,13
52014,Cluster 52014,1
52015,Cluster 52015,77
52016,Cluster 52016,46
52017,Cluster 52017,3
52018,Cluster 52018,2
52019,Cluster 52019,1
52020,Cluster 52020,2
52021,Cluster 52021,8
52022,Cluster 52022,14
52023,Cluster 52023,6
52024,Cluster 52024,1
52025,Cluster 52025,3
52026,Cluster 52026,5
52027,Cluster 52027,6
52028,Cluster 52028,3
52029,Cluster 52029,2
52030,Cluster 52030,3
52031,Cluster 52031,3
52032,Cluster 52032,380
52033,Cluster 52033,1
52034,Cluster 52034,9
52035,Cluster 52035,10
52036,Cluster 52036,1
52037,Cluster 52037,10
52038,Cluster 52038,11
52039,Cluster 52039,16
52040,Cluster 52040,50
52041,Cluster 52041,14
52042,Cluster 52042,4
52043,Cluster 52043,4
52044,Cluster 52044,6
52045,Cluster 52045,9
52046,Cluster 52046,16
52047,Cluster 52047,3
52048,Cluster 52048,2
52049,Cluster 52049,93
52050,Cluster 52050,2
52051,Cluster 52051,2
52052,Cluster 52052,1
52053,Cluster 52053,6
52054,Cluster 52054,8
52055,Cluster 52055,13
52056,Cluster 52056,8
52057,Cluster 52057,3
52058,Cluster 52058,4
52059,Cluster 52059,4
52060,Cluster 52060,10
52061,Cluster 52061,2
52062,Cluster 52062,2
52063,Cluster 52063,2
52064,Cluster 52064,8
52065,Cluster 52065,4
52066,Cluster 52066,63
52067,Cluster 52067,5
52068,Cluster 52068,2
52069,Cluster 52069,2
52070,Cluster 52070,1
52071,Cluster 52071,1
52072,Cluster 52072,1
52073,Cluster 52073,1
52074,Cluster 52074,2
52075,Cluster 52075,1
52076,Cluster 52076,2
52077,Cluster 52077,8
52078,Cluster 52078,1
52079,Cluster 52079,9
52080,Cluster 52080,2
52081,Cluster 52081,3
52082,Cluster 52082,1
52083,Cluster 52083,1
52084,Cluster 52084,1
52085,Cluster 52085,1
52086,Cluster 52086,1
52087,Cluster 52087,197
52088,Cluster 52088,1
52089,Cluster 52089,1
52090,Cluster 52090,1
52091,Cluster 52091,1
52092,Cluster 52092,1
52093,Cluster 52093,1
52094,Cluster 52094,1
52095,Cluster 52095,1
52096,Cluster 52096,7
52097,Cluster 52097,1
52098,Cluster 52098,2
52099,Cluster 52099,6
52100,Cluster 52100,2
52101,Cluster 52101,1
52102,Cluster 52102,2
52103,Cluster 52103,3
52104,Cluster 52104,11
52105,Cluster 52105,1
52106,Cluster 52106,10
52107,Cluster 52107,2
52108,Cluster 52108,1
52109,Cluster 52109,4
52110,Cluster 52110,2
52111,Cluster 52111,1
52112,Cluster 52112,1
52113,Cluster 52113,1
52114,Cluster 52114,1
52115,Cluster 52115,1
52116,Cluster 52116,1
52117,Cluster 52117,1
52118,Cluster 52118,1
52119,Cluster 52119,1
52120,Cluster 52120,1
52121,Cluster 52121,1
52122,Cluster 52122,3
52123,Cluster 52123,1
52124,Cluster 52124,1
52125,Cluster 52125,1
52126,Cluster 52126,1
52127,Cluster 52127,1
52128,Cluster 52128,1
52129,Cluster 52129,4
52130,Cluster 52130,1
52131,Cluster 52131,1
52132,Cluster 52132,2
52133,Cluster 52133,1
52134,Cluster 52134,1
52135,Cluster 52135,49
52136,Cluster 52136,32
52137,Cluster 52137,1
52138,Cluster 52138,166
52139,Cluster 52139,2
52140,Cluster 52140,136
52141,Cluster 52141,13
52142,Cluster 52142,2
52143,Cluster 52143,13
52144,Cluster 52144,13
52145,Cluster 52145,1
52146,Cluster 52146,1
52147,Cluster 52147,2
52148,Cluster 52148,10
52149,Cluster 52149,1
52150,Cluster 52150,4
52151,Cluster 52151,4
52152,Cluster 52152,1
52153,Cluster 52153,3
52154,Cluster 52154,2
52155,Cluster 52155,1
52156,Cluster 52156,4
52157,Cluster 52157,9
52158,Cluster 52158,1
52159,Cluster 52159,6
52160,Cluster 52160,2
52161,Cluster 52161,3
52162,Cluster 52162,1
52163,Cluster 52163,8
52164,Cluster 52164,1
52165,Cluster 52165,9
52166,Cluster 52166,2
52167,Cluster 52167,1
52168,Cluster 52168,3
52169,Cluster 52169,1
52170,Cluster 52170,5
52171,Cluster 52171,2
52172,Cluster 52172,2
52173,Cluster 52173,1
52174,Cluster 52174,2
52175,Cluster 52175,1
52176,Cluster 52176,1
52177,Cluster 52177,10
52178,Cluster 52178,8
52179,Cluster 52179,7
52180,Cluster 52180,1
52181,Cluster 52181,2
52182,Cluster 52182,4
52183,Cluster 52183,1
52184,Cluster 52184,5
52185,Cluster 52185,10
52186,Cluster 52186,2
52187,Cluster 52187,10
52188,Cluster 52188,6
52189,Cluster 52189,4
52190,Cluster 52190,3
52191,Cluster 52191,1
52192,Cluster 52192,1
52193,Cluster 52193,5
52194,Cluster 52194,1
52195,Cluster 52195,2
52196,Cluster 52196,2
52197,Cluster 52197,5
52198,Cluster 52198,1
52199,Cluster 52199,4
52200,Cluster 52200,2
52201,Cluster 52201,1
52202,Cluster 52202,2
52203,Cluster 52203,1
52204,Cluster 52204,2
52205,Cluster 52205,1
52206,Cluster 52206,1
52207,Cluster 52207,1
52208,Cluster 52208,2
52209,Cluster 52209,1
52210,Cluster 52210,1
52211,Cluster 52211,1
52212,Cluster 52212,1
52213,Cluster 52213,1
52214,Cluster 52214,1
52215,Cluster 52215,2
52216,Cluster 52216,2
52217,Cluster 52217,1
52218,Cluster 52218,2
52219,Cluster 52219,1
52220,Cluster 52220,1
52221,Cluster 52221,2
52222,Cluster 52222,3
52223,Cluster 52223,2
52224,Cluster 52224,2
52225,Cluster 52225,3
52226,Cluster 52226,2
52227,Cluster 52227,1
52228,Cluster 52228,1
52229,Cluster 52229,1
52230,Cluster 52230,1
52231,Cluster 52231,1
52232,Cluster 52232,2
52233,Cluster 52233,3
52234,Cluster 52234,1
52235,Cluster 52235,1
52236,Cluster 52236,1
52237,Cluster 52237,1
52238,Cluster 52238,2
52239,Cluster 52239,1
52240,Cluster 52240,3
52241,Cluster 52241,1
52242,Cluster 52242,1
52243,Cluster 52243,1
52244,Cluster 52244,2
52245,Cluster 52245,1
52246,Cluster 52246,5
52247,Cluster 52247,1
52248,Cluster 52248,1
52249,Cluster 52249,1
52250,Cluster 52250,1
52251,Cluster 52251,1
52252,Cluster 52252,1
52253,Cluster 52253,1
52254,Cluster 52254,1
52255,Cluster 52255,2
52256,Cluster 52256,1
52257,Cluster 52257,1
52258,Cluster 52258,1
52259,Cluster 52259,3
52260,Cluster 52260,2
52261,Cluster 52261,1
52262,Cluster 52262,1
52263,Cluster 52263,1
52264,Cluster 52264,1
52265,Cluster 52265,1
52266,Cluster 52266,1
52267,Cluster 52267,1
52268,Cluster 52268,3
52269,Cluster 52269,1
52270,Cluster 52270,1
52271,Cluster 52271,1
52272,Cluster 52272,1
52273,Cluster 52273,1
52274,Cluster 52274,2
52275,Cluster 52275,2
52276,Cluster 52276,1
52277,Cluster 52277,1
52278,Cluster 52278,1
52279,Cluster 52279,1
52280,Cluster 52280,1
52281,Cluster 52281,1
52282,Cluster 52282,1
52283,Cluster 52283,1
52284,Cluster 52284,2
52285,Cluster 52285,4
52286,Cluster 52286,21
52287,Cluster 52287,1
52288,Cluster 52288,1
52289,Cluster 52289,1
52290,Cluster 52290,1
52291,Cluster 52291,1
52292,Cluster 52292,2
52293,Cluster 52293,1
52294,Cluster 52294,1
52295,Cluster 52295,2
52296,Cluster 52296,2
52297,Cluster 52297,1
52298,Cluster 52298,2
52299,Cluster 52299,1
52300,Cluster 52300,1
52301,Cluster 52301,2
52302,Cluster 52302,1
52303,Cluster 52303,2
52304,Cluster 52304,1
52305,Cluster 52305,2
52306,Cluster 52306,1
52307,Cluster 52307,1
52308,Cluster 52308,1
52309,Cluster 52309,1
52310,Cluster 52310,1
52311,Cluster 52311,1
52312,Cluster 52312,2
52313,Cluster 52313,1
52314,Cluster 52314,1
52315,Cluster 52315,2
52316,Cluster 52316,2
52317,Cluster 52317,1
52318,Cluster 52318,1
52319,Cluster 52319,1
52320,Cluster 52320,1
52321,Cluster 52321,1
52322,Cluster 52322,1
52323,Cluster 52323,1
52324,Cluster 52324,1
52325,Cluster 52325,1
52326,Cluster 52326,1
52327,Cluster 52327,1
52328,Cluster 52328,1
52329,Cluster 52329,498
52330,Cluster 52330,37
52331,Cluster 52331,340
52332,Cluster 52332,387
52333,Cluster 52333,39
52334,Cluster 52334,362
52335,Cluster 52335,56
52336,Cluster 52336,229
52337,Cluster 52337,533
52338,Cluster 52338,235
52339,Cluster 52339,75
52340,Cluster 52340,24
52341,Cluster 52341,30
52342,Cluster 52342,342
52343,Cluster 52343,290
52344,Cluster 52344,568
52345,Cluster 52345,5
52346,Cluster 52346,179
52347,Cluster 52347,1
52348,Cluster 52348,25
52349,Cluster 52349,73
52350,Cluster 52350,1
52351,Cluster 52351,293
52352,Cluster 52352,7
52353,Cluster 52353,7
52354,Cluster 52354,21
52355,Cluster 52355,7
52356,Cluster 52356,2
52357,Cluster 52357,8
52358,Cluster 52358,2
52359,Cluster 52359,44
52360,Cluster 52360,13
52361,Cluster 52361,70
52362,Cluster 52362,3
52363,Cluster 52363,4
52364,Cluster 52364,4
52365,Cluster 52365,5
52366,Cluster 52366,3
52367,Cluster 52367,10
52368,Cluster 52368,19
52369,Cluster 52369,5
52370,Cluster 52370,23
52371,Cluster 52371,29
52372,Cluster 52372,3
52373,Cluster 52373,1
52374,Cluster 52374,74
52375,Cluster 52375,12
52376,Cluster 52376,16
52377,Cluster 52377,1
52378,Cluster 52378,6
52379,Cluster 52379,6
52380,Cluster 52380,9
52381,Cluster 52381,2
52382,Cluster 52382,133
52383,Cluster 52383,1
52384,Cluster 52384,1
52385,Cluster 52385,5
52386,Cluster 52386,69
52387,Cluster 52387,2
52388,Cluster 52388,8
52389,Cluster 52389,3
52390,Cluster 52390,8
52391,Cluster 52391,5
52392,Cluster 52392,14
52393,Cluster 52393,2
52394,Cluster 52394,4
52395,Cluster 52395,6
52396,Cluster 52396,6
52397,Cluster 52397,8
52398,Cluster 52398,7
52399,Cluster 52399,9
52400,Cluster 52400,2
52401,Cluster 52401,2
52402,Cluster 52402,8
52403,Cluster 52403,2
52404,Cluster 52404,7
52405,Cluster 52405,3
52406,Cluster 52406,3
52407,Cluster 52407,5
52408,Cluster 52408,12
52409,Cluster 52409,1
52410,Cluster 52410,2
52411,Cluster 52411,1
52412,Cluster 52412,5
52413,Cluster 52413,4
52414,Cluster 52414,1
52415,Cluster 52415,1
52416,Cluster 52416,1
52417,Cluster 52417,1
52418,Cluster 52418,2
52419,Cluster 52419,2
52420,Cluster 52420,18
52421,Cluster 52421,5
52422,Cluster 52422,1
52423,Cluster 52423,2
52424,Cluster 52424,1
52425,Cluster 52425,6
52426,Cluster 52426,4
52427,Cluster 52427,2
52428,Cluster 52428,4
52429,Cluster 52429,1
52430,Cluster 52430,10
52431,Cluster 52431,1
52432,Cluster 52432,1
52433,Cluster 52433,9
52434,Cluster 52434,1
52435,Cluster 52435,1
52436,Cluster 52436,2
52437,Cluster 52437,1
52438,Cluster 52438,2
52439,Cluster 52439,1
52440,Cluster 52440,6
52441,Cluster 52441,7
52442,Cluster 52442,1
52443,Cluster 52443,2
52444,Cluster 52444,4
52445,Cluster 52445,1
52446,Cluster 52446,16
52447,Cluster 52447,12
52448,Cluster 52448,2
52449,Cluster 52449,3
52450,Cluster 52450,95
52451,Cluster 52451,2
52452,Cluster 52452,6
52453,Cluster 52453,1
52454,Cluster 52454,6
52455,Cluster 52455,2
52456,Cluster 52456,2
52457,Cluster 52457,1
52458,Cluster 52458,6
52459,Cluster 52459,1
52460,Cluster 52460,1
52461,Cluster 52461,2
52462,Cluster 52462,1
52463,Cluster 52463,1
52464,Cluster 52464,1
52465,Cluster 52465,1
52466,Cluster 52466,1
52467,Cluster 52467,1
52468,Cluster 52468,2
52469,Cluster 52469,1
52470,Cluster 52470,1
52471,Cluster 52471,2
52472,Cluster 52472,4
52473,Cluster 52473,1
52474,Cluster 52474,1
52475,Cluster 52475,1
52476,Cluster 52476,2
52477,Cluster 52477,2
52478,Cluster 52478,12
52479,Cluster 52479,2
52480,Cluster 52480,1
52481,Cluster 52481,1
52482,Cluster 52482,3
52483,Cluster 52483,1
52484,Cluster 52484,3
52485,Cluster 52485,1
52486,Cluster 52486,1
52487,Cluster 52487,1
52488,Cluster 52488,2
52489,Cluster 52489,1
52490,Cluster 52490,1
52491,Cluster 52491,1
52492,Cluster 52492,1
52493,Cluster 52493,1
52494,Cluster 52494,1
52495,Cluster 52495,2
52496,Cluster 52496,2
52497,Cluster 52497,1
52498,Cluster 52498,1
52499,Cluster 52499,1
52500,Cluster 52500,1
52501,Cluster 52501,1
52502,Cluster 52502,1
52503,Cluster 52503,1
52504,Cluster 52504,1
52505,Cluster 52505,1
52506,Cluster 52506,1
52507,Cluster 52507,1
52508,Cluster 52508,1
52509,Cluster 52509,1
52510,Cluster 52510,1
52511,Cluster 52511,83
52512,Cluster 52512,1
52513,Cluster 52513,59
52514,Cluster 52514,12
52515,Cluster 52515,6
52516,Cluster 52516,1
52517,Cluster 52517,3
52518,Cluster 52518,32
52519,Cluster 52519,2
52520,Cluster 52520,1
52521,Cluster 52521,30
52522,Cluster 52522,7
52523,Cluster 52523,1
52524,Cluster 52524,8
52525,Cluster 52525,6
52526,Cluster 52526,4
52527,Cluster 52527,1
52528,Cluster 52528,1
52529,Cluster 52529,6
52530,Cluster 52530,4
52531,Cluster 52531,3
52532,Cluster 52532,67
52533,Cluster 52533,2
52534,Cluster 52534,6
52535,Cluster 52535,17
52536,Cluster 52536,5
52537,Cluster 52537,2
52538,Cluster 52538,1
52539,Cluster 52539,1
52540,Cluster 52540,18
52541,Cluster 52541,4
52542,Cluster 52542,3
52543,Cluster 52543,19
52544,Cluster 52544,2
52545,Cluster 52545,2
52546,Cluster 52546,2
52547,Cluster 52547,28
52548,Cluster 52548,24
52549,Cluster 52549,1
52550,Cluster 52550,5
52551,Cluster 52551,2
52552,Cluster 52552,3
52553,Cluster 52553,1
52554,Cluster 52554,1
52555,Cluster 52555,3
52556,Cluster 52556,1
52557,Cluster 52557,1
52558,Cluster 52558,1
52559,Cluster 52559,1
52560,Cluster 52560,2
52561,Cluster 52561,1
52562,Cluster 52562,2
52563,Cluster 52563,2
52564,Cluster 52564,1
52565,Cluster 52565,2
52566,Cluster 52566,2
52567,Cluster 52567,6
52568,Cluster 52568,2
52569,Cluster 52569,2
52570,Cluster 52570,2
52571,Cluster 52571,6
52572,Cluster 52572,2
52573,Cluster 52573,4
52574,Cluster 52574,1
52575,Cluster 52575,1
52576,Cluster 52576,2
52577,Cluster 52577,1
52578,Cluster 52578,1
52579,Cluster 52579,1
52580,Cluster 52580,1
52581,Cluster 52581,1
52582,Cluster 52582,6
52583,Cluster 52583,4
52584,Cluster 52584,1
52585,Cluster 52585,1
52586,Cluster 52586,1
52587,Cluster 52587,1
52588,Cluster 52588,1
52589,Cluster 52589,2
52590,Cluster 52590,1
52591,Cluster 52591,545
52592,Cluster 52592,1
52593,Cluster 52593,1
52594,Cluster 52594,5
52595,Cluster 52595,2
52596,Cluster 52596,2
52597,Cluster 52597,1
52598,Cluster 52598,3
52599,Cluster 52599,1
52600,Cluster 52600,66
52601,Cluster 52601,2
52602,Cluster 52602,1
52603,Cluster 52603,2
52604,Cluster 52604,1
52605,Cluster 52605,1
52606,Cluster 52606,1
52607,Cluster 52607,3
52608,Cluster 52608,1
52609,Cluster 52609,2
52610,Cluster 52610,1
52611,Cluster 52611,5
52612,Cluster 52612,4
52613,Cluster 52613,1
52614,Cluster 52614,1
52615,Cluster 52615,1
52616,Cluster 52616,1
52617,Cluster 52617,1
52618,Cluster 52618,1
52619,Cluster 52619,1
52620,Cluster 52620,1
52621,Cluster 52621,4
52622,Cluster 52622,4
52623,Cluster 52623,2
52624,Cluster 52624,1
52625,Cluster 52625,1
52626,Cluster 52626,1
52627,Cluster 52627,1
52628,Cluster 52628,2
52629,Cluster 52629,1
52630,Cluster 52630,1
52631,Cluster 52631,1
52632,Cluster 52632,1
52633,Cluster 52633,1
52634,Cluster 52634,1
52635,Cluster 52635,7
52636,Cluster 52636,1
52637,Cluster 52637,9
52638,Cluster 52638,1
52639,Cluster 52639,7
52640,Cluster 52640,1
52641,Cluster 52641,1
52642,Cluster 52642,1
52643,Cluster 52643,1
52644,Cluster 52644,1
52645,Cluster 52645,1
52646,Cluster 52646,1
52647,Cluster 52647,1
52648,Cluster 52648,1
52649,Cluster 52649,1
52650,Cluster 52650,1
52651,Cluster 52651,1
52652,Cluster 52652,1
52653,Cluster 52653,1
52654,Cluster 52654,1
52655,Cluster 52655,1
52656,Cluster 52656,1
52657,Cluster 52657,1
52658,Cluster 52658,1
52659,Cluster 52659,1
52660,Cluster 52660,2
52661,Cluster 52661,2
52662,Cluster 52662,1
52663,Cluster 52663,2
52664,Cluster 52664,1
52665,Cluster 52665,1
52666,Cluster 52666,1
52667,Cluster 52667,1
52668,Cluster 52668,1
52669,Cluster 52669,2
52670,Cluster 52670,2
52671,Cluster 52671,1
52672,Cluster 52672,1
52673,Cluster 52673,1
52674,Cluster 52674,1
52675,Cluster 52675,5
52676,Cluster 52676,1
52677,Cluster 52677,5
52678,Cluster 52678,1
52679,Cluster 52679,4
52680,Cluster 52680,2
52681,Cluster 52681,3
52682,Cluster 52682,1
52683,Cluster 52683,1
52684,Cluster 52684,1
52685,Cluster 52685,3
52686,Cluster 52686,1
52687,Cluster 52687,1
52688,Cluster 52688,1
52689,Cluster 52689,1
52690,Cluster 52690,1
52691,Cluster 52691,1
52692,Cluster 52692,1
52693,Cluster 52693,3
52694,Cluster 52694,1
52695,Cluster 52695,2
52696,Cluster 52696,1
52697,Cluster 52697,1
52698,Cluster 52698,1
52699,Cluster 52699,1
52700,Cluster 52700,1
52701,Cluster 52701,1
52702,Cluster 52702,1
52703,Cluster 52703,1
52704,Cluster 52704,1
52705,Cluster 52705,1
52706,Cluster 52706,1
52707,Cluster 52707,1
52708,Cluster 52708,1
52709,Cluster 52709,1
52710,Cluster 52710,1
52711,Cluster 52711,2
52712,Cluster 52712,1
52713,Cluster 52713,2
52714,Cluster 52714,1
52715,Cluster 52715,1
52716,Cluster 52716,1
52717,Cluster 52717,1
52718,Cluster 52718,1
52719,Cluster 52719,2
52720,Cluster 52720,1
52721,Cluster 52721,1
52722,Cluster 52722,1
52723,Cluster 52723,1
52724,Cluster 52724,1
52725,Cluster 52725,1
52726,Cluster 52726,1
52727,Cluster 52727,1
52728,Cluster 52728,1
52729,Cluster 52729,366
52730,Cluster 52730,503
52731,Cluster 52731,228
52732,Cluster 52732,137
52733,Cluster 52733,43
52734,Cluster 52734,203
52735,Cluster 52735,38
52736,Cluster 52736,38
52737,Cluster 52737,376
52738,Cluster 52738,345
52739,Cluster 52739,549
52740,Cluster 52740,208
52741,Cluster 52741,576
52742,Cluster 52742,565
52743,Cluster 52743,26
52744,Cluster 52744,11
52745,Cluster 52745,287
52746,Cluster 52746,170
52747,Cluster 52747,14
52748,Cluster 52748,53
52749,Cluster 52749,2
52750,Cluster 52750,2
52751,Cluster 52751,5
52752,Cluster 52752,2
52753,Cluster 52753,2
52754,Cluster 52754,2
52755,Cluster 52755,7
52756,Cluster 52756,3
52757,Cluster 52757,4
52758,Cluster 52758,61
52759,Cluster 52759,8
52760,Cluster 52760,3
52761,Cluster 52761,71
52762,Cluster 52762,70
52763,Cluster 52763,4
52764,Cluster 52764,2
52765,Cluster 52765,29
52766,Cluster 52766,63
52767,Cluster 52767,4
52768,Cluster 52768,7
52769,Cluster 52769,107
52770,Cluster 52770,2
52771,Cluster 52771,28
52772,Cluster 52772,21
52773,Cluster 52773,2
52774,Cluster 52774,1
52775,Cluster 52775,1
52776,Cluster 52776,13
52777,Cluster 52777,39
52778,Cluster 52778,4
52779,Cluster 52779,4
52780,Cluster 52780,27
52781,Cluster 52781,1
52782,Cluster 52782,10
52783,Cluster 52783,1
52784,Cluster 52784,1
52785,Cluster 52785,9
52786,Cluster 52786,1
52787,Cluster 52787,1
52788,Cluster 52788,3
52789,Cluster 52789,2
52790,Cluster 52790,1
52791,Cluster 52791,2
52792,Cluster 52792,7
52793,Cluster 52793,4
52794,Cluster 52794,2
52795,Cluster 52795,1
52796,Cluster 52796,14
52797,Cluster 52797,4
52798,Cluster 52798,1
52799,Cluster 52799,3
52800,Cluster 52800,7
52801,Cluster 52801,10
52802,Cluster 52802,6
52803,Cluster 52803,1
52804,Cluster 52804,4
52805,Cluster 52805,1
52806,Cluster 52806,1
52807,Cluster 52807,1
52808,Cluster 52808,6
52809,Cluster 52809,42
52810,Cluster 52810,3
52811,Cluster 52811,6
52812,Cluster 52812,9
52813,Cluster 52813,2
52814,Cluster 52814,1
52815,Cluster 52815,2
52816,Cluster 52816,2
52817,Cluster 52817,3
52818,Cluster 52818,10
52819,Cluster 52819,1
52820,Cluster 52820,2
52821,Cluster 52821,1
52822,Cluster 52822,9
52823,Cluster 52823,1
52824,Cluster 52824,1
52825,Cluster 52825,1
52826,Cluster 52826,3
52827,Cluster 52827,1
52828,Cluster 52828,1
52829,Cluster 52829,13
52830,Cluster 52830,2
52831,Cluster 52831,6
52832,Cluster 52832,1
52833,Cluster 52833,1
52834,Cluster 52834,4
52835,Cluster 52835,1
52836,Cluster 52836,4
52837,Cluster 52837,1
52838,Cluster 52838,3
52839,Cluster 52839,1
52840,Cluster 52840,1
52841,Cluster 52841,1
52842,Cluster 52842,1
52843,Cluster 52843,9
52844,Cluster 52844,2
52845,Cluster 52845,1
52846,Cluster 52846,1
52847,Cluster 52847,4
52848,Cluster 52848,1
52849,Cluster 52849,1
52850,Cluster 52850,3
52851,Cluster 52851,1
52852,Cluster 52852,2
52853,Cluster 52853,1
52854,Cluster 52854,7
52855,Cluster 52855,1
52856,Cluster 52856,1
52857,Cluster 52857,1
52858,Cluster 52858,11
52859,Cluster 52859,1
52860,Cluster 52860,1
52861,Cluster 52861,2
52862,Cluster 52862,1
52863,Cluster 52863,1
52864,Cluster 52864,1
52865,Cluster 52865,1
52866,Cluster 52866,1
52867,Cluster 52867,1
52868,Cluster 52868,1
52869,Cluster 52869,1
52870,Cluster 52870,4
52871,Cluster 52871,1
52872,Cluster 52872,1
52873,Cluster 52873,1
52874,Cluster 52874,1
52875,Cluster 52875,4
52876,Cluster 52876,1
52877,Cluster 52877,1
52878,Cluster 52878,2
52879,Cluster 52879,1
52880,Cluster 52880,1
52881,Cluster 52881,2
52882,Cluster 52882,1
52883,Cluster 52883,1
52884,Cluster 52884,1
52885,Cluster 52885,1
52886,Cluster 52886,1
52887,Cluster 52887,1
52888,Cluster 52888,1
52889,Cluster 52889,2
52890,Cluster 52890,102
52891,Cluster 52891,92
52892,Cluster 52892,33
52893,Cluster 52893,1
52894,Cluster 52894,15
52895,Cluster 52895,1
52896,Cluster 52896,1
52897,Cluster 52897,6
52898,Cluster 52898,6
52899,Cluster 52899,3
52900,Cluster 52900,1
52901,Cluster 52901,1
52902,Cluster 52902,6
52903,Cluster 52903,1
52904,Cluster 52904,6
52905,Cluster 52905,4
52906,Cluster 52906,2
52907,Cluster 52907,8
52908,Cluster 52908,1
52909,Cluster 52909,1
52910,Cluster 52910,2
52911,Cluster 52911,3
52912,Cluster 52912,28
52913,Cluster 52913,53
52914,Cluster 52914,3
52915,Cluster 52915,8
52916,Cluster 52916,15
52917,Cluster 52917,23
52918,Cluster 52918,5
52919,Cluster 52919,2
52920,Cluster 52920,2
52921,Cluster 52921,8
52922,Cluster 52922,7
52923,Cluster 52923,1
52924,Cluster 52924,3
52925,Cluster 52925,1
52926,Cluster 52926,2
52927,Cluster 52927,2
52928,Cluster 52928,1
52929,Cluster 52929,17
52930,Cluster 52930,18
52931,Cluster 52931,2
52932,Cluster 52932,1
52933,Cluster 52933,3
